@relation amp_5_EMGP—handshaking-n

@attribute time-index numeric
@attribute ch1 numeric
@attribute ch2 numeric
@attribute ch3 numeric
@attribute ch4 numeric
@attribute ch5 numeric
@attribute ch6 numeric
@attribute ch7 numeric
@attribute ch8 numeric

@data
44,132,-17,-9,-51,46,7,-146,-31
45,78,-4,-6,-54,31,-6,-167,-78
46,-49,-19,-20,-20,8,-3,-167,-75
47,-228,5,0,2,25,-12,-171,-44
48,-392,26,10,7,5,6,-171,-95
49,-632,2,-3,7,5,4,-203,-64
50,-870,37,?,?,?,7,-188,-78
51,-936,42,0,-21,-48,12,-190,-92
52,-742,12,-9,-28,-15,12,-197,-66
53,-623,?,-1,-25,-9,17,-167,-58
54,-379,-47,-1,-11,9,16,-200,-46
55,-13,8,-9,-20,-10,47,-220,-73
56,313,-10,12,-21,-10,32,-212,-54
57,?,-36,10,-13,-41,49,-252,-41
58,762,-45,22,-13,-34,?,-250,-16
59,986,-26,1,-10,-23,18,-206,-29
60,1086,-18,?,3,-67,39,-188,?
61,1116,?,18,?,-44,49,-170,-1
62,985,42,-10,-21,-61,?,-174,-13
63,733,98,?,-13,-58,35,-151,-20
64,425,108,37,15,-41,34,-157,-4
65,90,113,18,3,-45,43,-167,-7
66,-166,89,5,-17,-49,55,-153,-7
67,-343,103,20,-29,-56,34,-123,5
68,-544,92,2,-20,-53,-4,-102,12
69,-700,54,-15,-21,-68,40,-123,10
70,-832,47,-20,-27,-54,-6,-67,-11
71,-880,17,4,0,-61,-30,-45,?
72,?,7,-5,-6,-50,0,-35,-3
73,-386,-57,-4,8,-65,38,-40,-27
74,-147,-104,-12,11,-68,76,-55,11
75,116,-113,-33,9,-56,48,-41,-9
76,351,-176,-10,2,-72,42,-40,-33
77,595,-151,8,-11,-54,25,-37,-24
78,649,-52,4,-28,-48,-11,-47,-28
79,619,-43,-8,-17,-20,?,?,-13
80,603,-16,-3,-2,-29,-14,-15,8
81,518,21,-34,-22,-5,36,-23,17
82,228,36,-10,-29,3,30,-28,18
83,-45,64,8,-26,0,47,-6,?
84,-291,12,-20,-28,-5,69,31,30
85,-433,30,-1,-28,-20,56,?,30
86,-457,18,8,-38,2,48,-4,13
87,-521,-35,-4,-40,3,42,?,39
88,-461,-26,-23,-14,-8,32,-46,34
89,-343,-19,-19,-37,8,31,-60,12
90,-240,-39,-6,-39,52,26,-47,9
91,-136,-80,-11,-14,?,58,-22,-6
92,?,-70,-36,-34,46,77,-49,27
93,?,-68,-10,-44,53,64,-37,34
94,168,6,-6,-48,46,61,-36,24
95,202,34,15,-25,48,56,-48,40
96,159,5,17,-8,38,10,-19,?
97,141,34,1,-6,53,-67,5,38
98,107,?,0,-4,61,-28,1,27
99,125,-12,-15,12,53,33,12,16
100,186,12,17,18,51,42,43,25
101,149,69,6,10,47,66,37,15
102,107,64,-6,4,65,59,39,41
103,90,82,-11,8,93,58,50,50
104,-9,56,-26,0,100,38,34,38
105,-98,19,-20,-25,82,50,46,41
106,-131,55,-24,-26,60,61,59,68
107,-213,40,8,-28,65,50,49,66
108,-246,20,-8,-31,69,41,66,40
109,-224,7,-8,-17,60,18,61,56
110,-209,-32,-22,-28,71,53,68,46
111,-201,-10,-51,-42,77,72,97,?
112,-181,1,-3,-28,91,63,82,53
113,-141,-18,-29,-44,93,58,67,41
114,-114,-15,-27,-9,?,?,82,50
115,-81,-23,-13,-2,?,?,72,59
116,-93,-20,-18,-38,106,46,49,45
117,-71,-23,-5,-29,140,58,14,32
118,-49,-19,-16,-14,153,57,8,39
119,-43,-31,0,-16,162,32,19,32
120,-66,14,14,2,179,12,-23,44
121,-58,27,-4,5,142,31,1,33
122,-32,10,-20,-5,140,56,2,28
123,-17,12,5,0,155,29,0,?
124,14,7,-3,-19,112,22,16,-2
125,15,8,3,14,103,9,?,-20
126,42,13,16,32,106,-1,15,-5
127,48,0,?,10,89,12,40,-7
128,65,-26,-1,-16,118,7,62,-3
129,85,-35,11,?,135,20,49,6
130,46,-30,5,-1,130,29,113,-30
131,?,-23,24,-2,135,19,129,-7
132,-9,-4,14,-3,149,?,147,0
133,-15,15,-3,25,151,42,181,-40
134,23,24,15,16,165,29,168,-13
135,30,37,-9,15,140,30,178,-17
136,?,-1,-15,18,106,64,167,-16
137,12,6,-7,-13,123,109,164,-8
138,7,10,-20,-21,103,167,180,-15
139,21,-16,-34,-16,101,225,197,-19
140,35,-10,-38,26,85,?,195,-34
141,31,-40,-36,-22,49,166,220,-10
142,40,-50,-29,-29,75,66,209,-1
143,37,?,-26,1,78,-159,202,-6
144,55,-16,-11,-21,54,-297,225,-1
145,34,-17,11,-23,68,-320,201,9
146,14,-3,8,-43,62,-279,205,1
147,21,-4,-3,-32,64,-79,181,-11
148,-6,1,-7,-36,76,-30,164,3
149,?,30,-5,-42,52,-59,153,-14
150,2,41,10,-42,54,-28,116,-6
151,-25,16,-5,-31,56,-16,93,2
152,-21,4,-11,-36,31,20,81,-6
153,-28,0,-17,-57,29,-2,102,-15
154,-20,-18,-32,-44,27,30,122,-36
155,?,1,?,-32,19,39,123,-35
156,-9,11,?,-17,-27,49,127,-37
157,-9,2,-18,-23,-31,64,138,-25
158,7,-5,7,-17,-29,73,139,-31
159,22,-6,6,-32,-50,87,127,0
160,-18,8,11,-45,-64,78,142,-10
161,-31,9,?,-18,-103,80,139,-19
162,-43,21,-3,-19,-110,50,104,17
163,-35,34,6,-7,-108,35,119,31
164,-21,37,-24,21,-111,-4,107,32
165,30,24,-15,-2,-120,-71,99,4
166,61,-19,-21,20,-93,-48,89,-9
167,42,-5,-11,16,-86,-6,69,1
168,32,14,-18,-10,-127,50,64,25
169,-13,9,-17,-17,-89,48,55,-18
170,-8,22,10,-28,-65,32,50,-5
171,-11,25,-1,2,-67,47,62,31
172,1,20,-29,-5,-36,21,64,20
173,-7,13,-25,-11,?,42,27,23
174,-51,2,-9,-3,-72,24,47,10
175,5,-14,-18,14,-66,50,34,42
176,19,3,13,-5,-64,33,24,20
177,?,2,18,-10,-37,21,27,36
178,23,13,-8,?,-4,32,27,19
179,?,17,-15,4,-21,?,17,25
180,-5,-7,-2,12,-8,18,-2,54
181,0,18,4,12,-11,-16,-9,26
182,8,32,-15,-19,?,-3,-1,?
183,-30,6,-17,-28,41,-11,9,20
184,-8,21,-37,1,68,9,?,28
185,?,23,-28,-25,82,7,42,33
186,-27,14,-17,-12,74,12,34,51
187,-12,-4,-24,-26,79,8,36,54
188,-6,-24,-18,-39,64,-22,28,51
189,6,-25,-41,-35,61,-2,32,41
190,12,-11,-24,-18,68,-10,37,51
191,17,14,-10,11,60,8,38,73
192,0,-7,-10,-11,49,13,32,62
193,17,9,-9,-7,36,31,28,75
194,-3,33,-26,8,43,25,30,80
195,-5,10,-11,10,28,?,29,84
196,-10,8,9,10,15,?,31,75
197,-13,5,5,-5,4,2,-14,?
198,19,9,-7,7,-15,16,-15,84
199,10,6,2,-3,-13,7,10,82
200,4,-6,6,-11,-9,10,5,72
201,16,5,-1,10,-38,25,23,47
202,5,18,20,-15,-19,23,27,60
203,-11,18,13,-11,-27,-4,12,47
204,9,8,-7,4,-38,-10,?,39
205,?,15,-6,-17,-23,20,12,39
206,30,?,-9,-44,-28,6,14,22
207,-25,36,-4,-38,-28,17,1,23
208,-20,3,3,-24,-54,30,?,32
209,-58,11,16,-7,-58,13,23,34
210,-146,15,14,-23,-66,13,-6,12
211,-104,21,-13,-32,-49,24,16,-1
212,-43,-5,-14,-2,-27,19,24,-16
213,-47,-28,6,-21,-29,13,7,-25
214,-45,?,-14,11,?,56,22,-12
215,-67,-18,-15,-1,-35,42,8,-8
216,-104,-10,7,?,-15,?,12,11
217,-62,3,-23,9,-20,27,1,-3
218,32,4,-9,?,-8,0,6,-37
219,72,-5,-6,-16,-11,14,8,-16
220,27,-17,-32,-23,-15,4,20,-2
221,47,-10,-3,-21,0,32,22,11
222,71,?,-17,-21,-18,16,-6,-10
223,45,-5,?,-35,-8,8,49,-14
224,39,18,2,-10,26,45,44,-3
225,12,26,-11,-9,20,42,48,10
226,?,-15,?,-15,1,31,61,31
227,21,9,-5,-7,16,49,36,17
228,0,0,-8,-12,37,?,31,34
229,-17,3,-21,-26,46,54,31,43
230,-47,?,-24,-41,49,50,59,52
231,-15,16,-26,-27,67,29,70,21
232,-20,3,0,-34,48,61,48,?
233,?,-5,27,-38,29,30,20,48
234,-45,8,15,-36,26,9,22,47
235,-66,1,11,-49,41,45,24,74
236,-76,4,-25,-28,69,58,21,58
237,-105,9,-16,-20,52,62,25,?
238,-94,32,13,-13,41,36,21,65
239,-111,-10,3,-24,70,-2,9,53
240,?,12,?,-27,63,30,-16,55
241,-63,-2,-28,-16,66,47,-3,53
242,9,-12,-16,-34,92,36,4,55
243,52,-22,7,-10,?,35,4,69
244,52,-53,8,0,91,?,13,64
245,94,-21,10,-2,78,49,-7,67
246,101,-47,1,-11,68,57,-7,70
247,129,-10,-10,-28,58,44,-14,66
248,125,-20,-2,-8,37,73,-19,64
249,139,-10,2,8,58,75,1,49
250,86,19,-16,-6,40,?,1,49
251,53,5,-25,-30,25,73,-8,54
252,29,8,0,-29,40,48,-7,53
253,-7,-1,19,?,18,42,-18,66
254,11,-4,-11,-3,25,33,-7,70
255,-18,5,-17,-7,1,45,-12,90
256,-2,-4,-4,-10,11,53,2,?
257,-61,-22,-25,-6,35,40,1,23
258,-67,-21,-12,0,10,62,-17,?
259,-36,-20,0,?,14,49,-16,36
260,-66,29,14,-14,?,43,?,37
261,-88,49,16,?,14,39,-36,58
262,-96,21,10,-9,23,34,-37,32
263,21,-21,36,-16,?,21,-39,22
264,194,?,?,-4,38,19,-66,30
265,?,3,-5,16,35,40,-60,?
266,98,-31,2,-10,30,36,-43,26
267,61,-1,-28,-17,36,39,-33,35
268,-70,17,-17,?,43,32,-39,23
269,-123,18,-1,10,43,34,?,13
270,-266,19,-13,?,41,16,-31,7
271,-345,1,31,-4,?,10,-47,39
272,-278,-4,6,15,66,15,-25,46
273,-212,-1,-5,6,68,-9,-16,21
274,-39,38,-7,-1,68,15,-39,37
275,-6,34,-17,3,66,10,-26,?
276,-69,18,-8,11,75,?,-13,31
277,-106,22,-8,-14,63,13,-22,27
278,-177,33,-6,-12,52,24,-23,31
279,-121,43,-9,-32,?,18,-39,25
280,-100,51,?,-22,60,21,-60,23
281,-132,79,-14,-4,91,?,-49,6
282,40,67,-5,-41,61,-17,-71,1
283,121,?,-11,-37,27,24,-70,2
284,188,49,5,-22,33,21,-64,-10
285,177,29,-1,-9,29,16,-94,-7
286,138,6,8,-21,46,-3,-76,-19
287,188,-38,-6,?,40,21,-101,-28
288,146,?,-14,-17,37,14,-122,-42
289,100,-95,-3,-50,19,15,-102,-33
290,34,-67,-22,-60,22,34,-108,-27
291,37,-76,0,-46,34,0,-96,-35
292,6,-59,-9,-32,?,19,-92,-34
293,53,-36,-26,?,0,16,-76,-44
294,62,-5,-17,-48,?,18,-82,-60
295,21,7,-24,-30,32,12,-91,-63
296,108,23,-7,-26,44,-9,-78,-62
297,90,17,-7,-19,47,27,-74,-63
298,-4,7,-3,-26,27,13,-76,-56
299,-136,20,-21,-47,4,5,-73,-49
300,-209,?,-5,?,3,23,-61,-36
301,-246,30,-5,-32,-7,4,-68,-40
302,-258,-6,-20,-28,1,-16,-49,-39
303,-158,1,3,18,11,4,-19,-29
304,-55,-6,19,-13,-5,2,-9,-20
305,-6,-28,20,-1,28,13,10,-14
306,-70,-15,2,5,36,12,-15,-18
307,-128,4,-6,5,11,-4,6,1
308,-109,30,-8,1,?,24,46,18
309,-36,55,13,?,-4,13,27,-19
310,66,60,?,-3,-30,37,36,5
311,7,29,-14,-23,-24,25,61,?
312,7,52,-9,22,-16,13,68,-28
313,5,66,?,6,-7,45,61,-17
314,-46,42,-20,12,-42,15,58,-15
315,-42,36,-26,13,-23,14,81,-5
316,-41,-2,-16,-5,?,4,105,-19
317,39,0,-1,5,-46,20,64,-3
318,37,1,6,-6,-52,39,53,-4
319,40,-28,0,13,-64,12,77,7
320,74,-8,-10,-3,-45,24,84,6
321,90,-2,-6,-6,-30,31,77,-7
322,?,-4,-12,-23,-44,31,43,-3
323,90,-10,-11,-48,-50,?,?,-2
324,103,?,?,-14,-34,35,53,-16
325,89,-12,-8,-29,-28,41,72,-19
326,31,1,-20,-22,-24,31,66,2
327,-17,12,-10,-17,-50,34,50,-18
328,-9,22,-21,-18,-26,38,63,-13
329,-19,2,-30,-26,-7,32,38,-10
330,-20,-11,-21,-17,3,?,64,-6
331,4,4,-16,4,36,23,46,-1
332,?,14,-14,-14,27,24,20,5
333,15,-2,-40,2,35,35,20,-1
334,58,12,-22,2,47,46,20,2
335,46,15,-6,10,?,43,41,2
336,-54,12,-8,8,44,48,18,25
337,-76,59,-20,4,48,40,25,26
338,-91,48,-6,1,68,62,21,-2
339,-100,11,?,-2,76,40,2,?
340,-82,-20,-15,5,59,46,16,9
341,-36,-68,15,-13,63,43,10,21
342,42,-23,14,-9,60,22,21,12
343,64,7,2,-15,41,22,35,?
344,90,7,7,12,31,6,34,35
345,100,15,14,20,12,16,49,42
346,66,-10,6,-8,9,25,61,13
347,103,6,-10,-8,15,16,62,16
348,134,5,10,-3,24,?,62,49
349,?,-24,-12,-20,7,47,26,33
350,82,2,-13,-14,22,28,30,61
351,-4,32,23,-27,25,26,53,28
352,-77,-14,7,-30,16,14,45,32
353,-85,8,-20,-11,11,16,38,70
354,-106,34,-1,-36,23,?,?,77
355,-146,20,8,-4,45,34,77,82
356,-132,-11,-8,-7,38,29,69,56
357,-139,-38,-5,-28,31,37,85,72
358,-161,-23,?,-33,28,54,60,53
359,-128,-24,-25,-34,45,53,62,97
360,-105,-18,-8,0,47,50,97,117
361,-96,-29,-1,-22,?,36,70,91
362,-136,-41,7,-21,55,49,83,100
363,-92,-27,-14,-37,38,75,85,100
364,-19,-19,-24,-27,76,49,86,104
365,13,-10,-7,-6,92,58,107,85
366,73,?,-2,-30,78,58,110,95
367,78,-21,33,-35,76,62,110,74
368,107,-1,19,-19,109,61,98,65
369,172,-11,?,-4,119,25,135,?
370,195,-4,-4,-22,108,33,128,53
371,147,18,-9,-12,?,54,141,71
372,126,-12,-1,-11,119,54,154,41
373,43,1,-33,-2,146,86,135,24
374,-10,12,-18,-5,113,106,152,46
375,97,8,11,-6,103,56,112,49
376,232,40,-20,25,104,26,131,21
377,257,53,-26,12,87,-47,138,10
378,126,55,-15,-2,65,?,114,2
379,-2,62,-21,-28,49,-82,134,3
380,-197,20,4,?,67,-8,128,6
381,-312,-16,2,-20,40,-1,?,0
382,?,8,-13,-7,46,47,103,-5
383,-323,19,7,-11,45,20,107,3
384,-306,-17,?,-14,37,62,107,2
385,-256,-65,15,-33,47,?,82,-5
386,-139,-65,1,-34,30,109,79,-1
387,?,-68,-7,-34,20,136,90,0
388,-101,-83,1,-17,18,109,91,21
389,?,-28,4,-21,21,50,70,12
390,-21,-5,23,-11,21,14,95,?
391,67,-6,-24,-27,5,-48,110,-3
392,?,-26,-10,-29,-11,-193,107,-12
393,198,-8,0,?,-17,-194,116,-2
394,304,34,-5,-63,-30,-93,89,16
395,334,17,-8,-40,-33,?,78,-26
396,253,16,-26,-38,-24,50,69,-24
397,119,33,-20,-25,-38,52,70,0
398,?,24,-23,-21,-48,?,94,-2
399,-39,-13,0,?,-27,-52,79,-15
400,-59,-8,-7,-17,?,-74,104,-5
401,-163,10,-8,-10,-14,10,86,6
402,-166,7,-24,-12,-3,?,74,-19
403,-121,10,-9,-12,12,118,61,15
404,-117,9,-10,1,15,180,38,11
405,-136,12,-4,-16,8,?,43,-14
406,-136,25,5,-2,8,185,23,18
407,-101,11,-24,-12,-14,80,16,0
408,11,32,0,-29,-33,?,?,1
409,58,38,-6,-17,-34,-50,-16,9
410,63,72,-7,-34,-41,-137,-17,3
411,69,57,-10,-19,?,?,?,26
412,101,24,-2,10,-34,-264,-13,15
413,146,22,-7,-4,-35,-179,?,9
414,139,0,-11,0,-34,?,-37,24
415,137,16,15,-8,-39,39,-38,21
416,123,-1,19,6,?,48,-39,27
417,81,-7,9,9,-25,95,-37,?
418,-49,-25,-11,-7,-31,67,-37,20
419,-39,-30,1,15,-14,?,-43,17
420,-16,-28,-24,15,-4,82,-41,12
421,-78,-3,-3,20,5,81,-22,10
422,-117,11,-1,15,25,144,-19,2
423,-284,-19,-32,-14,32,172,-27,12
424,-298,-31,4,-13,17,171,-42,12
425,-230,-14,0,9,12,139,-39,1
426,-192,46,-2,-12,21,98,-22,9
427,-298,40,-11,-28,14,62,-49,28
428,-370,44,-9,-15,10,-98,-64,31
429,-292,99,-9,-28,18,-316,-43,-5
430,-260,119,-8,-36,18,-258,-39,-2
431,-121,69,-2,-48,28,-90,-54,17
432,-47,2,-13,-50,8,37,-47,21
433,27,21,18,?,16,97,-40,22
434,131,13,35,-24,36,99,-53,9
435,431,-40,-4,-30,9,130,-43,-21
436,1173,-49,2,-28,19,91,-40,-43
437,?,-86,-4,-40,22,43,-51,-46
438,629,-129,-11,-26,20,-76,-67,-40
439,473,-111,-18,2,53,-187,-65,-64
440,145,-50,-23,-22,56,-91,-37,-58
441,-75,-28,-26,-21,39,?,-43,-47
442,-136,-19,?,-2,37,34,-68,?
443,-336,-12,-11,-5,49,131,-65,-62
444,-270,3,-17,-34,67,223,-67,-61
445,-384,-4,4,?,88,221,-56,-47
446,-468,-14,-17,-36,87,237,-12,-60
447,-547,-41,-23,-30,84,180,-24,-55
448,-523,-2,?,-23,127,97,?,-50
449,?,154,-45,-14,119,-43,-7,-47
450,?,241,-37,?,112,-207,10,-46
451,-553,241,-24,-17,114,-207,20,-18
452,-467,?,4,8,117,-320,?,-7
453,-262,237,-7,-9,118,-320,17,4
454,-29,148,-8,0,102,-44,23,17
455,88,?,8,12,81,13,61,-16
456,204,32,-6,30,74,44,32,6
457,253,-4,0,20,?,81,30,26
458,257,-15,4,5,87,73,24,8
459,249,?,11,16,76,81,19,17
460,265,-56,12,-10,80,57,10,28
461,298,-54,1,-20,93,95,0,25
462,408,-135,4,-3,130,167,4,38
463,?,-114,-8,-3,118,235,26,37
464,296,-114,28,0,105,232,48,42
465,?,-117,7,12,81,223,26,55
466,59,-104,-24,2,61,164,33,43
467,?,-112,-8,11,?,82,32,56
468,-51,-46,-34,-10,60,49,41,21
469,-114,?,-36,-4,62,-110,41,16
470,?,4,-38,7,29,-417,34,54
471,-128,73,-34,-38,34,?,38,44
472,-110,40,?,-26,35,-6,0,46
473,-3,-7,-26,-17,39,-19,20,54
474,200,?,-33,-13,49,44,30,78
475,428,40,-27,-34,52,107,16,?
476,277,22,-10,-22,58,115,27,61
477,103,-5,-14,-24,56,127,42,68
478,74,-80,6,-42,51,95,36,87
479,-76,-100,5,-10,37,61,31,95
480,-28,-73,18,7,65,-32,34,79
481,-116,-53,?,-5,52,3,22,70
482,-120,-52,-17,-20,14,-40,18,45
483,-69,-77,-3,-16,17,?,36,66
484,?,-78,3,-9,23,34,41,61
485,81,-77,9,-14,2,59,32,58
486,25,-49,7,-25,-29,?,45,42
487,13,-38,1,-16,-46,33,24,53
488,-210,2,-14,-30,-38,82,-9,39
489,-435,90,-13,-39,?,163,14,30
490,-352,103,-40,?,-55,245,30,42
491,-23,134,-40,-40,-69,241,33,43
492,44,128,-20,-32,-87,209,5,50
493,-41,43,-23,-27,-113,175,8,14
494,23,11,-17,-33,-103,44,34,-3
495,66,?,-6,-34,-92,-194,21,28
496,325,?,12,-33,-99,-470,36,50
497,447,19,8,-24,-113,-413,41,44
498,308,-1,-20,-26,-111,-144,41,36
499,439,43,-23,-20,-94,-11,15,30
500,790,67,-4,-4,-69,53,24,43
501,725,18,23,10,-55,55,31,51
502,477,-26,20,-14,-52,68,16,42
503,371,-50,32,-2,-65,87,50,40
504,-9,-82,4,4,-60,66,42,?
505,-307,-87,-20,22,-23,89,18,45
506,-697,-90,-5,9,-19,47,14,47
507,-966,-100,2,-21,-42,-1,?,70
508,-893,-85,15,3,-43,-21,21,36
509,-714,-72,20,3,-18,36,18,58
510,-569,-32,10,16,7,73,35,90
511,-612,41,17,15,-18,65,?,90
512,-547,78,3,2,?,80,?,78
513,-623,133,-3,?,5,66,27,70
514,-901,152,9,-4,-14,85,27,71
515,?,152,19,-13,-8,93,40,53
516,-187,167,20,?,-37,102,62,45
517,277,124,14,?,-38,86,43,47
518,563,54,10,?,-44,58,59,?
519,540,20,?,25,-40,53,58,30
520,576,4,8,3,-44,61,17,28
521,296,32,8,-23,-58,47,24,29
522,49,47,24,-18,-62,80,23,-2
523,24,29,-5,-22,-34,102,8,26
524,27,-1,-2,-25,-20,81,?,19
525,30,-2,28,-8,-37,35,38,14
526,11,68,6,-29,-12,-67,42,26
527,124,?,?,-10,-10,-120,42,-8
528,154,58,?,0,-6,-131,54,12
529,147,-10,-17,-15,-10,-20,54,2
530,158,-46,-11,-9,12,10,50,-7
531,308,-78,-13,-53,11,-27,42,1
532,341,-100,-14,-17,-4,-12,50,-3
533,-149,-90,4,2,9,24,49,-6
534,-427,-91,12,-12,-10,27,34,-7
535,-431,-57,-25,-10,?,19,45,-6
536,-566,-48,-11,-12,44,31,27,?
537,-421,-74,-4,-17,30,43,14,-18
538,-20,-127,-8,-30,52,103,30,-24
539,?,-114,-25,-19,45,117,29,-43
540,538,-59,-36,-12,37,118,40,-44
541,739,?,-7,-9,48,152,65,-53
542,929,-8,-20,-25,20,163,69,-47
543,954,-7,-21,-6,38,119,70,-26
544,886,82,-22,-34,52,18,38,-21
545,?,141,-10,-38,45,-27,30,-27
546,296,130,-7,-17,51,-133,50,-25
547,0,113,-9,-22,43,-286,45,-42
548,-270,81,-6,-24,58,-158,50,-35
549,-453,37,5,-34,44,-40,49,?
550,-571,14,10,-8,?,-87,45,-50
551,-714,-38,8,16,53,-12,24,-41
552,-671,-49,-4,3,40,-59,?,-32
553,-632,-5,-13,-10,51,-57,38,-13
554,-506,16,20,-11,58,44,45,-26
555,-345,69,0,-12,45,28,35,-8
556,-84,24,-14,-3,74,43,37,-17
557,208,-47,-12,-30,76,-6,24,-13
558,230,-19,-15,?,103,-54,20,-2
559,158,-3,-17,-10,119,-14,?,-10
560,309,-23,-26,-23,100,80,28,-7
561,485,-29,-29,-10,96,36,-11,-19
562,473,-26,-11,-20,73,-45,-16,-1
563,351,-24,-46,-23,100,-70,-11,-18
564,28,-41,-46,-20,82,-74,-8,-34
565,-215,-64,2,-19,105,56,19,-34
566,-294,-53,-11,?,119,54,-12,-23
567,-240,-42,-3,-19,117,40,-26,-27
568,-277,10,16,-32,118,28,-38,-27
569,-427,85,?,-8,61,34,-60,-11
570,-425,66,-24,-18,64,111,-40,-17
571,-547,59,-10,-16,46,163,-39,0
572,-510,44,1,5,75,130,-60,19
573,-240,16,2,-12,48,89,?,29
574,81,18,0,-10,22,197,-26,15
575,190,5,5,-9,46,237,-20,35
576,226,-46,-3,6,?,169,-26,46
577,250,-57,1,1,37,94,-19,59
578,72,?,-1,-20,43,32,6,47
579,-106,4,-31,-11,12,-94,12,42
580,-241,22,-29,-11,9,-226,-14,90
581,-107,2,6,-15,3,-144,-24,69
582,?,14,-3,-33,-17,-191,-30,82
583,-201,19,-29,-53,-11,-246,-32,100
584,-117,-5,-40,-37,-2,-56,-23,85
585,-36,18,?,-19,-21,30,-3,107
586,59,37,-18,-33,11,64,-12,98
587,56,-5,-29,?,8,80,-8,67
588,-32,-20,-12,-6,-1,64,30,68
589,-91,-3,-17,-17,7,81,?,78
590,-105,5,?,-5,24,93,55,91
591,-39,28,-39,-13,53,71,48,69
592,-85,27,-29,-25,56,69,46,65
593,-323,32,-11,6,60,?,16,68
594,-210,?,1,-14,49,50,17,35
595,123,77,-1,-19,71,95,29,26
596,?,27,-16,2,70,112,15,35
597,911,-53,7,-18,72,?,30,32
598,1364,-51,4,-28,?,106,18,45
599,1246,-70,-21,-5,55,88,26,22
600,895,-42,-15,-12,79,89,27,14
601,505,-41,-38,-12,53,26,9,?
602,161,-8,-13,-23,80,-25,5,-43
603,-266,29,-2,-10,79,-146,?,-37
604,?,7,-28,-1,65,-182,19,-43
605,-1039,24,-3,-14,64,-13,5,-50
606,-974,67,2,12,86,38,1,-37
607,-641,59,-4,5,71,9,9,-65
608,-298,33,-9,-3,52,65,32,-65
609,12,?,-20,11,59,71,51,-66
610,204,27,-10,?,42,44,47,-77
611,314,53,4,-11,39,53,48,-69
612,361,99,?,-13,25,72,51,-71
613,315,113,-4,-9,23,40,29,-74
614,214,109,26,-14,21,44,65,-74
615,161,54,10,-17,34,47,59,-67
616,35,5,12,-40,6,42,61,-49
617,-116,-26,9,-22,-2,57,55,-63
618,-148,-46,-17,0,7,49,33,-69
619,-227,-45,-2,-7,15,58,62,-59
620,-210,-73,16,-14,?,51,45,-59
621,-172,-90,17,-9,20,65,54,-33
622,-53,?,18,-14,?,45,38,-41
623,-26,?,12,-19,-8,65,41,-8
624,-135,-44,18,-4,-10,75,32,6
625,-192,-33,22,-8,-18,81,42,8
626,-191,4,10,-17,-23,75,61,39
627,-207,0,5,-25,-11,53,65,19
628,-175,-47,-2,-36,-25,74,84,37
629,-94,-92,10,-17,-24,101,89,60
630,-83,-134,11,6,-23,128,97,44
631,-105,-161,16,12,-13,153,88,68
632,-258,-141,-3,11,-8,195,94,77
633,-201,-2,-2,19,?,128,85,64
634,-55,136,33,-10,2,38,62,53
635,32,121,12,?,11,-65,75,?
636,216,144,30,-12,?,-87,64,73
637,319,217,24,-41,3,-98,59,55
638,383,212,-7,-21,8,-212,62,54
639,292,144,0,-12,16,-224,49,49
640,214,75,12,-16,?,-65,59,54
