@relation amp_5_EMGP—slapping-a

@attribute time-index numeric
@attribute ch1 numeric
@attribute ch2 numeric
@attribute ch3 numeric
@attribute ch4 numeric
@attribute ch5 numeric
@attribute ch6 numeric
@attribute ch7 numeric
@attribute ch8 numeric

@data
43,1808,-480,256,-296,4000,144,-1461,-934
44,?,-519,256,-277,4000,78,-1308,-679
45,3330,-584,217,-312,4000,89,-1124,153
46,3656,-715,207,-241,4000,107,-993,?
47,4000,-503,304,-137,4000,114,-1028,24
48,4000,159,303,-28,4000,167,-733,-140
49,4000,233,126,115,4000,180,-271,?
50,3904,275,-125,137,4000,129,238,203
51,3981,359,-568,168,2906,64,637,87
52,3444,455,-580,255,2801,19,998,-87
53,2614,1051,-393,378,3619,?,1451,-686
54,2727,1105,-208,366,4000,31,1591,-1725
55,2276,985,503,270,4000,54,1503,-1583
56,1726,912,708,209,4000,50,1345,-924
57,?,648,866,84,4000,5,1027,-1179
58,-652,317,996,9,4000,-42,506,-1339
59,-3050,250,923,26,4000,-96,192,-1208
60,-4000,264,742,?,4000,-100,498,-726
61,-4000,-344,354,-92,4000,-89,1078,361
62,-4000,-416,68,-122,4000,-93,1475,795
63,-4000,-77,-192,-293,2632,-109,1723,167
64,-4000,14,-147,-212,1148,-122,1801,-673
65,-4000,111,-152,113,-24,-98,1776,-1281
66,-4000,317,-259,154,-746,-62,1792,-983
67,-2671,87,-393,37,-1129,-18,1931,-183
68,-554,?,-687,43,-1202,-71,2124,12
69,-779,-2261,-840,48,-913,-110,2375,277
70,-2838,-2746,?,22,-577,-114,2505,412
71,-2409,-2313,-1078,-140,-553,-406,2232,153
72,?,-1216,-969,-78,-847,-576,1788,-344
73,1739,359,-620,337,-970,-224,1345,-904
74,4000,1258,-55,500,-1398,-141,967,-1321
75,4000,1713,276,-15,-1768,?,506,-1554
76,4000,1303,337,-237,-1951,-56,217,-1318
77,4000,-26,648,105,-2098,-130,394,108
78,4000,-329,728,119,-1963,-59,430,1403
79,4000,-177,622,243,-1782,-40,611,1561
80,4000,374,?,548,-1303,-16,720,2030
81,4000,205,316,524,-970,140,610,2231
82,2416,-109,72,434,-1459,303,175,2287
83,-2436,1185,-115,554,-1782,441,-602,2237
84,-4000,1974,-204,305,-2318,?,-1230,1793
85,-4000,1899,?,-479,-3237,792,-1641,?
86,-4000,2482,-289,-587,-3456,1026,?,369
87,-4000,2612,-188,-174,-3593,719,-1576,-219
88,-4000,?,36,-376,-2356,169,-1527,-301
89,-3353,392,268,-724,-600,69,-1238,-188
90,-944,-1269,243,-584,142,-589,-1136,-174
91,-931,-2412,-60,-562,275,-1812,-1462,-94
92,314,-2115,-73,-603,-572,-1782,?,?
93,1950,-2115,24,79,-1768,-401,-1641,-170
94,2418,-609,?,56,-3327,159,-1494,-274
95,1897,347,272,-183,-4000,274,-1234,-166
96,1419,200,150,28,-4000,546,-933,178
97,1637,328,138,-32,-2468,431,-798,335
98,2536,1044,45,245,-1106,498,-836,1020
99,2873,311,-2,169,-632,380,-922,1771
100,3004,-952,-72,221,-412,?,-1006,1793
101,2862,-680,-107,94,-697,488,-876,1071
102,2130,73,-106,-21,-158,469,?,527
103,1507,273,-167,75,-281,481,-581,286
104,1319,1778,-95,-41,-1121,368,-228,-418
105,1181,4000,-120,?,-1459,328,175,-1270
106,-843,1735,-283,-299,-1854,245,477,-1970
107,-3606,-735,-312,-275,-2163,248,884,-2881
108,-4000,-2161,-243,-245,-2286,122,?,-3695
109,-4000,?,-81,-108,-1849,50,1723,-3345
110,-4000,-4000,125,0,-1685,-13,1475,-1977
111,?,-4000,?,104,-1782,-80,1005,-1049
112,1087,-1848,557,209,-1324,-129,832,-1055
113,2418,542,463,174,-256,-179,?,-723
114,3705,1323,345,572,728,-264,1410,-223
115,3692,2024,5,496,627,-396,1866,251
116,3100,?,-362,163,535,?,?,740
117,1557,-3543,-514,-52,554,-381,2698,811
118,513,-3407,-595,-365,375,-334,2570,686
119,-157,-1263,-490,-499,462,-344,2387,638
120,-690,-860,-380,-580,440,-317,2061,658
121,-2161,946,-95,-118,558,-371,1775,312
122,-3088,1374,179,1436,739,-440,1670,206
123,?,3373,131,1786,794,?,1670,1240
124,-1691,4000,-89,1053,772,-362,1790,2693
125,-1284,2161,-78,1110,707,-312,2118,2705
126,-1430,-332,-293,191,806,-371,2322,1715
127,-2350,?,-672,329,729,-489,2167,609
128,-4000,-829,-641,270,573,-550,1931,-537
129,-4000,-3721,-490,-363,668,-659,1866,-1103
130,-4000,-4000,-6,-521,572,-773,1904,-875
131,-4000,-4000,191,-776,452,-844,?,314
132,-4000,-4000,46,63,308,-979,1613,1830
133,-1996,-2228,-149,-1565,41,-1070,1214,2380
134,?,1055,256,-853,-103,-874,1066,2483
135,4000,2234,868,304,-116,-142,673,2302
136,4000,2299,689,-984,-93,1502,376,1859
137,?,3959,354,-654,-227,3296,429,1793
138,?,4000,107,-971,-418,3934,362,1728
139,4000,4000,77,-841,-681,3849,384,1793
140,?,?,16,-1096,-934,1787,283,2030
141,4000,4000,124,-300,-947,-4000,-11,?
142,4000,4000,423,895,-852,-4000,-590,2111
143,4000,2609,284,952,-360,-4000,-1397,1818
144,2013,664,81,712,232,-4000,-1842,1777
145,-623,-3770,-114,974,562,?,-2125,1533
146,-1883,-4000,-364,1509,?,-1581,-2435,1272
147,-2971,-2115,-568,2022,261,1319,-2614,953
148,-3280,-858,-515,?,-697,4000,-2502,800
149,-3950,1699,-250,860,-1333,4000,-2270,548
150,-4000,3828,226,-3510,-1333,4000,-2056,182
151,-4000,3014,596,-4000,-494,4000,-2027,40
152,-4000,2036,710,-2977,491,3131,-2188,-205
153,-4000,1583,1104,19,1055,2125,-2133,-559
154,-4000,168,931,-984,1417,1721,-1909,-1168
155,-4000,-2566,569,-1795,1474,1474,-1494,-1746
156,-4000,-4000,382,-1301,922,681,-990,-2104
157,-4000,-4000,-10,?,572,-1633,-587,-2320
158,?,-3981,-171,-260,754,?,-63,-2491
159,?,-3194,-320,-19,684,-3789,364,-2944
160,-2022,-2027,-393,-44,961,-2367,665,?
161,-1003,-1350,-497,177,1452,-1255,922,-3923
162,1018,-1541,-544,565,1838,-1233,1262,-3644
163,2524,-1440,-454,649,1983,-851,1670,-3284
164,3460,-540,-358,280,2117,-286,1995,-2944
165,?,282,-244,-316,1930,-158,2321,-2576
166,4000,1445,-232,260,1242,228,2582,-2360
167,3804,2167,-187,549,1075,128,2826,-2452
168,3308,1974,-220,513,1710,-68,3038,-2347
169,2418,1591,-215,581,2581,118,3202,?
170,1498,1566,?,457,2504,888,3288,-2295
171,595,1077,-228,493,1539,1083,3294,-2063
172,-424,1142,-169,480,1061,1033,3294,-1642
173,-814,1551,-133,496,341,1083,3233,-1078
174,-1194,1185,-40,426,-321,1118,3103,-610
175,-1650,1323,-108,394,527,1401,2942,-415
176,-2022,1908,-111,394,1213,1352,2646,-545
177,-2061,1225,-133,402,?,1405,2322,-468
178,-1691,?,-161,402,1584,1474,2164,-489
179,-1478,390,?,459,1604,1409,?,-673
180,-1205,-989,-174,454,1899,1075,2118,?
181,-807,-2477,-148,236,1026,913,2031,?
182,-690,-3135,-144,167,476,953,1901,100
183,-320,-3463,-152,382,-84,913,1597,-10
184,95,?,-119,64,-162,871,1402,-68
185,?,-1800,-76,-26,-360,888,1223,132
186,934,-570,-42,915,-673,961,1115,597
187,1325,1051,-40,980,-206,883,1006,813
188,1645,?,?,669,766,866,954,916
189,1439,1624,-405,431,859,766,934,882
190,973,843,-149,?,-1052,795,807,646
191,1000,997,197,-1375,-1162,913,678,407
192,1363,2095,524,-1608,-839,884,498,203
193,1450,1713,724,-628,-1919,636,467,11
194,1616,-289,637,245,-2641,241,542,-327
195,1677,-799,467,1200,-1803,203,641,-614
196,1572,-1253,337,329,-639,352,773,-839
197,1362,-1275,237,-979,-1446,425,832,-944
198,1045,?,345,-1695,-2569,298,795,-973
199,1029,-1401,445,-1174,-2694,-7,673,-993
200,1081,-1979,388,219,-1333,-410,319,-852
201,1222,-2631,297,167,-983,-798,-101,-686
202,1270,-1933,120,352,-616,-1039,-519,-556
203,-331,-326,-70,655,560,-1330,-907,-294
204,-4000,-338,-310,561,1246,-1682,-1124,36
205,-4000,-670,-239,980,?,-1765,-1332,434
206,-4000,-667,150,2125,2710,-1495,-1458,906
207,-4000,-749,26,833,2504,-907,-1517,1399
208,-4000,327,-342,-1561,1279,-447,-1635,1793
209,-4000,338,-15,-885,-639,-347,-1820,2182
210,-2517,300,374,-522,-2181,-482,?,2551
211,2156,316,288,-576,-3258,-861,-2188,2807
212,4000,81,158,69,-4000,-1095,-2353,?
213,4000,-35,9,96,-4000,-1178,-2502,3404
214,4000,-651,26,404,-4000,-1200,-2601,3831
215,4000,-266,-162,-126,-4000,-1034,-2642,4000
216,4000,221,-422,-540,-4000,-725,-2781,4000
217,4000,876,-357,-576,-4000,-432,-2939,4000
218,4000,1583,?,-255,?,-135,-3147,4000
219,4000,2559,354,276,?,87,-3326,4000
220,3330,3181,?,455,?,200,-3407,4000
221,-605,3244,217,410,-3852,274,-3446,4000
222,-2826,2937,16,64,-1053,331,-3446,4000
223,-3949,1974,-67,-83,1120,498,-3380,3920
224,-3697,1374,-47,-359,2255,754,-3236,?
225,-2879,733,-123,-523,2622,966,-3050,3014
226,-1886,?,-55,-187,2320,1062,-2895,2510
227,-1105,383,-38,39,1466,1033,?,1434
228,-779,159,-43,69,505,1126,-2756,591
229,-844,87,-93,89,188,1212,-2739,-311
230,-1158,?,-110,48,546,1065,-2637,-1078
231,-1019,-37,-98,83,534,823,-2508,-1498
232,-575,-83,-80,4,806,807,-2403,-1957
233,-432,-55,-60,?,1474,754,-2276,-2324
234,?,3,-89,-25,1641,441,-2076,-2346
235,?,18,-53,-65,1590,136,-1769,-2254
236,-1019,57,?,-54,1771,-144,-1710,-2474
237,-1401,-3,-11,-46,2255,-471,-2241,-2448
238,-2061,-146,-22,?,2557,?,-2804,-2375
239,-2342,-325,-28,-16,2895,-745,-2728,-2515
240,-2346,-545,-31,?,3020,-659,-1820,-2619
241,-2319,-818,-50,46,2776,-604,-965,-2746
242,-2043,-997,-24,89,2243,-685,-1011,-2973
243,-1911,-1009,-2,96,1270,-838,-1161,-3007
244,-1626,-830,14,46,?,-989,-1458,-3059
245,-1495,-532,9,43,285,-1127,-1739,-3024
246,-1324,-353,15,69,?,-1290,-1645,-2902
247,-1129,-569,?,84,-1257,?,-1634,-2798
248,-1104,?,179,104,-812,-1243,-1616,-2556
249,?,-1012,253,140,271,-989,-1991,-2362
250,-1650,-1161,231,?,269,-824,-2337,-2150
251,-1560,-956,236,189,-421,-839,-2577,-1917
252,-1264,-444,253,227,-1202,-975,-2804,-1725
253,-880,-509,195,248,-2248,-1062,-3017,-1465
254,-814,?,162,276,-3267,-1062,-3212,-1143
255,-832,-829,60,276,-3313,-966,-3263,-805
256,-580,-623,-38,260,-3327,?,-3212,-494
257,-498,-132,-86,242,-3604,-729,-3112,-150
258,-323,294,-255,229,-3408,-658,-3013,0
259,-79,798,-409,223,-3498,-637,-2874,70
260,-118,965,-509,146,-3638,-537,-2793,239
261,?,687,-507,115,-4000,-460,-2756,168
262,-632,383,-556,84,-4000,-379,-2642,46
263,?,632,-589,40,-4000,-293,-2285,100
264,?,1388,-502,20,-4000,-209,?,283
265,721,1429,-441,-14,-4000,-98,-1274,474
266,838,771,-365,-80,-4000,-81,-798,646
267,855,-1082,-324,-166,-4000,-91,-324,?
268,863,-2330,-238,-192,-4000,-68,181,825
269,985,-2227,-133,-229,-4000,?,693,955
270,994,-1541,-60,-255,-4000,-67,1223,1120
271,886,-32,0,?,-4000,-18,1670,960
272,739,864,16,-293,-4000,56,2164,997
273,577,898,?,-149,-4000,44,2570,1303
274,603,1358,131,-99,-4000,31,2948,1561
275,559,?,120,-135,-4000,-7,3400,1476
276,298,2532,93,-183,-4000,-29,3946,1468
277,159,1829,93,-241,-4000,131,4000,1663
278,138,313,82,-328,-3185,162,4000,1816
279,257,-1415,133,-466,-1703,-120,4000,1859
280,292,-1820,150,-409,-812,-194,4000,1977
281,172,-1668,113,-259,-350,-232,4000,?
282,186,-120,100,-296,538,-442,4000,2164
283,?,477,85,-249,1474,-548,4000,2249
284,214,-19,61,-145,1916,-579,4000,2302
285,369,275,54,?,2085,-487,?,2357
286,455,236,68,-98,3008,-532,4000,2284
287,292,-52,42,-166,4000,-566,4000,2218
288,269,-281,-24,-379,4000,-564,4000,1989
289,97,-395,3,-373,4000,-663,4000,1783
290,106,-340,101,22,4000,-615,4000,1698
291,109,-247,125,-159,4000,-685,?,1513
292,52,-20,66,-296,4000,-706,4000,1657
293,?,115,30,34,4000,-541,4000,1533
294,-757,191,10,38,4000,-428,4000,1329
295,105,196,?,36,4000,-373,3852,1272
296,774,174,-17,-81,4000,-334,3214,1141
297,973,164,-34,-90,4000,-311,2358,960
298,1104,103,-18,144,4000,-297,1345,674
299,695,-3,-72,228,4000,-589,418,666
300,292,-60,-110,244,4000,-1457,-672,586
301,1,140,?,221,?,-2315,-1699,409
302,-104,?,-107,136,4000,-2802,-2707,283
303,-358,233,-105,-103,?,-3181,?,-137
304,-623,132,-37,-515,4000,-2986,-4000,-440
305,-897,143,76,-812,4000,?,-4000,-654
306,-970,103,246,-105,4000,206,-4000,-879
307,-693,127,284,508,4000,2710,-4000,-1127
308,-409,110,126,352,4000,4000,-4000,-1375
309,-8,69,37,199,4000,4000,-4000,-1530
310,166,20,-3,?,4000,4000,-4000,?
311,146,-46,45,390,?,4000,-4000,-2104
312,113,-10,20,272,4000,4000,-4000,-2116
313,15,22,-20,26,4000,4000,-4000,?
314,-18,22,-36,77,4000,4000,-4000,-2181
315,-44,-34,-71,131,4000,1567,-3637,-2104
316,-233,-80,-42,394,3399,-3589,-2739,-2474
317,-423,-111,-52,245,?,-4000,-2027,-2781
318,?,-114,-86,197,922,-4000,-1551,-3089
319,?,-72,-128,181,-486,-4000,-1308,-3618
320,-719,-109,-145,101,?,-4000,-1032,-3870
321,?,-134,-156,-212,-1945,?,-579,-3913
322,-488,-164,-94,-449,-2550,-4000,9,-3839
323,-360,-259,2,-179,-3213,-4000,440,-3850
324,-286,-249,2,?,-3527,-4000,?,-3579
325,-144,-196,9,-797,-3730,-3974,1288,-3384
326,-24,-196,108,-109,-4000,-2286,1639,-3439
327,19,-228,240,1097,?,-891,1996,-3393
328,?,-270,137,909,-4000,?,?,-3462
329,85,-266,72,402,-3917,1136,2256,-3397
330,70,-208,27,39,-3852,1929,2309,-3397
331,27,-179,-110,-564,-3966,2580,2086,-3333
332,-43,-188,27,-19,-3581,3101,2191,-3264
333,-82,-188,33,264,-3237,3617,2646,-3113
334,-440,-200,-51,15,-3378,4000,3038,-2946
335,-749,-215,4,47,-3267,4000,3360,?
336,-766,?,15,-6,-3327,4000,3151,-2347
337,-1039,-207,34,-7,-3498,4000,2358,-1996
338,-1300,-222,1,34,-3600,4000,1503,-1642
339,-1204,-259,-14,-7,-3793,?,989,-1374
340,-719,-249,-24,10,-3649,4000,681,-1078
341,21,-202,-38,-11,-3380,4000,532,-781
342,683,-134,-34,-67,-2989,3995,?,-504
343,1311,-30,-56,16,-2822,3980,824,-183
344,1830,13,-29,23,-2900,4000,1070,65
345,2341,72,-67,-9,-2989,4000,1310,349
346,2549,138,-54,59,-3327,3916,1255,534
347,2133,150,10,199,-3779,3395,?,686
348,1492,225,-12,100,-3978,2709,1135,927
349,705,309,-38,-210,-3852,?,1214,1264
350,180,363,-50,-302,-3508,1451,1027,1663
351,?,396,38,-55,-3278,929,767,1964
352,-575,446,46,56,-3052,571,727,2225
353,-674,473,20,-27,-2574,301,933,2437
354,-756,459,23,-37,-2149,-35,1149,2510
355,-547,?,3,-136,-1890,-617,1280,2510
356,-195,?,25,-153,-1590,-1591,1581,2575
357,30,404,4,-198,-1198,-2737,1704,2510
358,35,248,-4,-218,-680,-3830,1581,2367
359,31,118,-31,-127,48,-4000,1223,2225
360,25,50,-66,-98,833,-4000,832,2157
361,-27,25,-41,-9,1452,-4000,570,2290
362,-39,50,15,38,1388,-4000,376,2290
363,-204,23,38,-8,896,-4000,129,2290
364,-392,-53,11,-45,333,-4000,-153,2422
365,-540,-75,-4,-82,-618,-4000,-411,2485
366,-535,-20,-12,-102,-1202,-4000,-513,2563
367,-453,8,-2,-92,-1202,-3079,-540,2445
368,-417,-43,13,-151,-1235,?,-590,2160
369,-321,?,-2,-148,-1096,-1135,-647,2078
370,?,-222,?,-115,-860,-308,-745,1988
371,-146,-253,-22,-90,-753,345,-912,1964
372,-116,-266,-47,-34,-277,853,-1262,2157
373,-67,-220,-56,-45,379,?,-1645,2367
374,-97,-163,-8,-23,1032,1502,-2133,2369
375,29,-159,-6,27,1604,1466,-2569,1989
376,63,-169,-55,60,1800,1205,-2793,1793
377,-160,-95,-49,-11,2188,1018,-2966,1533
378,-213,12,11,-39,2428,871,-3053,1150
379,-181,154,-31,-131,?,716,-3082,686
380,-175,294,-153,-618,2243,?,-3193,?
381,-195,241,-95,-472,1995,346,-3257,-96
382,-209,135,?,27,1824,83,-3273,778
383,-179,140,-8,-344,1604,-258,?,1174
384,-187,32,65,-291,1405,-525,-3507,1077
385,-214,66,126,-2,1222,-779,-3497,1183
386,-188,162,96,-76,918,-945,-3497,1150
387,?,140,87,32,282,-992,-3387,955
388,-132,159,67,305,-356,-874,-3192,1012
389,-75,?,104,467,-909,-680,-2927,1077
390,-47,45,57,?,-1357,-510,-2614,629
391,4,21,11,366,-1717,-271,-2220,432
392,43,-42,25,426,?,-67,-1795,651
393,27,-169,4,365,-1990,130,-1445,442
394,26,-326,31,341,-2098,?,-1095,174
395,-1,-421,25,264,-2044,380,-785,-37
396,17,-562,5,-192,-1854,368,-579,-524
397,-49,-619,-90,-705,?,362,-428,-504
398,-150,-334,-149,-601,-1642,402,-287,105
399,-201,9,-68,-306,-1911,413,-170,369
400,-118,199,67,36,-2181,336,-146,198
401,-11,233,40,-388,-2212,283,-43,?
402,5,?,-29,-580,-2224,311,53,-114
403,20,186,82,48,-2409,?,107,-240
404,-34,181,77,69,-2680,248,189,-287
405,?,48,30,112,-2955,220,319,-396
406,-8,-112,14,59,-3267,87,505,-170
407,19,-129,3,-6,-3343,?,693,?
408,110,1,2,66,-3274,?,824,330
409,101,-16,-28,15,-3274,?,767,304
410,32,-118,-11,74,-3391,-44,659,349
411,-63,-88,-33,9,-3517,?,542,345
412,-20,-43,?,32,-3527,-58,433,-78
413,58,-92,-23,19,-3517,-63,384,-468
414,?,-171,-25,23,-3298,-41,402,-468
415,90,-219,-3,36,-3065,-30,449,-622
416,-82,-140,1,-46,-2805,3,523,-784
417,-90,-12,30,-17,-2484,50,571,-639
418,-32,93,28,77,-2185,129,611,-544
419,?,103,0,108,-1817,244,599,-585
420,-207,?,35,-30,-1491,153,532,-557
421,21,71,15,-169,-1312,-204,482,-597
422,232,13,-14,-32,-1312,-419,433,-778
423,168,-79,7,134,-1257,-320,425,-883
424,250,-80,-11,130,-893,-12,?,-679
425,645,34,-11,167,-673,209,441,-486
426,855,44,-16,46,-461,329,494,-528
427,952,4,-8,79,-8,453,528,-484
428,1038,33,10,123,224,494,641,-418
429,929,79,-3,75,354,441,693,-537
430,710,108,-32,116,277,441,767,-579
431,369,150,-48,56,293,486,832,-612
432,-59,233,-53,4,476,341,819,-723
433,-258,269,-23,-52,652,134,857,-708
434,-245,233,-7,-36,806,73,?,-753
435,-214,211,-12,-76,817,162,960,-736
436,-195,187,-9,-123,953,89,1011,-736
437,-255,124,19,-24,1083,-49,1013,-753
438,-247,115,19,93,1230,-312,960,-714
439,-205,75,-23,20,1241,-619,889,-726
440,-175,?,-8,-45,1193,-718,773,-687
441,-123,-114,12,16,1148,-700,653,-679
442,-53,-307,12,102,1097,-672,488,-622
443,-8,-383,-7,48,1091,-745,258,-654
444,27,-373,?,-153,?,-580,35,-674
445,74,-259,-108,-181,847,-281,-4,-649
446,122,-165,-61,133,819,-11,-66,-711
447,244,-218,?,183,519,166,-182,-753
448,182,-227,130,74,199,244,-294,-622
449,-29,-220,34,366,?,303,-483,-415
450,43,-173,59,272,-254,257,-615,-480
451,169,-94,-123,99,-318,258,-719,-545
452,127,-14,-138,-4,-534,195,-878,-480
453,220,77,?,-212,-527,123,-1048,-687
454,295,74,28,-380,-502,163,-1124,-899
455,275,?,93,-654,-507,228,-1200,-753
456,248,136,41,-624,-378,220,-1232,-559
457,158,179,98,?,-334,213,-1136,-344
458,-13,119,71,209,-295,226,-977,-189
459,-279,66,-12,?,-281,?,-867,-178
460,-286,-7,-33,282,-129,-34,-798,24
461,-352,-65,2,27,11,-39,-709,-190
462,-422,-77,-112,-336,179,-40,-651,-674
463,-266,-86,105,376,407,136,-652,-1013
464,-272,-70,450,719,570,334,-679,-1317
465,-236,20,215,467,753,140,-686,?
466,-124,?,48,270,860,-151,-802,-832
467,-44,278,-52,-59,938,-154,-946,-461
468,6,363,-129,-466,961,75,-979,49
469,39,461,-181,-561,1010,403,-946,434
470,100,498,-190,130,1136,722,-966,601
471,164,485,-22,500,1246,888,-941,551
472,243,412,-38,118,1277,886,?,361
473,199,387,-79,197,1277,766,-786,327
474,78,347,-20,317,1270,547,-663,?
475,23,201,?,6,1254,296,-506,890
476,?,34,-83,-466,1352,174,-391,947
477,-25,?,-104,-1089,1539,189,-157,860
478,-39,-66,-101,-865,1775,135,61,788
479,-92,-38,-72,-336,1964,2,195,747
480,-104,59,-55,-112,1930,-194,288,666
481,-100,74,42,415,1865,-222,311,581
482,-49,-14,186,472,1850,-80,376,475
483,9,-81,195,-40,1734,-153,470,629
484,-40,-77,124,15,1669,-226,628,788
485,-86,-20,4,-151,1580,-197,795,528
486,-64,-10,-18,-262,1466,-382,899,314
487,-88,2,?,183,1502,-419,997,407
488,-89,-5,9,25,1703,-75,1019,723
489,-98,-43,-57,-7,2048,106,1078,953
490,-112,-21,-103,0,2320,84,1214,1076
491,-96,4,-86,-70,2383,95,1304,1150
492,-91,-22,-101,-50,2320,80,1402,1174
493,-73,-27,-51,-45,2231,70,1475,1091
494,-146,-53,-82,3,2060,115,1410,973
495,-98,-81,-77,-54,1930,156,1418,?
496,-33,-72,-49,-4,1865,169,1418,811
497,-49,-62,-61,-44,1733,124,1379,760
498,-21,-72,-79,-23,1539,78,1243,674
499,-24,-99,-90,-53,?,38,1092,545
500,-13,-88,-71,-54,1277,-20,1078,469
501,-35,-93,-61,?,1144,-70,?,373
502,-50,-108,-36,-43,912,-64,1339,326
503,-77,-106,-75,16,635,75,1379,?
504,-76,-113,-76,29,298,81,1453,107
505,-63,-85,-81,81,-28,25,1475,40
506,-94,-79,-73,223,-332,71,1410,81
507,-104,?,-64,299,-553,162,1379,161
508,-116,28,-61,190,-616,276,1280,182
509,-62,?,-14,286,-608,342,1278,168
510,-11,-43,-47,?,-591,404,1247,89
511,?,-57,-73,-209,-616,449,1190,79
512,-11,-65,-101,-812,-724,506,1145,110
513,-58,-39,1,-870,-983,384,1181,191
514,-73,-33,147,48,-1245,180,1190,186
515,-45,-35,91,?,-1462,?,1019,191
516,-39,-34,-54,9,-1593,418,708,182
517,?,?,-61,503,-1617,498,349,137
518,67,-37,-56,691,-1654,352,36,82
519,-23,-20,-125,309,-1656,311,?,83
520,-87,-26,3,234,-1593,205,-126,80
521,-82,-83,93,190,?,?,-216,-11
522,-34,-79,-11,132,-1377,-54,-294,62
523,5,-86,-171,-914,-1125,-171,-432,91
524,60,-56,-11,-1394,-940,-253,-473,-26
525,69,-52,439,5,?,-284,-420,-214
526,135,-50,?,624,-543,-334,-381,-370
527,161,-85,162,142,-521,?,-451,-468
528,-193,-164,8,-239,-434,-306,-477,-474
529,-759,-188,-56,-233,-389,-331,-454,-429
530,-714,-146,-14,66,-345,-312,-445,-271
531,-416,-57,4,317,-335,-228,-460,-189
532,-237,-66,5,240,-591,-135,-540,-223
533,149,-66,-31,?,-913,-100,-716,-215
534,416,3,-54,?,-876,-132,-680,-210
535,768,?,60,118,-681,-173,-393,-93
536,908,21,19,-171,-572,-236,-324,?
537,?,1,-70,-287,-412,-333,-428,-179
538,781,-7,-53,-2,-299,-407,-477,-102
539,487,-3,55,261,-247,-377,?,?
540,273,69,24,137,-215,-179,-177,-73
541,58,201,-74,93,-217,-159,-84,-195
542,?,273,-107,?,-148,-258,-83,-219
543,-90,290,-163,-445,-97,-352,-101,-228
544,-156,252,-2,675,-29,-397,-35,-271
545,-90,261,112,712,194,-96,67,-276
546,-116,300,70,-640,444,-86,14,-275
547,-117,239,-9,-172,662,-202,-64,-266
548,-204,134,1,276,823,?,-141,-291
549,-181,48,164,-284,866,84,-125,-301
550,-187,12,166,-185,758,380,24,-262
551,-177,22,-11,-232,596,508,60,-203
552,-108,-25,-88,-576,393,626,83,-190
553,-58,-101,-56,-914,220,628,106,-168
554,-32,-129,35,-428,81,420,161,-151
555,-58,-118,139,329,31,206,303,-160
556,-31,-146,116,?,59,-124,327,-122
557,-20,?,65,341,38,-499,404,-77
558,-48,-88,38,221,-42,-354,628,-46
559,-46,-67,-182,-636,-86,-4,948,16
560,-1,-49,-237,-719,-143,50,1145,82
561,35,-101,17,508,-159,-1,1071,70
562,62,-150,162,923,-168,-55,872,47
563,19,-116,2,240,-276,20,637,13
564,-24,-104,-26,47,-441,131,552,13
565,-41,-52,10,-1,-687,156,402,?
566,-39,-57,-26,-92,-947,254,262,37
