@relation amp_5_EMGP—sidekicking-a

@attribute time-index numeric
@attribute ch1 numeric
@attribute ch2 numeric
@attribute ch3 numeric
@attribute ch4 numeric
@attribute ch5 numeric
@attribute ch6 numeric
@attribute ch7 numeric
@attribute ch8 numeric

@data
154,-67,30,307,60,-1767,-4000,-4000,?
155,-97,25,-132,56,-2534,-4000,-4000,-3925
156,-82,36,-527,134,-3327,-4000,-4000,-3712
157,-75,52,-804,170,-2277,-4000,-4000,-3449
158,-101,43,-840,150,-1357,-4000,-4000,-3113
159,-132,58,-866,226,-746,-4000,-4000,-2853
160,-55,38,-768,190,-920,-4000,-4000,-2647
161,-20,50,-776,55,-1316,-3127,-4000,-2415
162,-20,86,-726,-169,-1117,-2286,?,-2223
163,27,94,-572,-265,-1767,-1044,-4000,?
164,17,144,-413,-251,-1312,311,-4000,-2090
165,35,?,-355,-411,-716,1205,-3977,-2035
166,21,90,-734,-704,208,730,-2146,-1774
167,-24,48,?,-645,2190,-1070,-4000,-1298
168,-43,-27,-776,-510,2711,-1615,-4000,-839
169,-71,-27,-97,-411,2443,110,-4000,-452
170,-28,-68,79,-271,2255,1774,-4000,-140
171,35,-39,436,-308,2710,1964,-2640,182
172,53,0,516,-320,2159,311,-2862,434
173,74,24,533,-129,1144,-2192,-969,591
174,65,56,410,?,772,-4000,1532,721
175,52,84,185,26,806,-3443,3134,723
176,33,90,49,50,1222,-796,?,680
177,-16,4,-112,-65,845,380,3810,501
178,12,-47,-129,-193,497,413,4000,225
179,82,-82,-190,-640,3,?,4000,-28
180,59,-141,-153,-898,-533,707,4000,-168
181,-9,-205,-22,-445,-390,180,4000,?
182,-37,-196,213,191,-125,-541,4000,-152
183,-28,-163,162,223,-338,-932,4000,-54
184,-21,-106,-17,77,-803,-1070,4000,69
185,-23,-52,-23,134,-1007,-1070,4000,159
186,1,5,23,310,-947,-1265,4000,139
187,16,43,52,341,-1056,-1261,?,117
188,31,28,9,68,-1198,-715,4000,?
189,48,56,4,84,-1290,-334,4000,159
190,37,12,-112,-33,-1509,-280,4000,348
191,61,-48,-441,-3,-1960,-238,4000,475
192,97,-52,-711,-30,-2863,-445,4000,629
193,119,-50,-541,-46,-3380,-716,4000,788
194,123,-36,-362,89,-2224,?,4000,890
195,43,-34,-38,69,-603,-1615,3411,1076
196,-24,77,240,140,-55,-1755,2375,?
197,-34,263,272,76,407,-1851,1418,1325
198,28,294,371,73,1733,-1656,834,?
199,82,217,103,-44,3985,?,?,1574
200,39,154,105,-141,4000,-1900,872,1663
201,11,278,93,-174,4000,?,681,1771
202,-8,444,-474,-68,4000,-3062,283,1781
203,-21,304,-668,-43,4000,-4000,245,1637
204,-13,14,-943,-244,4000,-4000,-420,1303
205,23,-56,-1796,-289,4000,-4000,-910,912
206,74,38,-1093,-155,4000,-4000,-912,629
207,48,13,290,114,4000,-4000,-969,590
208,?,-39,467,?,4000,-4000,-1266,597
209,?,-6,577,132,4000,-4000,-2340,373
210,-14,41,610,?,4000,-2481,-3192,206
211,?,59,899,2,823,-812,-3147,198
212,-13,-19,931,-103,-4000,254,-3273,327
213,77,-266,764,-411,-4000,823,-3455,662
214,19,-499,793,-442,-4000,237,-3184,960
215,-59,-453,858,?,-4000,-1509,-3000,1185
216,-20,-126,996,150,-4000,-2963,-2804,1141
217,-41,152,677,282,-4000,-3453,-2642,970
218,-128,203,791,371,-4000,-3254,-2549,1012
219,-132,159,1114,453,-4000,-802,?,947
220,-66,98,1127,524,-4000,?,-2679,646
221,-19,109,899,560,-2028,2188,?,397
222,-28,168,569,524,454,2709,-2855,176
223,-41,172,380,669,2386,2698,-2966,-419
224,-22,184,-3,537,?,3212,-2968,-793
225,-19,162,-470,316,2422,3357,-3000,-474
226,-36,4,-761,329,692,3609,-3130,-178
227,-40,-93,-967,139,-1446,3849,-3053,-203
228,-7,-56,-1386,85,-4000,?,?,-253
229,17,-67,-1646,215,-4000,4000,-2394,21
230,1,-91,-1362,?,-4000,4000,-1767,311
231,-37,-157,-810,97,-4000,4000,-901,340
232,-47,-177,-339,-225,-4000,4000,-489,513
233,-39,-155,-89,-484,-4000,4000,-448,586
234,-31,-179,-52,-490,-4000,4000,-280,556
235,-12,-135,-173,-511,-4000,4000,-451,631
236,-5,-80,-450,-370,-4000,4000,-672,695
237,-11,-64,-556,-217,-2128,4000,-880,731
238,-2,-60,-441,-209,-452,4000,-638,751
239,?,-89,-230,-174,1539,4000,-224,760
240,-19,-73,18,-188,3102,4000,?,768
241,-20,-93,112,-332,4000,4000,331,760
242,-16,-73,280,-449,4000,4000,997,701
243,-13,-53,312,-260,4000,4000,1775,723
244,-17,-18,312,-29,4000,4000,1801,750
245,-27,50,383,150,2971,4000,?,808
246,-24,18,476,209,961,4000,788,788
247,0,24,707,-38,-99,3083,86,800
248,-35,34,768,-3,-847,?,?,890
249,-27,65,541,-37,-364,1417,-1356,915
250,?,90,179,-119,692,941,-2422,912
251,-19,25,-291,-151,2710,?,-2821,878
252,-6,-29,-589,-366,4000,475,-2679,912
253,-64,-55,?,-162,4000,299,-1944,?
254,-39,-34,-676,-25,3688,-83,-1006,921
255,-29,-34,-358,-79,2504,-641,16,912
256,-26,19,139,16,1502,-1135,118,877
257,-3,?,476,103,-127,-1819,-156,817
258,27,270,439,122,-1815,-2457,-845,798
259,17,338,476,107,-2056,-2791,-2388,841
260,-8,317,720,?,-42,-3175,-1979,839
261,-12,327,467,122,?,-3649,-737,733
262,-21,273,-536,69,4000,-4000,-1895,566
263,-31,194,-1427,-28,4000,-4000,-1739,369
264,-35,52,-514,-108,4000,-4000,147,286
265,-39,-74,197,-97,4000,-4000,637,322
266,-60,-211,533,-124,4000,-4000,942,355
267,?,-442,931,?,4000,-4000,1149,348
268,-67,-578,696,-36,4000,-4000,2309,352
269,-40,?,598,?,4000,-4000,3009,360
270,-2,-765,162,92,4000,?,2423,322
271,62,-623,12,272,4000,-4000,1792,191
272,?,-360,-147,309,4000,-4000,1127,68
273,35,-326,-435,?,4000,-2141,991,-18
274,50,-362,-625,299,4000,-945,759,-207
275,31,-360,-889,?,4000,-1054,356,-384
276,-10,-272,-1041,-57,?,-1075,104,-569
277,21,-109,-1140,-177,?,?,759,-740
278,-6,14,-711,?,-814,1118,2452,-987
279,-11,148,-403,-414,-4000,3361,3799,-1257
280,-37,172,-66,34,-4000,3735,4000,-1208
281,-66,174,18,68,-4000,4000,4000,-1135
282,-67,209,-131,-17,-4000,4000,4000,-1234
283,-86,323,-72,163,-4000,4000,4000,-1384
284,-120,502,-187,369,-4000,4000,4000,-1571
285,-132,657,-418,569,-4000,3849,4000,-1746
286,-118,619,-593,389,-4000,2382,4000,-1860
287,-99,719,-202,205,-4000,2755,4000,-2035
288,14,933,598,178,-4000,4000,4000,-2259
289,59,652,1436,?,-4000,4000,4000,-2429
290,37,566,1770,-837,-4000,2503,4000,-2584
291,71,587,1770,-1109,-4000,75,4000,-2714
292,58,363,?,-558,-4000,-2208,4000,-2674
293,-10,266,1805,-193,-4000,-3635,4000,-2869
294,-70,142,1378,28,-4000,-3750,4000,-3113
295,-41,-28,931,204,-4000,-3441,3608,-2580
296,16,-70,595,163,-4000,-3260,2883,-2063
297,31,51,217,178,-4000,-3470,2049,-1849
298,42,-310,-173,272,-3498,-3514,750,-1911
299,72,-474,-479,248,-2509,-4000,2058,-2150
300,131,-168,-749,178,-2403,-4000,4000,-2181
301,151,-159,?,210,-2194,-4000,3288,-2254
302,?,-179,-1088,255,-3107,-4000,?,-2893
303,-31,-229,-1036,178,-4000,-4000,-211,-4000
304,-79,-357,-776,134,-4000,-4000,-1582,?
305,-141,-421,-616,64,-4000,?,-2568,-2050
306,-107,-310,?,80,-4000,-2998,-4000,-1204
307,-128,?,-615,156,-4000,-2094,-4000,-539
308,-147,101,-662,102,-4000,-1568,-4000,12
309,-116,294,-1093,-170,-4000,-1160,-4000,221
310,-132,225,-1036,-442,-4000,-1290,?,740
311,-118,304,-810,-414,-4000,-966,-4000,1049
312,-127,552,-955,-363,-4000,-867,-4000,1281
313,-106,567,-462,-372,-4000,-322,-4000,1091
314,11,64,-95,-302,-4000,429,-4000,853
315,66,-409,77,-123,-4000,858,-4000,412
316,188,-600,211,-84,-4000,940,-4000,-240
317,247,-651,132,-96,-4000,913,-4000,?
318,86,-623,386,-136,-2900,1126,?,-1583
319,-21,-562,413,-155,-136,1191,-4000,-1078
320,-139,-310,593,-54,1398,1006,?,-321
321,-177,270,837,10,2776,628,-4000,-116
322,-67,409,908,68,4000,896,?,247
323,82,82,917,134,4000,728,-4000,800
324,74,-158,527,209,4000,288,-4000,710
325,?,-338,-427,115,4000,?,-4000,864
326,151,-432,-324,-169,4000,2356,-4000,723
327,159,-492,777,?,4000,4000,-3790,540
328,186,-619,789,-249,4000,4000,-3147,?
329,58,-683,822,-85,4000,4000,-2015,100
330,-22,-609,789,-2,4000,4000,-1323,-25
331,6,-570,527,97,4000,?,-1511,76
332,68,-129,198,150,4000,2243,-1950,521
333,89,78,-501,74,4000,778,-615,922
334,63,62,-470,20,4000,309,2749,1026
335,13,?,-320,-34,4000,766,4000,981
336,4,276,-515,-133,4000,1279,4000,781
337,12,524,-1589,-128,4000,1669,4000,501
338,-29,472,-2139,-104,4000,2125,4000,247
339,-69,347,-969,-78,4000,2308,3411,-61
340,-132,487,?,-71,3593,3339,-1461,-427
341,-104,?,-350,-76,1981,4000,-4000,?
342,-46,?,-50,-97,-124,3807,-4000,?
343,-74,786,328,-184,-1462,2940,-4000,-1204
344,-109,771,988,-206,-947,2568,-4000,-1207
345,-170,780,958,-223,1313,1920,-3338,-1078
346,-234,605,?,-192,2490,1409,?,-875
347,-112,17,1151,-82,1840,1157,-3790,-619
348,8,-427,1035,30,257,1466,-4000,-274
349,-86,-556,841,219,-2822,1721,-4000,-43
350,-140,-526,402,384,-4000,1929,-4000,352
351,-44,-391,28,572,-4000,2580,-4000,1216
352,-48,-570,-384,691,-4000,2568,-4000,2023
353,-106,-1457,-595,?,-4000,2224,-2215,2640
354,7,-1588,-746,443,-4000,2060,440,3161
355,233,-220,-1036,264,-4000,1796,3813,3226
356,448,1136,-1240,85,-319,1856,4000,3079
357,473,1516,-954,-190,4000,2188,4000,2348
358,277,1402,-976,-575,4000,1539,4000,1338
359,21,803,-1476,-676,4000,636,4000,434
360,-157,199,-2021,-1209,4000,-232,4000,-622
361,-132,118,-3025,-1795,4000,-108,4000,-809
362,-29,67,-2834,-1024,4000,1799,4000,-610
363,-32,227,-937,-357,4000,1660,4000,-658
364,-120,-54,475,-169,4000,1061,4000,-330
365,-249,?,1436,44,4000,1449,4000,-197
366,-181,-765,2073,28,4000,334,4000,-317
367,24,-822,2356,136,4000,-314,4000,-181
368,172,-562,2486,141,4000,-647,4000,-25
369,200,-141,2474,194,2699,-1116,4000,-38
370,125,-225,2978,250,587,-1457,4000,329
371,168,-158,3072,308,-2550,-1546,4000,825
372,-5,-23,2875,402,-4000,-2208,4000,1248
373,-277,-325,2474,489,-4000,-3600,4000,1989
374,-396,-14,1489,?,-4000,-3524,4000,3031
375,-482,400,154,533,-4000,-3317,?,3926
376,-345,615,-1201,519,-4000,-3336,-2804,4000
377,-123,552,-2004,467,-4000,-2307,-4000,4000
378,215,355,-2342,448,-4000,-859,-4000,4000
379,416,?,-2204,379,-4000,105,-4000,4000
380,436,-430,-1826,276,-4000,237,-4000,4000
381,399,-600,-1521,181,-4000,-1010,-4000,4000
382,155,-897,-1557,47,-4000,-2315,-4000,4000
383,-52,-879,-1553,-61,-4000,-2246,-4000,?
384,-151,-525,?,-192,-4000,-2419,-4000,4000
385,-227,-423,622,-215,-4000,-2640,-4000,4000
386,-172,87,1175,-137,-4000,-2860,?,4000
387,-74,374,1379,-130,-4000,-2478,-4000,4000
388,-10,233,1025,-57,-4000,-1249,-4000,4000
389,104,33,632,169,662,122,?,4000
390,183,-235,254,223,4000,1864,-4000,3939
391,77,-171,68,189,4000,2580,-1136,3207
392,-66,-55,59,174,4000,2580,4000,2675
393,-32,113,-63,142,4000,2034,4000,2054
394,-67,449,-59,137,?,1405,4000,1468
395,22,550,51,115,4000,814,4000,1077
396,193,261,148,115,2289,469,4000,955
397,167,19,223,38,2057,-84,4000,?
398,121,494,280,16,2320,-1196,4000,-40
399,27,?,246,32,2085,-1396,4000,-781
400,85,552,73,38,1982,-1265,4000,-1599
401,24,33,-32,77,1771,-1316,4000,-2515
402,-146,-275,140,81,1380,-2274,4000,-3060
403,-132,-287,297,38,1075,-2775,4000,-3284
404,?,-379,43,-54,1205,-2860,4000,-3504
405,285,320,-328,-148,2085,-3787,4000,-3931
406,439,803,-572,-198,3672,-4000,4000,-4000
407,234,681,-776,-183,4000,-3845,4000,-4000
408,62,282,-1286,-179,4000,-3453,4000,-4000
409,-5,-307,-1931,-202,4000,-2935,?,-4000
410,-5,-526,-1872,-218,4000,-1615,-1421,-4000
411,39,-735,-1980,-233,3672,-658,?,-4000
412,-34,-806,-2223,-261,3013,871,-4000,-4000
413,-135,-505,?,-356,2960,3296,-4000,-4000
414,-120,-299,318,-503,3558,4000,-4000,-4000
415,-58,111,1234,-523,3851,4000,-4000,-4000
416,-80,347,1770,-381,4000,4000,4000,-4000
417,-96,342,1833,-274,4000,?,4000,-4000
418,-90,549,?,-251,4000,4000,4000,-4000
419,-100,681,2474,-120,4000,4000,-4000,-4000
420,-107,839,2266,44,4000,4000,-4000,-4000
421,-118,825,2087,170,?,4000,-4000,-3320
422,-71,722,1835,282,4000,4000,-4000,-2647
423,-67,420,1322,324,4000,3231,-4000,-2181
424,-25,154,677,345,4000,1929,-4000,-1656
425,6,-18,-128,336,3213,494,-4000,-1274
426,-49,-220,-804,276,2290,-814,-1616,-940
427,-35,-163,-1126,172,1144,-2315,4000,-597
428,-14,164,-1491,223,?,-3685,4000,-246
429,-1,409,-1664,296,-753,-4000,4000,51
430,94,135,-1036,127,-2175,-4000,4000,475
431,102,-28,-579,46,-4000,-4000,4000,817
432,62,-135,-1154,3,-4000,-4000,4000,?
433,67,-427,-1882,-22,-4000,-4000,4000,?
434,-13,-799,-2438,?,-4000,-4000,4000,1716
435,-20,-1155,-2155,?,-3978,-4000,2570,1977
436,-40,-1090,-1081,?,-4000,-4000,3791,2110
437,-102,-751,-631,-189,?,-4000,2843,2054
438,-221,-157,-568,-262,-4000,-4000,-2187,1859
439,-321,347,-491,?,-3194,-4000,-4000,1590
440,-278,473,-13,-190,-3194,-4000,?,1258
441,-239,443,272,-99,-4000,?,-4000,864
442,-147,347,?,-33,-4000,-4000,-4000,345
443,-32,236,585,-50,-3408,-4000,-4000,-187
444,134,33,?,-68,-3231,-4000,-4000,-626
445,237,-267,1283,-91,-2641,-4000,-4000,-1078
446,300,-600,1473,-78,-2643,-4000,-4000,-1589
447,319,-1204,1184,110,-3194,-3787,-4000,-2230
448,224,-1336,787,324,-2805,-2884,-4000,-2763
449,25,-692,655,358,-1524,-2418,-4000,-3020
450,-82,-105,570,?,-1398,-1032,-4000,-3480
451,-121,115,372,233,-738,831,-4000,-4000
452,-153,150,120,179,100,2568,-4000,-4000
453,-103,307,38,42,823,3599,-4000,-4000
454,-125,338,-37,-97,1338,4000,-4000,-4000
455,-90,228,-56,-87,1352,4000,-4000,?
456,-95,225,-76,-141,2947,4000,-2707,-4000
457,-54,317,-77,-134,4000,4000,-1291,-4000
458,?,412,?,-92,4000,4000,286,-4000
459,-136,485,0,-139,4000,4000,628,-4000
460,-126,477,33,-173,4000,4000,1864,-4000
461,-143,363,-18,-167,4000,4000,2517,-4000
462,-73,300,-30,-94,4000,4000,939,-4000
463,-45,?,-129,-42,4000,4000,?,-4000
464,15,120,-276,-47,4000,2940,-2988,-2474
465,62,-12,-501,-20,4000,1789,-3186,320
466,-3,22,-716,26,4000,961,-2862,3144
467,-11,40,-716,27,3462,494,-2241,4000
468,1,99,-650,-6,3798,123,-1431,4000
469,-78,317,-385,-141,4000,-74,-879,4000
470,-106,270,-33,-300,?,311,?,4000
471,-118,359,139,-263,4000,746,98,4000
472,-220,159,?,-221,3085,1204,-619,4000
473,-156,-214,217,-200,1279,1472,?,4000
474,-73,-513,215,-106,-478,1409,181,4000
475,-15,-916,325,-8,-812,1138,?,4000
476,195,-818,460,75,-1837,681,75,4000
477,319,-627,467,64,-3706,425,611,4000
478,265,-444,?,52,-4000,296,3276,4000
479,237,-210,354,81,-4000,327,1972,?
480,294,158,322,97,-4000,628,1396,4000
481,237,290,280,77,-4000,938,4000,4000
482,?,272,62,-11,-4000,1417,4000,4000
483,42,281,-136,-37,-4000,?,4000,4000
484,-28,149,?,77,-2248,3212,4000,3548
485,-39,397,-312,?,-2134,4000,4000,2078
486,-40,410,-344,205,-1263,4000,4000,?
487,-71,359,-190,257,-1462,4000,4000,-407
488,-113,335,67,321,-1433,4000,4000,-1321
489,-110,172,541,299,-1115,4000,4000,-2035
490,-95,168,1023,134,-876,4000,4000,-2584
491,-39,225,704,34,-274,4000,4000,-2881
492,-45,181,158,49,-313,4000,4000,-2811
493,-54,73,47,45,?,?,4000,-2515
494,-143,?,-46,65,292,4000,4000,-2206
495,-224,32,?,?,491,4000,4000,-2062
496,-136,130,-379,46,692,4000,4000,-1917
497,-113,184,110,49,259,4000,4000,-1662
498,-132,87,569,-35,-360,4000,4000,-1595
499,-119,-24,671,-76,-37,4000,4000,-1735
500,-93,-151,777,-108,-398,4000,4000,-1970
501,-77,?,164,-115,-334,4000,4000,-2205
502,-43,118,-464,-171,432,4000,4000,-2410
503,-50,126,-855,-249,1136,4000,4000,-2788
504,-92,34,-1227,-218,3267,4000,4000,-3534
505,-86,87,-1461,-220,3293,4000,4000,-4000
506,-121,188,-1547,-188,2960,4000,4000,-4000
507,-131,281,-1386,-88,2243,3723,4000,-4000
508,-20,412,-1154,-47,883,3609,-901,-4000
509,163,254,-986,11,1643,3552,-4000,-2746
510,161,-173,-950,35,1787,3274,-4000,990
511,94,-383,-650,57,1328,2046,-4000,4000
512,59,-474,-464,115,1661,-1330,-4000,4000
513,-84,-353,-336,134,2188,-4000,-4000,4000
514,-175,-78,-156,122,3167,-4000,-4000,4000
515,?,30,?,64,3611,-4000,-4000,4000
516,-207,99,?,48,2123,-4000,-4000,4000
517,-188,55,237,50,2182,-4000,-4000,4000
518,-124,81,402,85,1405,?,-4000,4000
519,-110,63,410,?,572,-4000,-4000,-1636
520,-85,-23,463,-72,758,-4000,-4000,-4000
521,-51,-35,439,-68,?,-4000,-4000,-4000
522,-50,-69,543,-89,-1548,-4000,-4000,-4000
523,-43,-100,557,-126,-4000,-4000,-4000,-4000
524,-56,-91,505,-192,-4000,-4000,-4000,-4000
525,-16,13,467,-218,-2941,?,-4000,?
526,-39,22,436,-106,-3343,-2392,-4000,-4000
527,?,-5,488,-29,-2368,-1727,-4000,-4000
528,-14,-142,511,-131,-2422,-1961,-4000,-4000
529,0,-265,?,-197,-1642,-2534,-3717,?
530,30,-257,556,-325,-2615,-2937,1670,-4000
531,51,-173,516,-420,-1398,-3209,4000,4000
532,43,-42,484,-414,-186,-2853,4000,4000
533,67,-57,434,-458,-351,-2400,?,4000
534,93,0,364,-466,562,-2353,4000,4000
535,70,42,263,-420,-1849,-401,4000,4000
536,100,24,19,-336,-1462,3357,4000,4000
537,112,51,-173,-215,-2996,4000,4000,?
538,131,0,-153,111,-3718,4000,4000,4000
539,163,?,120,124,-2706,4000,4000,4000
540,159,41,488,272,-2668,4000,4000,4000
541,154,0,549,290,?,4000,4000,4000
542,139,-18,377,-160,-4000,4000,4000,4000
543,134,-1,207,-267,-4000,4000,4000,4000
544,80,-28,-61,-361,-4000,4000,4000,4000
545,?,-72,-263,-253,-4000,4000,4000,4000
546,41,-40,-98,32,-4000,4000,4000,4000
547,105,77,67,337,-4000,4000,?,4000
