@relation amp_5_ADL-brush-teeth

@attribute time-index numeric
@attribute x-axis numeric
@attribute y-axis numeric
@attribute z-axis numeric

@data
393,30,31,41
394,29,51,41
395,30,63,27
396,38,62,25
397,33,44,29
398,32,29,33
399,?,51,37
400,29,53,35
401,28,63,25
402,33,?,26
403,27,42,33
404,29,29,37
405,27,51,41
406,27,?,33
407,32,63,25
408,33,53,23
409,32,40,24
410,35,35,36
411,28,45,44
412,26,59,34
413,32,63,21
414,39,56,22
415,31,37,33
416,30,30,38
417,27,46,39
418,31,63,22
419,40,62,20
420,33,41,27
421,31,29,36
422,26,47,41
423,27,63,27
424,39,?,20
425,36,50,27
426,31,36,35
427,29,49,43
428,?,60,33
429,35,63,22
430,36,56,21
431,30,40,33
432,31,28,?
433,?,47,40
434,?,63,24
435,41,62,19
436,33,42,27
437,31,33,?
438,29,51,40
439,32,63,28
440,37,63,?
441,37,49,29
442,32,34,38
443,30,54,42
444,29,62,31
445,34,63,21
446,35,50,25
447,32,31,34
448,26,52,42
449,30,62,33
450,36,63,22
451,33,52,26
452,28,30,36
453,23,52,41
454,22,63,38
455,28,59,30
456,20,63,34
457,34,61,35
458,35,61,28
459,31,56,28
460,26,45,30
461,23,41,33
462,13,27,38
463,20,48,34
464,20,?,37
465,34,55,40
466,52,60,38
467,48,61,40
468,41,50,36
469,24,52,38
470,5,45,43
471,7,45,41
472,22,51,37
473,37,54,39
474,57,62,31
475,?,51,42
476,27,53,?
477,13,46,37
478,6,46,35
479,14,56,40
480,23,50,48
481,47,59,38
482,53,62,33
483,38,52,39
484,18,?,36
485,3,46,38
486,9,53,39
487,22,48,40
488,39,?,41
489,54,63,31
490,45,52,?
491,31,45,42
492,6,45,42
493,3,36,36
494,13,49,40
495,32,47,44
496,52,63,35
497,52,54,31
498,37,43,35
499,13,55,37
500,0,45,45
501,11,59,37
502,26,59,42
503,43,53,41
504,52,62,30
505,41,50,33
506,26,50,?
507,6,43,42
508,4,38,38
509,17,50,41
510,30,49,44
511,45,61,37
512,?,61,35
513,49,46,30
514,26,54,?
515,3,49,40
516,3,55,32
517,15,49,37
518,28,52,41
519,?,62,37
520,51,59,?
521,40,55,36
522,24,55,36
523,0,45,44
524,8,58,39
525,?,57,31
526,22,59,38
527,40,60,41
528,57,63,30
529,46,43,?
530,26,41,32
531,8,51,39
532,?,44,38
533,13,49,41
534,28,58,42
535,47,57,39
536,51,61,34
537,41,49,35
538,19,49,39
539,0,45,45
540,9,57,38
541,18,47,40
542,31,57,44
543,42,59,44
544,50,60,37
545,44,49,37
546,29,47,37
547,6,47,44
548,1,46,41
549,15,48,39
550,25,61,43
551,36,49,50
552,48,57,41
553,45,46,41
554,31,43,38
555,13,47,40
556,1,47,47
557,8,56,47
558,20,?,48
559,40,50,48
560,56,61,?
561,46,44,43
562,23,40,44
563,14,47,42
564,3,43,45
565,11,50,44
566,23,53,?
567,39,50,50
568,53,57,41
569,44,45,45
570,26,45,45
571,11,47,42
572,5,45,43
573,13,48,44
574,26,53,51
575,42,51,48
576,49,54,42
577,45,48,43
578,25,50,45
579,9,48,42
580,5,43,45
581,12,47,43
582,23,47,46
583,36,?,51
584,54,58,42
585,46,42,40
586,38,47,39
587,13,47,44
588,4,44,41
589,13,46,40
590,29,52,45
591,53,61,43
592,47,44,42
593,38,50,48
594,9,46,45
595,?,46,38
596,17,45,39
597,36,55,41
598,55,61,35
599,47,50,37
600,28,51,46
601,8,53,43
602,9,43,40
603,20,43,41
604,39,46,42
605,54,63,35
606,48,53,38
607,34,51,42
608,9,47,40
609,9,47,34
610,20,?,35
611,44,54,36
612,50,63,34
613,37,60,39
614,19,?,?
615,13,43,32
616,25,49,35
617,32,53,26
618,35,63,31
619,38,63,33
620,33,45,31
621,26,56,29
622,22,?,31
623,25,38,33
624,?,51,34
625,33,63,25
626,34,62,18
627,27,42,22
628,?,29,31
629,29,52,37
630,34,57,31
631,35,63,15
632,38,61,21
633,28,30,32
634,27,43,39
635,27,51,32
636,33,63,14
637,37,?,18
638,29,31,32
639,29,33,36
640,28,52,36
641,32,63,19
642,37,63,16
643,29,?,30
644,26,29,41
645,33,48,35
646,41,?,14
647,34,?,20
648,21,35,34
649,14,56,36
650,15,56,38
651,12,57,32
652,21,?,25
653,24,62,22
654,29,60,27
655,29,55,26
656,29,52,31
657,28,47,36
658,29,51,37
659,25,45,36
660,25,46,36
661,22,48,36
662,22,47,36
663,18,47,38
664,20,48,38
665,19,50,38
666,17,49,38
667,17,53,37
668,19,51,38
669,19,49,37
670,21,48,37
671,19,51,36
672,21,49,36
673,21,49,36
674,22,48,37
675,21,48,34
676,21,48,37
677,21,49,37
678,21,49,36
679,21,49,35
680,21,50,37
681,23,50,36
682,26,48,37
683,25,50,?
684,24,50,36
685,23,49,36
686,21,51,35
687,18,51,35
688,20,50,36
689,18,50,37
690,20,50,37
691,20,50,36
692,21,50,36
693,22,50,36
694,23,51,37
695,22,52,37
696,23,52,36
697,20,50,36
698,20,49,37
699,21,51,37
700,21,50,38
701,22,50,38
702,23,51,39
703,23,50,40
704,25,51,?
705,26,53,41
706,27,51,?
707,29,52,38
708,26,52,37
709,27,52,38
710,?,?,37
711,26,58,36
712,25,54,34
713,26,58,37
714,28,42,40
715,31,23,41
716,32,49,45
717,30,60,35
718,27,63,29
719,27,53,27
720,28,39,34
721,28,22,41
722,28,51,45
723,30,62,35
724,32,63,26
725,30,56,28
726,30,34,36
727,26,27,44
728,28,50,40
729,27,54,35
730,22,63,20
731,33,61,23
732,32,44,31
733,31,31,42
734,32,46,47
735,31,60,40
736,31,63,26
737,30,54,26
738,26,36,29
739,?,26,40
740,29,45,39
741,28,62,29
742,34,63,24
743,31,44,30
744,30,28,39
745,25,33,48
746,29,46,43
747,26,63,25
748,35,63,22
749,28,40,34
750,31,36,41
751,24,49,43
752,26,61,33
753,28,63,27
754,34,63,19
755,30,48,32
756,28,29,39
757,25,45,45
758,27,62,29
759,37,63,18
760,34,51,22
761,29,31,36
762,26,43,41
763,29,59,33
764,34,63,19
765,38,57,23
766,28,36,32
767,27,32,41
768,?,49,40
769,30,62,26
770,33,63,21
771,33,47,28
772,?,34,37
773,26,43,39
774,26,58,29
775,29,63,22
776,32,?,28
777,25,28,35
778,26,34,38
779,?,50,37
780,28,?,?
781,28,63,20
782,27,49,26
783,30,32,35
784,24,40,39
785,26,50,34
786,27,63,25
787,34,62,24
788,28,40,29
789,28,?,37
790,26,49,38
791,25,63,24
792,31,63,20
793,33,58,24
794,27,32,33
795,27,37,40
796,27,49,36
797,29,63,21
798,36,63,20
799,30,44,?
800,27,33,35
801,28,44,35
802,29,63,23
803,36,63,17
804,30,47,30
805,30,34,37
806,26,52,37
807,30,63,23
808,36,63,17
809,28,46,25
810,27,38,34
811,28,39,36
812,34,48,31
813,36,63,21
814,37,61,18
815,28,42,30
816,?,33,45
817,25,51,39
818,32,63,26
819,?,51,24
820,24,42,35
821,24,45,39
822,28,62,34
823,32,63,34
824,35,54,30
825,35,56,27
826,33,52,33
827,?,47,32
828,22,51,33
829,17,43,42
830,10,46,48
831,16,48,39
832,33,49,34
833,49,50,32
834,?,62,29
835,32,50,?
836,8,46,47
837,16,54,43
838,39,50,33
839,29,62,33
840,23,35,33
841,22,49,35
842,17,49,40
843,15,55,38
844,?,52,41
845,21,60,39
846,24,54,38
847,24,48,40
848,25,47,40
849,25,46,42
850,26,48,41
851,23,46,41
852,21,45,40
853,21,46,40
854,19,48,41
855,18,46,42
856,18,45,43
857,19,48,42
858,18,46,42
859,18,47,43
860,19,47,42
861,18,?,43
862,19,?,42
863,23,47,?
864,24,47,41
865,26,47,40
866,27,47,40
867,28,45,40
868,24,46,43
869,21,48,42
870,20,49,42
871,15,?,43
872,15,49,42
873,16,49,42
874,14,48,43
875,16,48,42
876,17,49,43
877,20,47,42
878,23,47,42
879,24,48,42
880,24,47,41
881,24,47,40
882,25,48,41
883,28,46,42
884,28,48,42
885,29,52,41
886,25,49,41
887,20,49,44
888,15,48,42
889,16,46,43
890,19,?,44
891,20,48,44
892,21,49,45
893,22,49,48
894,23,49,?
895,25,50,45
896,32,50,43
897,30,49,?
898,30,48,43
899,?,49,43
900,28,47,42
901,28,48,40
902,32,48,41
903,30,54,38
904,34,39,35
905,29,48,38
906,?,51,36
907,6,43,39
908,?,?,47
909,13,62,45
910,36,43,41
911,60,62,35
912,47,58,38
913,34,49,42
914,6,?,45
915,2,34,40
916,12,48,39
917,31,49,38
918,49,62,35
919,51,60,34
920,39,49,38
921,13,57,43
922,0,41,50
923,7,61,37
924,25,48,37
925,51,59,37
926,51,60,34
927,?,47,44
928,18,53,38
929,0,46,47
930,1,39,40
931,12,45,41
932,29,59,43
933,50,62,36
934,52,61,29
935,35,45,42
936,12,54,43
937,0,39,51
938,6,56,36
939,23,53,38
940,42,49,41
941,55,63,35
942,43,48,37
943,25,44,37
944,3,50,42
945,2,50,39
946,19,44,33
947,43,?,39
948,60,62,35
949,45,48,44
950,25,50,42
951,8,51,?
952,2,41,36
953,?,50,38
954,31,53,41
955,48,54,41
956,41,57,37
957,37,53,31
958,15,52,38
959,3,49,39
960,8,48,43
961,25,51,35
962,40,46,42
963,?,60,30
964,42,51,37
965,20,52,35
966,5,49,40
967,6,56,40
968,16,46,?
969,34,53,41
970,55,53,30
971,46,46,33
972,25,51,42
973,9,51,42
974,3,49,45
975,13,51,38
976,22,52,41
977,44,55,36
978,57,63,28
979,39,53,28
980,21,56,39
981,4,55,42
982,5,49,37
983,14,51,35
984,27,?,44
985,43,53,40
986,52,61,28
987,38,44,30
988,20,48,38
989,8,54,42
990,4,50,40
991,15,47,42
992,31,55,42
993,53,53,33
994,50,56,33
995,20,53,48
996,0,48,45
997,7,56,38
998,26,51,39
999,51,57,32
1000,37,55,41
1001,11,41,46
1002,17,53,?
1003,35,47,31
1004,37,57,38
1005,26,60,41
1006,8,40,38
1007,19,52,30
1008,23,52,33
1009,25,43,31
1010,27,51,?
1011,25,63,43
1012,27,43,39
1013,23,44,42
1014,21,48,42
1015,20,51,37
1016,19,50,38
1017,18,46,38
1018,20,49,38
1019,22,50,37
1020,23,46,39
1021,24,46,37
1022,26,49,38
1023,26,49,38
1024,23,49,36
1025,19,49,34
1026,15,52,31
1027,13,52,31
1028,13,53,32
1029,16,53,32
1030,18,52,35
1031,21,51,?
1032,25,51,32
1033,28,51,34
1034,27,51,33
1035,26,50,34
1036,25,49,32
1037,21,49,32
1038,18,49,31
1039,17,51,31
1040,16,49,31
1041,16,51,31
1042,17,52,32
1043,19,50,33
1044,23,?,36
1045,?,?,35
1046,26,52,34
1047,23,53,34
1048,17,51,32
1049,18,51,32
1050,21,?,34
1051,21,48,39
1052,24,48,40
1053,26,52,42
1054,24,51,45
1055,?,53,42
1056,23,55,40
1057,23,50,41
1058,24,49,39
1059,24,50,39
1060,27,?,39
1061,27,53,38
1062,28,55,38
1063,28,54,34
1064,23,59,46
1065,27,62,41
1066,27,44,37
1067,31,23,35
1068,34,46,46
1069,31,44,43
1070,30,63,28
1071,34,60,29
1072,27,50,35
1073,27,29,43
1074,22,?,47
1075,33,56,44
1076,31,63,30
1077,35,62,27
1078,25,38,34
1079,30,26,42
1080,24,53,47
1081,30,62,38
1082,31,63,26
1083,34,51,30
1084,28,37,34
1085,26,27,42
1086,27,47,42
1087,29,62,34
1088,32,63,27
1089,32,51,31
1090,31,36,43
1091,28,36,50
1092,29,45,?
1093,32,63,28
1094,33,62,23
1095,26,36,31
1096,29,40,43
1097,?,38,49
1098,31,45,40
1099,29,63,23
1100,33,63,22
1101,26,33,29
1102,26,48,37
1103,26,26,44
1104,?,53,43
1105,31,?,29
1106,33,63,19
1107,27,43,29
1108,29,29,37
1109,25,34,46
1110,27,52,42
1111,28,63,27
1112,37,62,21
1113,29,40,29
1114,28,27,37
1115,24,51,43
1116,25,62,38
1117,26,63,?
1118,35,59,24
1119,30,38,28
1120,28,24,40
1121,27,?,42
1122,29,53,34
1123,32,63,17
1124,33,55,23
1125,28,34,34
1126,?,45,44
1127,28,54,?
1128,32,63,27
1129,37,54,23
1130,29,36,31
1131,28,37,38
1132,28,48,36
1133,31,62,29
1134,35,62,24
1135,30,46,32
1136,27,34,38
1137,26,53,36
1138,30,59,30
1139,32,63,23
1140,28,54,28
1141,26,38,36
1142,26,50,39
1143,32,57,?
1144,31,62,27
1145,33,56,28
1146,28,37,32
1147,27,43,35
1148,28,50,34
1149,30,58,26
1150,32,62,24
1151,30,49,31
1152,27,40,38
1153,26,52,36
1154,29,58,31
1155,?,63,23
1156,30,58,26
1157,27,37,33
1158,25,?,38
1159,25,52,36
1160,31,61,28
1161,32,?,23
1162,29,57,28
1163,24,36,35
1164,25,55,35
1165,30,58,34
1166,30,63,27
1167,28,59,31
1168,28,54,32
1169,26,38,35
1170,28,43,?
1171,30,49,36
1172,30,63,26
1173,33,62,27
1174,24,51,32
1175,23,36,36
1176,23,44,41
1177,28,48,37
1178,?,63,25
1179,36,60,25
1180,30,42,31
1181,28,37,37
1182,24,53,37
1183,29,58,31
1184,26,63,24
1185,32,52,25
1186,29,37,34
1187,27,26,40
1188,24,57,39
1189,24,62,29
1190,28,63,25
1191,32,55,?
1192,29,38,34
1193,27,28,41
1194,26,53,41
1195,24,63,28
1196,31,63,23
1197,30,49,30
1198,29,33,37
1199,27,42,43
1200,27,50,39
1201,26,?,28
1202,31,63,26
1203,30,?,32
1204,28,31,41
1205,28,51,43
1206,27,63,24
1207,30,61,29
1208,25,38,36
1209,22,38,?
1210,20,57,40
1211,13,57,33
1212,28,62,32
1213,30,56,32
1214,?,61,34
1215,27,57,36
1216,26,54,32
1217,26,41,33
1218,15,23,22
1219,15,50,34
1220,18,58,40
1221,31,52,42
1222,37,52,37
1223,38,59,32
1224,34,59,33
1225,19,51,38
1226,6,31,35
1227,13,56,37
1228,21,49,31
1229,36,55,30
1230,58,63,22
1231,35,54,35
1232,11,45,41
1233,6,44,35
1234,20,51,36
1235,40,53,30
1236,37,61,33
1237,20,46,39
1238,18,48,38
1239,21,45,30
1240,16,41,30
1241,19,48,33
1242,?,54,36
1243,26,62,36
1244,27,52,36
1245,23,54,41
1246,18,54,42
1247,17,?,41
1248,17,44,42
1249,17,45,43
1250,16,44,43
1251,17,44,42
1252,20,45,41
1253,19,43,39
1254,18,45,40
1255,19,45,40
1256,19,43,39
1257,18,45,40
1258,19,44,41
1259,18,44,41
1260,16,44,43
1261,18,44,44
1262,17,43,43
1263,18,41,43
1264,17,41,43
1265,17,43,42
1266,18,43,42
1267,?,45,41
1268,20,45,41
1269,22,45,40
1270,22,45,39
1271,22,47,41
1272,22,46,40
1273,22,45,39
1274,19,49,?
1275,21,50,42
1276,18,47,43
1277,20,47,44
1278,19,49,44
1279,17,49,41
1280,17,49,41
1281,?,49,39
1282,16,49,40
1283,14,49,42
1284,16,51,41
1285,18,51,44
1286,21,51,42
1287,24,52,43
1288,23,51,43
1289,23,47,41
1290,24,43,41
1291,24,48,39
1292,26,45,41
1293,26,47,39
1294,25,50,38
1295,30,44,40
1296,28,61,38
1297,34,37,36
1298,29,50,?
1299,20,54,37
1300,7,41,42
1301,8,51,42
1302,17,49,?
1303,?,50,42
1304,51,62,33
1305,49,62,30
1306,31,48,50
1307,14,48,42
1308,0,43,48
1309,10,56,36
1310,20,53,44
1311,42,51,38
1312,57,63,30
1313,47,46,?
1314,23,46,40
1315,1,46,45
1316,6,47,41
1317,24,42,44
1318,36,50,46
1319,52,62,33
1320,45,?,33
1321,33,54,?
1322,13,55,42
1323,1,44,46
1324,12,62,37
1325,28,44,46
1326,42,45,44
1327,54,62,?
1328,44,?,33
1329,34,53,40
1330,21,52,40
1331,1,48,45
1332,10,45,42
1333,24,40,41
1334,40,51,43
1335,55,63,39
1336,46,49,38
1337,29,51,35
1338,5,49,43
1339,0,44,40
1340,13,49,43
1341,28,62,43
1342,41,52,42
1343,57,61,32
1344,45,46,30
1345,31,51,38
1346,?,47,48
1347,3,47,41
1348,14,?,?
1349,29,56,47
1350,39,?,?
1351,?,61,35
1352,44,46,34
1353,27,42,38
1354,6,50,?
1355,3,42,48
1356,15,?,46
1357,25,47,50
1358,43,47,44
1359,52,?,34
1360,41,43,39
1361,27,55,46
1362,8,52,44
1363,1,38,49
1364,12,55,46
1365,26,57,49
1366,41,51,44
1367,51,58,37
1368,43,45,40
1369,25,53,42
1370,0,43,49
1371,1,59,39
1372,16,45,43
1373,26,58,49
1374,42,50,45
1375,54,58,38
1376,43,44,36
1377,25,49,34
1378,3,?,?
1379,2,54,43
1380,14,49,43
1381,26,55,46
1382,43,51,44
1383,52,60,37
1384,42,42,38
1385,?,49,37
1386,13,50,44
1387,2,49,50
1388,?,56,48
1389,19,49,42
1390,33,57,42
1391,48,56,39
1392,44,56,36
1393,43,42,43
1394,20,51,43
1395,3,48,45
1396,3,44,48
1397,19,44,44
1398,33,48,48
1399,51,57,41
1400,48,49,40
1401,47,48,39
1402,24,52,38
1403,4,45,49
1404,7,53,41
1405,15,43,42
1406,?,55,47
1407,47,?,42
1408,57,62,30
1409,39,42,38
1410,20,46,44
1411,1,52,47
1412,7,62,48
1413,28,?,46
1414,53,54,40
1415,46,53,39
1416,?,47,45
1417,4,45,47
1418,8,51,40
1419,25,49,41
1420,53,53,37
1421,44,48,41
1422,29,52,49
1423,2,45,47
1424,9,52,37
1425,32,51,37
1426,56,58,37
1427,46,51,41
1428,27,50,?
1429,1,46,45
1430,16,?,38
1431,?,48,41
1432,52,62,40
1433,38,54,42
1434,12,47,40
1435,11,49,30
1436,28,45,30
1437,35,44,38
1438,34,43,34
1439,32,?,35
1440,29,55,36
1441,24,59,44
1442,32,60,41
1443,30,62,38
1444,33,63,33
1445,31,63,33
1446,28,51,31
1447,29,29,34
1448,29,36,40
1449,33,55,34
1450,33,63,21
1451,32,63,17
1452,27,43,24
1453,27,31,36
1454,28,49,38
1455,35,58,32
1456,36,63,?
1457,36,62,20
1458,28,41,31
1459,25,26,43
1460,30,50,39
1461,31,60,19
1462,37,63,16
1463,30,44,27
1464,27,28,37
1465,24,52,37
1466,31,63,28
1467,34,63,16
1468,35,56,22
1469,29,40,35
1470,25,31,42
1471,27,50,38
1472,32,57,22
1473,?,62,18
1474,?,41,26
1475,27,?,39
1476,23,53,39
1477,27,62,34
1478,29,63,16
1479,39,61,19
1480,30,28,27
1481,29,34,39
1482,27,45,40
1483,?,63,22
1484,38,63,17
1485,29,43,37
1486,27,28,44
1487,26,50,36
1488,34,63,19
1489,38,60,20
1490,?,39,36
1491,27,44,39
1492,30,62,28
1493,36,63,16
1494,34,50,22
1495,28,34,42
1496,26,?,40
1497,32,63,21
1498,38,63,16
1499,32,47,27
1500,28,42,35
1501,27,53,33
1502,28,62,27
1503,27,48,24
1504,19,43,31
1505,19,?,?
1506,18,51,38
1507,23,54,31
1508,28,61,26
1509,33,63,27
1510,?,51,28
1511,29,55,?
1512,30,50,39
1513,26,46,38
1514,23,50,38
1515,21,46,?
1516,18,46,37
1517,18,48,35
1518,16,53,?
1519,18,49,36
1520,21,52,37
1521,18,52,37
1522,20,51,37
1523,18,52,36
1524,?,50,38
1525,19,52,36
1526,22,52,37
1527,24,54,40
1528,24,55,36
1529,25,53,35
1530,25,55,39
1531,27,53,34
1532,27,55,36
1533,30,58,33
1534,29,37,30
1535,29,?,39
1536,28,30,38
1537,28,36,42
1538,33,55,38
1539,31,63,29
1540,30,60,26
1541,28,35,33
1542,27,25,40
1543,26,54,44
1544,30,61,38
1545,29,63,24
1546,37,62,23
1547,29,30,31
1548,30,27,42
1549,29,48,43
1550,?,59,34
1551,33,63,17
1552,?,63,17
1553,27,55,30
1554,27,32,35
1555,24,49,43
1556,31,59,?
1557,34,63,20
1558,36,?,23
1559,28,27,34
1560,27,43,41
1561,30,49,33
1562,33,63,20
1563,37,59,25
1564,29,34,32
1565,29,29,40
1566,30,51,35
1567,31,63,25
1568,38,63,21
1569,36,43,27
1570,29,31,36
1571,27,55,36
1572,29,62,?
1573,36,63,22
1574,30,59,22
1575,26,33,34
1576,26,42,36
1577,31,56,27
1578,36,63,22
1579,32,55,25
1580,25,38,37
1581,26,38,37
1582,31,?,34
1583,32,63,22
1584,35,61,23
1585,28,42,33
1586,29,28,37
1587,33,53,38
1588,36,62,30
1589,35,63,28
1590,28,40,27
1591,27,25,33
1592,23,40,?
1593,30,55,39
1594,30,63,27
1595,38,60,25
1596,32,35,30
1597,28,26,37
1598,25,50,39
1599,28,59,34
1600,28,63,27
1601,36,59,30
1602,?,34,34
1603,29,24,39
1604,28,50,40
1605,28,57,31
1606,?,63,25
1607,36,56,30
1608,30,41,34
1609,29,23,39
1610,27,53,43
1611,28,63,32
1612,31,63,26
1613,33,61,31
1614,28,16,35
1615,27,50,37
1616,30,55,37
1617,28,62,31
1618,31,63,28
1619,31,50,30
1620,28,29,35
1621,26,53,39
1622,28,62,32
1623,31,63,27
1624,33,54,29
1625,?,32,31
1626,27,43,38
1627,29,47,39
1628,30,63,27
1629,?,63,23
1630,30,42,32
1631,30,31,36
1632,27,47,37
1633,31,63,26
1634,35,63,18
1635,31,49,29
1636,29,?,37
1637,27,47,38
1638,30,58,27
1639,34,63,21
1640,34,56,27
1641,29,33,37
1642,26,48,39
1643,30,58,28
1644,33,63,18
1645,36,56,?
1646,26,34,33
1647,26,40,39
1648,28,56,36
1649,33,63,19
1650,38,?,20
1651,30,41,30
