@relation EMGP—punching-a

@attribute time-index integer
@attribute ch1 integer
@attribute ch2 integer
@attribute ch3 integer
@attribute ch4 integer
@attribute ch5 integer
@attribute ch6 integer
@attribute ch7 integer
@attribute ch8 integer

@data
103,166,225,3320,-393,1222,-1273,-4000,839
104,-80,98,2266,-320,3949,-501,-4000,781
105,-31,-24,169,-316,4000,441,-4000,678
106,-43,-60,-908,-296,3672,1204,-4000,629
107,-18,-79,-1491,-258,2492,1929,-4000,837
108,28,-75,-1227,-277,1482,2190,-4000,701
109,139,-94,215,-312,-144,2491,-4000,414
110,226,-188,837,-373,-581,2709,-4000,360
111,448,-239,-152,-387,1857,2747,-3918,296
112,1167,-222,-1274,-302,2383,2553,-3455,206
113,1726,-192,-1036,-133,-338,1777,-3407,-41
114,2653,-100,268,206,-1524,1241,-1684,-343
115,3117,-106,425,1039,-240,845,954,-517
116,1832,-149,-1451,2217,333,469,3475,-427
117,256,-56,-2373,3064,-746,69,4000,-521
118,-1031,-38,-2851,2932,-983,-358,4000,-753
119,-1948,-50,-3136,2087,-307,-701,4000,-928
120,-2768,-41,-2452,1444,-444,-1040,4000,-1124
121,-2607,-81,-1732,1306,-1837,-1200,4000,-1234
122,-1984,-56,-711,1166,-2602,-1301,4000,-1298
123,-2281,-120,-109,891,-2000,-1366,4000,-1322
124,-2309,-225,463,572,-1333,-1379,4000,-1204
125,-2676,-211,830,183,-1292,-1396,4000,-983
126,-2570,-179,854,-178,-1577,-1486,4000,-759
127,-1816,-163,1053,-505,-1642,-1516,4000,-424
128,-1750,-199,1025,-701,-1459,-1516,4000,-382
129,-1365,-104,980,-837,-1186,-1546,4000,-533
130,-504,-41,723,-959,-1275,-1900,4000,-435
131,77,-68,354,-1086,-1384,-2246,4000,-386
132,974,-37,361,-1114,-1512,-2218,4000,-549
133,2223,-22,931,-1109,-1642,-2037,4000,-871
134,2085,30,1550,-1134,-1593,-1819,4000,-1217
135,1376,-73,2729,-1134,-1878,-1562,4000,-1504
136,908,-200,4000,-1134,-2194,-1050,4000,-1404
137,553,-179,4000,-1028,-2358,-826,4000,-1143
138,250,-157,4000,-906,-2016,-936,4000,-871
139,-25,-105,2669,-747,-1524,-923,4000,-847
140,199,34,976,-522,-999,-1032,4000,-847
141,391,237,-645,-372,-708,-1170,4000,-519
142,346,212,-1622,-251,47,-1217,4000,-325
143,309,32,88,-173,845,-810,4000,53
144,309,-18,2940,-140,422,-535,4000,294
145,287,-91,1770,-88,174,-406,4000,359
146,342,-141,-1850,-19,-25,-379,3397,412
147,315,-109,-3526,-17,-304,-532,2364,269
148,309,-60,-4000,-30,-1071,-809,2189,260
149,376,40,-4000,41,-1803,-1615,2444,442
150,325,136,-4000,199,-1945,-1959,2358,385
151,351,136,-2904,366,-1783,-1851,1734,285
152,346,120,-1078,467,-1115,-1766,681,308
153,277,99,504,541,-1012,-1550,-1055,136
154,220,43,2656,508,-1398,-1396,-2939,165
155,175,-11,1633,469,-2062,-1237,-3432,621
156,204,-91,-362,535,-2460,-1070,-3590,1384
157,253,-131,-2489,562,-2643,-851,-3212,2225
158,203,-117,-2834,590,-3327,-695,-2995,3002
159,68,18,-3871,390,-3840,-489,-3053,3287
160,-53,114,-3862,120,-4000,-348,-3184,3226
161,-183,176,-2694,-5,-4000,-223,-3580,3014
162,-136,167,-2217,-180,-4000,-28,-3898,2575
163,-20,59,-609,-300,-4000,-71,-4000,2510
164,-72,49,253,-348,-4000,-228,-4000,2367
165,46,-127,1095,-336,-3898,-208,-3769,2029
166,155,-207,1328,-328,-3580,-66,-3532,1727
167,43,-188,1509,-308,-2822,53,-3590,1332
168,-91,-234,2526,-352,-1642,229,-3592,882
169,-175,-166,3694,-387,-812,527,-3322,238
170,-201,-133,4000,-370,-1042,701,-3265,-431
171,-191,-325,4000,-359,-1202,766,-3273,-421
172,-221,-360,3443,-364,-591,898,-3127,-5
173,-248,-284,1639,-336,-177,919,-3050,99
174,-188,-460,-192,-359,-160,1026,-3390,172
175,-209,-676,-1646,-393,-783,1264,-3525,400
176,-244,-692,-1992,-458,-1292,1474,-3118,629
177,-182,-196,-1760,-637,-1797,1799,-2508,572
178,-180,176,-1292,-597,-2643,2319,-2056,302
179,-86,455,-1036,-576,-3380,2904,-1641,19
180,-201,1815,-756,-580,-3779,3101,-1635,-251
181,-531,3405,-209,-499,-4000,3212,-1754,-305
182,-331,2624,207,-397,-4000,3131,-1754,-175
183,151,1358,803,-171,-4000,2442,-1914,302
184,397,1648,438,10,-4000,1669,-2096,750
185,200,1331,504,186,-4000,687,-2384,609
186,-62,484,312,272,-4000,-232,-2455,377
187,-280,-1543,-428,215,-4000,-206,-2247,202
188,-502,-2798,-572,337,-4000,47,-2308,-221
189,-681,-2821,-1126,410,-3978,124,-2549,-659
190,-685,-3981,-1201,305,-3014,1205,-2502,-1127
191,-416,-4000,-997,270,-2290,3018,-2483,-506
192,-224,-3343,70,107,-1590,3995,-2508,1468
193,-168,-2519,1900,-124,-1035,3491,-2353,1989
194,-327,-1718,2054,-256,-486,3072,-2355,591
195,-113,41,1619,-466,111,2970,-2502,-917
196,315,1974,3523,-654,754,2450,-2448,-2320
197,680,2600,4000,-645,1279,2255,-2337,-3270
198,977,1518,3332,-315,1669,2190,-2483,-3864
199,1116,2352,3263,12,2190,2356,-2781,-3606
200,1572,4000,354,221,2378,2243,-2968,-2169
201,1742,4000,-1427,366,2443,2320,-3064,-1270
202,1413,4000,-1541,276,2581,2314,-2927,-1344
203,895,3974,-1215,345,2759,2045,-2508,-2385
204,296,2427,-1554,437,3133,2047,-2061,-2536
205,-278,-439,-3091,496,3410,1856,-1749,-2295
206,-865,-3680,-2513,480,3428,1734,-1713,-2674
207,-1322,-4000,-2737,248,3737,1580,-1782,-3272
208,-1390,-3188,-3372,219,3945,1474,-2188,-3533
209,-1140,-2166,-3621,195,4000,1287,-2406,-2104
210,-1212,-2477,-3372,108,4000,1118,-2056,42
211,-1414,-1415,-2026,62,4000,944,-1802,1313
212,-925,-1861,-938,-109,4000,728,-1323,1728
213,-258,-3143,410,-115,4000,624,-1116,2249
214,60,-2180,3137,7,4000,433,-1032,2184
215,733,681,4000,100,4000,228,-780,1533
216,1507,2036,4000,154,4000,42,-1108,747
217,1244,-57,3820,122,4000,-136,-1629,454
218,458,-1228,2018,154,3396,-472,-1589,629
219,629,402,-463,89,2813,-732,-1337,387
220,929,892,-2528,191,3397,-835,-1377,-571
221,813,1518,-4000,223,2634,-907,-1458,-1204
222,590,3535,-4000,69,2060,-863,-1445,-75
223,310,3531,-3242,105,3410,-809,-976,2095
224,132,1445,-1553,33,3527,-779,-489,3287
225,-619,-2073,-425,-74,3037,-751,-354,3144
226,-1365,-3589,-544,-43,2801,-844,-287,2354
227,-1650,-4000,-470,102,2972,-917,-381,1643
228,-1455,-4000,-401,193,4000,-863,-499,817
229,-753,-3396,318,227,3558,-810,-391,-883
230,19,-1342,866,209,2972,-773,-89,-2429
231,526,1256,1485,159,2815,-745,168,-2022
232,303,1559,1348,118,2642,-770,283,-240
233,-212,5,1169,29,2960,-798,384,811
234,-386,-1375,1619,-104,3008,-877,693,760
235,-342,-2631,1289,-99,3216,-1032,1072,707
236,-258,-1061,1375,-27,3074,-1095,1418,352
237,69,1062,2225,-55,2759,-1075,1605,-753
238,707,3921,4000,-88,2711,-1062,1644,-1917
239,863,4000,4000,-133,2813,-1113,1788,-2714
240,394,4000,1900,-171,3008,-1196,2086,-1503
241,202,4000,497,-179,3150,-1313,2517,128
242,177,4000,349,-195,2906,-1615,2973,1004
243,234,4000,-1353,-159,2255,-1888,3294,1654
244,329,3450,-3681,-89,1995,-1794,3467,922
245,408,4000,-4000,-48,2449,-1581,3467,513
246,559,4000,-4000,-11,3267,-1355,3411,1020
247,431,-253,-3823,41,3167,-1314,3364,1859
248,182,-3589,-3861,122,2374,-1381,3351,1598
249,-83,-4000,-2875,126,2320,-1265,3214,322
250,28,-4000,-2073,38,1006,-1262,3038,-934
251,396,-3654,-1581,66,-1821,-1178,2823,-1720
252,90,-4000,-841,240,-2252,-1123,2582,-1120
253,-649,-4000,-123,372,-337,-1135,2358,-362
254,-1170,-4000,764,245,-12,-1069,1984,-645
255,-1370,-4000,789,81,122,-922,1399,-2090
256,-1031,-3078,1096,-111,1091,-714,1063,-2360
257,-901,-1350,858,-391,658,-615,889,-1534
258,-843,892,787,-456,727,-485,678,-1469
259,-435,1750,1371,-397,806,-326,505,-2491
260,-350,1878,2087,-344,-999,-186,221,-3724
261,-427,1843,3007,-229,-3791,-74,-187,-3972
262,-356,1843,3896,-296,-3456,-39,-549,-3199
263,-214,1766,4000,-414,-1814,-55,-631,-1967
264,-336,1583,4000,-357,-2578,-48,-696,-1168
265,-461,1712,3236,-229,-3313,-44,-840,-406
266,-623,1439,2225,-16,-3001,-94,-851,-450
267,-844,1107,1875,242,-1617,-18,-846,-1013
268,-804,1012,2746,276,-2354,33,-709,-1583
269,-620,1225,1639,248,-3456,56,-433,-2515
270,-521,1096,-1073,223,-2794,104,-327,-3060
271,-392,797,-3416,64,-1729,98,-273,-3061
272,-118,709,-4000,-28,-1111,151,85,-2295
273,69,420,-4000,-105,-934,286,465,-1404
274,273,-33,-4000,-144,-803,430,480,-708
275,510,-273,-4000,-131,-988,571,-153,-270
276,603,-540,-4000,-128,-934,681,-664,23
277,668,-844,-2578,-51,-1186,766,-337,296
278,790,-749,-671,6,-1459,888,-143,373
279,914,-627,253,77,-1658,928,-142,418
280,625,-432,419,264,-1384,858,-138,19
281,49,-75,858,400,-1263,685,-255,-517
282,-227,227,1379,402,-1463,368,-359,-875
283,-490,322,1428,524,-1446,-27,-294,-883
284,-756,-7,1410,655,-1377,-499,-210,-820
285,-547,-632,1379,548,-1137,-979,-188,-793
286,-122,-598,1053,382,-903,-1382,-44,-454
287,363,95,931,244,-734,-1546,-35,-5
288,855,-86,710,-4,-1137,-1632,70,341
289,1159,-452,580,-109,-1635,-1688,152,811
290,1441,-530,793,-178,-2143,-1615,141,1329
291,1637,-530,1574,-260,-2643,-1522,267,1590
292,1441,-448,3641,-88,-3041,-1265,337,2249
293,920,-540,4000,37,-3391,-1042,376,3393
294,-101,-635,4000,178,-3298,-745,315,4000
295,-1141,-557,4000,323,-3172,-485,249,4000
296,-885,-93,2601,270,-3055,-341,148,4000
297,-740,81,-204,118,-2615,-117,23,4000
298,-1455,355,-1081,-55,-1878,7,36,4000
299,-1615,428,-3416,-167,-1172,42,123,4000
300,-2022,198,-4000,-164,-921,162,159,4000
301,-3372,45,-4000,-242,-727,319,132,4000
302,-4000,-161,-4000,-397,-256,355,84,4000
303,-4000,-166,-4000,-450,941,611,40,4000
304,-2987,-60,-4000,-393,2060,898,-161,4000
305,-1676,144,-3556,-223,2354,1010,-418,4000
306,-182,201,-943,54,2125,1069,-371,4000
307,896,371,1249,215,883,961,-312,4000
308,1767,514,1900,251,-1137,929,-139,4000
309,2130,485,1900,170,-1552,845,-102,4000
310,1726,282,2017,110,-1125,738,-116,4000
311,1888,-122,1314,118,-1390,728,-11,4000
312,3043,-346,1729,134,-551,701,97,4000
313,4000,-417,2785,290,75,807,189,3261
314,4000,-237,1900,156,692,945,201,3198
315,4000,155,337,53,2182,966,299,3002
316,4000,469,-304,-5,3340,928,290,1769
317,4000,661,-312,-144,4000,724,303,400
318,3560,709,497,-166,4000,540,297,-1558
319,2130,507,1045,-239,4000,592,267,-3333
320,838,189,1891,-239,3213,514,146,-4000
321,439,-43,3072,-265,-686,376,14,-4000
322,195,-14,4000,-275,-4000,449,202,-4000
323,-130,160,4000,-293,-4000,355,441,-4000
324,34,441,4000,-282,-1552,219,637,-4000
325,-233,850,4000,-265,2581,54,860,-4000
326,-571,1077,4000,-229,4000,-167,857,-4000
327,-1782,933,4000,-144,4000,-223,637,-4000
328,-3636,661,4000,-130,3939,-362,659,-4000
329,-4000,420,1886,-157,3297,-594,384,-4000
330,-4000,-19,-4000,-81,2290,-798,-271,-4000
331,-4000,-572,-4000,-32,1352,-875,-1657,-4000
332,-4000,-911,-4000,-65,354,-936,-3326,-4000
333,-4000,-897,-4000,-51,-220,-1056,-2614,-4000
334,-4000,-765,-4000,-55,-1162,-1160,-1095,-4000
335,-4000,-851,-3485,31,-2900,-1181,-587,-4000
336,-4000,-944,-4000,106,-3718,-1119,-363,-4000
337,-2517,-960,-4000,156,-3978,-1095,-485,-4000
338,2976,-858,-4000,178,-3456,-982,-281,-3462
339,4000,-683,-3294,63,-2386,-985,-223,-3007
340,4000,-471,-4000,-25,-474,-966,-349,-2746
341,4000,-225,-4000,-46,988,-917,-440,-2686
342,4000,87,-4000,-72,412,-922,-401,-2686
343,4000,465,-4000,-174,-423,-874,-465,-2584
344,4000,784,-4000,-244,-814,-910,-454,-2393
345,4000,1071,-3681,-291,-2000,-877,-253,-2104
346,4000,1258,-776,-258,-3298,-851,-667,-1723
347,4000,1583,541,-171,-3624,-779,-1110,-1070
348,2874,1823,641,-134,-3689,-601,-1332,-418
349,605,1841,996,-103,-4000,-340,-1657,224
350,-779,1880,541,-82,-4000,-249,-1915,800
351,-2285,1766,598,11,-3898,-382,-1551,1150
352,-2661,1516,1053,46,-3498,-398,-1368,1392
353,-2888,984,1249,69,-2822,-506,-1431,1509
354,-2838,648,1738,130,-2574,-810,-1262,1325
355,-2437,526,1757,159,-2449,-533,-1260,947
356,-2202,108,1953,205,-2955,196,-1185,760
357,-1935,-192,1934,236,-2969,348,-1124,701
358,-2346,-363,1965,292,-2904,520,-851,791
359,-2520,-507,2017,341,-3041,620,-796,1199
360,-3226,-519,2133,323,-2550,558,-1071,1715
361,-4000,-543,2129,199,-1471,737,-1262,2354
362,-4000,-509,1873,69,-680,802,-1310,3198
363,-4000,-507,1704,-93,-549,871,-1171,3943
364,-4000,-605,1680,-336,64,860,-1120,4000
365,-4000,-700,1894,-605,220,919,-1185,4000
366,-4000,-765,2539,-885,400,898,-1197,4000
367,-3824,-834,4000,-771,830,831,-1136,4000
368,-3160,-818,4000,-391,1120,681,-1051,4000
369,-2635,-829,4000,-271,1722,707,-862,4000
370,-2022,-866,4000,-230,2255,953,-349,4000
371,-1626,-832,1035,-250,2842,599,336,4000
372,-1141,-871,-1386,-282,3232,267,832,4000
373,-665,-771,-2603,-261,3672,300,1320,4000
374,-86,-596,-2438,-486,3794,449,1475,4000
375,275,-326,-2192,-784,3593,779,1410,4000
376,281,-76,-2969,-1199,3410,923,1866,3991
377,187,0,-2764,-1627,3285,1006,2749,3391
378,-6,3,-2602,-2017,3623,1065,3528,2704
379,-83,-140,-2127,-2165,3985,944,3400,1977
380,-168,-253,-1732,-1927,3998,871,2818,1590
381,-80,-243,-1144,-1687,3982,833,2712,1325
382,41,-232,-568,-1375,3949,845,2883,1045
383,239,0,-422,-1083,4000,831,2777,912
384,329,282,-188,-812,3945,953,2387,983
385,475,327,-320,-458,3410,1065,2375,1174
386,660,227,-269,-34,3102,880,2256,1303
387,721,225,24,454,2646,597,2189,1325
388,800,251,641,890,1733,152,2379,1120
389,811,-10,803,1106,1409,-213,1996,673
390,785,-347,742,1237,668,0,1467,-43
391,721,-651,882,1566,-488,628,1092,-759
392,786,-665,996,2065,-947,858,860,-1207
393,733,-326,1021,2528,-1186,693,820,-1642
394,674,-102,923,2867,188,737,750,-2063
395,647,-14,914,3246,1537,792,962,-2347
396,526,-70,841,3312,2048,861,1214,-2556
397,416,-98,841,3361,2376,831,1069,-2735
398,408,-83,771,3633,3213,801,1145,-2934
399,566,-57,787,3715,3851,860,1392,-3024
400,538,91,868,3580,3998,757,1734,-3089
401,422,136,813,3295,4000,573,1711,-3154
402,359,85,648,2909,3623,384,1392,-3178
403,346,109,540,2465,2895,414,1206,-3200
404,370,101,524,2065,2504,403,1190,-3219
405,351,15,272,1666,2255,271,1825,-3280
406,275,40,-39,1226,2243,209,2102,-3333
407,161,157,-221,753,2356,102,2505,-3280
408,176,237,-420,295,2290,21,3038,-3242
409,167,187,-383,-113,2386,-82,2635,-3137
410,167,124,-170,-493,2449,-143,1931,-3002
411,142,136,-385,-771,2255,-186,1836,-2811
412,-81,107,-801,-1006,2231,-238,2164,-2644
413,-256,119,-953,-1235,2060,-289,2294,-2509
414,-11,127,-1041,-1435,2047,-375,2452,-2474
415,433,117,-1036,-1555,1677,-410,2309,-2375
416,696,117,-801,-1672,1083,-454,1983,-2230
417,914,82,-564,-1769,201,-546,1591,-2087
418,905,36,-450,-1805,-618,-615,960,-1849
419,786,-8,-177,-1840,-1115,-680,278,-1599
420,721,28,297,-1855,-1233,-745,-71,-1325
421,460,34,663,-1858,-778,-809,271,-1059
422,81,93,606,-1795,-380,-785,329,-846
423,-49,122,504,-1764,-178,-708,34,-622
424,128,56,801,-1728,-46,-512,-579,-429
425,52,-5,280,-1691,-269,-150,-1356,-240
426,-901,-22,-497,-1630,-441,329,-2162,34
427,-1691,58,-668,-1608,-291,845,-2862,200
428,-1495,81,-937,-1565,-338,1344,-2612,273
429,-1129,81,-906,-1435,-619,1645,-2097,373
430,-388,33,-810,-1235,-1489,1515,-1877,442
431,319,34,-572,-1109,-3278,1242,-1916,423
432,900,114,-299,-1083,-4000,1000,-2125,438
433,1608,78,-92,-979,-4000,658,-2148,475
434,1830,44,183,-1004,-3966,179,-2216,601
435,1376,43,198,-1006,-2369,-253,-2340,747
436,838,49,72,-1004,-1195,-537,-2421,686
437,392,114,88,-1044,-1072,-745,-2533,585
438,25,186,237,-959,-553,-900,-2536,475
439,172,277,389,-1015,-803,-1044,-2422,377
440,43,282,504,-1089,-632,-1200,-2874,221
441,-187,256,410,-1036,-681,-1336,-3297,13
442,-482,281,299,-1006,-681,-1420,-3390,-197
443,-767,168,47,-812,-587,-1460,-3638,-362
444,-885,24,-78,-686,-702,-1396,-3532,-393
445,-1003,-47,66,-690,-616,-1237,-2899,-476
446,-843,-117,242,-654,-1228,-1050,-2148,-579
447,-801,-82,606,-605,-1590,-928,-1527,-588
448,-665,-37,343,-615,-2076,-923,-1332,-565
449,-482,-20,-152,-685,-2185,-940,-1782,-586
450,-274,0,-315,-763,-1552,-1050,-2402,-619
451,-20,-36,-736,-790,-1172,-1307,-2642,-655
452,113,-32,-906,-916,-1137,-1574,-2386,-679
453,128,-30,-827,-1155,-1202,-1747,-1842,-655
454,127,-52,-507,-1288,-1422,-1747,-1403,-565
455,123,-75,-180,-1353,-1398,-1562,-1458,-480
456,70,-127,-95,-1235,-1459,-1160,-1895,-435
457,55,-153,-78,-975,-1635,-322,-1702,-406
458,-29,-85,-90,-906,-1658,652,-1397,-344
459,-239,-98,-68,-770,-1902,1598,-1384,-294
460,-506,-68,-125,-244,-2044,2821,-946,-292
461,-570,-68,-80,402,-2182,4000,-244,-313
462,-566,-107,-14,1045,-2212,4000,795,-340
463,-559,-118,83,1800,-2181,4000,1390,-380
464,-343,-133,248,2258,-2149,4000,2357,-353
465,-46,-112,362,2517,-2057,728,3351,-305
466,334,-112,337,2710,-1980,-3860,2058,-219
467,733,-112,316,2784,-1878,-4000,610,-112
468,1083,-187,311,2921,-1878,-4000,693,-73
469,1311,-214,272,2932,-1904,-4000,380,-2
470,1319,-138,299,2909,-1971,-4000,-186,42
471,1246,-66,268,2738,-2044,-4000,-12,35
472,1059,3,191,2596,-2289,-4000,-138,3
473,855,56,148,2528,-2484,-4000,-37,3
474,583,98,197,2325,-2303,-2752,899,16
475,34,167,190,2085,-2182,-2307,1845,10
476,-228,241,103,1835,-1837,-2951,2942,33
477,-323,217,-108,1631,-1524,-2802,3673,5
478,-510,172,-206,1477,-1292,-1200,2164,43
479,-651,142,-165,1290,-1096,1144,1333,143
480,-830,71,-210,1142,-1333,3621,2061,188
481,-757,14,-241,1044,-1525,4000,1931,241
482,-671,-9,-267,821,-1552,4000,2164,304
483,-547,-4,-224,443,-1338,4000,1931,304
484,-415,-33,-163,161,-828,4000,1825,304
485,-441,-19,-171,-122,161,3983,1992,349
486,-298,15,-170,-414,1026,2821,1516,333
487,-154,20,-171,-525,1004,1677,1027,368
488,97,45,-160,-631,355,1405,482,389
489,265,59,-140,-654,-643,1144,118,384
490,220,16,-158,-302,-1658,1055,-159,412
491,308,-93,-156,95,-2900,1098,-485,416
492,239,-155,-151,150,-3166,1205,-485,436
493,86,-93,-129,126,-2057,628,-571,413
494,-42,-102,17,-244,-1137,-77,-652,434
495,-67,-94,126,-498,-335,-536,-158,475
496,-246,-46,174,-449,-295,-478,128,475
497,-897,-47,140,-591,-144,216,411,466
498,-1016,-13,-2,-851,-225,953,5,434
499,-116,29,-116,-1459,-485,1777,-745,400
500,619,17,-61,-1777,214,2377,-550,387
501,1045,14,77,-1630,400,2621,-615,395
502,1345,-7,73,-1496,306,2515,-680,394
503,1277,-26,142,-1223,845,2363,-731,423
504,886,2,158,-1101,1156,2182,-813,421
505,408,-87,35,-1174,25,2190,-929,406
506,113,-166,-10,-984,340,2295,-1197,410
507,-547,-153,-13,-576,2085,2442,-1262,422
508,-1066,-97,51,48,2048,2320,-1356,417
509,-1615,39,88,620,1836,1864,-1254,387
510,-1650,177,144,655,3790,1214,-1291,385
511,-1411,224,112,762,3837,399,-1332,410
512,-1342,181,-64,1032,2386,19,-1238,397
513,-760,213,-158,807,3213,-173,-1247,369
514,-818,164,-33,374,4000,-220,-1337,322
515,-588,32,75,111,4000,-281,-1494,292
516,-4,58,41,101,4000,-448,-1511,304
517,190,59,1,402,4000,-354,-1323,330
518,540,62,-66,720,4000,-167,-1108,361
519,1156,106,-111,590,4000,78,-1116,377
520,800,114,-136,177,4000,343,-1011,403
521,-61,149,-20,-198,4000,540,-956,406
522,-298,154,44,-414,4000,685,-946,356
523,-714,129,-26,-549,4000,737,-990,369
524,-801,51,-13,-914,4000,940,-862,369
525,-697,-30,18,-1134,4000,1180,-586,395
526,-376,3,-37,-1146,-717,1189,-440,416
527,-141,-3,-128,-1028,-4000,1222,-350,355
528,-153,41,-112,-490,-4000,1409,-373,261
529,-52,99,-98,170,-4000,1799,-287,235
530,-118,139,-7,858,-4000,2182,-10,221
531,38,217,198,1080,-4000,2255,120,207
532,605,195,265,633,-2354,2421,-102,194
533,1112,132,198,337,-2386,2680,-8,168
534,1372,124,53,103,-1740,2775,535,218
535,1507,24,-89,-202,-717,2812,659,208
536,1299,-173,-136,-370,-160,2685,453,174
537,1739,-257,-171,-760,1147,2227,227,161
538,2052,-179,-234,-1305,2383,1774,111,127
