@relation apie-lower-limb

@attribute time-index integer
@attribute Recto-Femoral real
@attribute Biceps-Femoral real
@attribute Vasto-Medial real
@attribute EMG-Semitendinoso real
@attribute Flexo-Extension real

@data
61,0.0015,-0.0015,-0.003,0.0022,-4.7
62,-0.003,-0.0008,-0.0053,0.0007,-4.8
63,-0.003,0.0007,-0.003,0.0007,-4.5
64,-0.003,0,0.0015,0.0007,-4.8
65,-0.003,-0.0015,0.0007,0.0015,-4.6
66,-0.0068,0.0045,0.0007,0.0015,-4.6
67,-0.0083,0.0082,-0.0008,0.0007,-4.6
68,-0.0038,0.0067,-0.003,0,-4.8
69,-0.0023,0.0052,-0.003,0.0007,-4.6
70,-0.0046,0.0015,0,0.0015,-4.7
71,-0.0046,0.003,0.0015,0.0015,-4.7
72,-0.0046,0.003,0.0037,0.003,-4.6
73,-0.0046,0.0015,0.0045,0.0045,-4.7
74,-0.0015,0.0007,0.0022,0.0045,-4.5
75,0.0007,0.0022,0.003,0.0052,-4.8
76,0.0022,0.0015,-0.0008,0.0045,-4.5
77,0.0022,-0.0008,-0.006,0.0037,-4.8
78,-0.0008,-0.0046,-0.0053,0.0015,-4.6
79,0,-0.0091,-0.0008,0,-4.8
80,-0.0008,-0.0046,0.0007,0.0045,-4.5
81,-0.0008,0.0015,0.0015,0.0022,-4.7
82,0,0.003,0.0007,0.0007,-4.7
83,-0.0023,-0.003,0.0015,-0.0023,-4.8
84,-0.0046,-0.0128,0.0015,-0.0046,-4.6
85,-0.003,-0.012,0.0007,-0.0023,-4.7
86,0.0022,-0.0023,-0.0023,-0.0008,-4.7
87,0.0007,0.0015,-0.0038,0.0007,-4.9
88,-0.0023,0.0007,-0.003,0.0007,-4.5
89,-0.0046,0.0022,-0.0046,0.0007,-4.7
90,-0.0038,0.0037,-0.006,-0.0015,-4.7
91,0.0007,0.0045,-0.0083,-0.0008,-4.8
92,0.0007,0.003,0.003,-0.0008,-4.7
93,-0.0015,-0.0015,0.0112,-0.0008,-4.8
94,-0.0046,-0.0015,0.0075,0.003,-4.8
95,-0.0038,-0.0008,0.0045,0.003,-4.7
96,-0.0068,-0.0015,-0.003,0.0007,-4.8
97,-0.0113,-0.0015,-0.0075,0,-4.8
98,-0.006,0.0022,-0.003,0.0022,-4.7
99,0.0037,0.0037,0.0052,0.003,-4.8
100,0.0075,0.0015,0.009,0.0045,-4.7
101,0.0075,0.0015,0.003,0.003,-4.8
102,0.0067,0.0007,0,0.0015,-4.6
103,0.003,-0.003,0.0015,0.0007,-4.9
104,-0.0008,-0.0038,0.0045,-0.0008,-4.6
105,0.003,-0.003,0.0052,0.0007,-4.7
106,0.0067,0,0,0.0022,-4.9
107,0.0045,-0.0008,-0.003,0,-4.7
108,-0.0015,-0.0008,-0.006,0.0015,-5
109,-0.003,0.0015,-0.0075,0.0015,-4.7
110,-0.0008,-0.0008,-0.0023,-0.0008,-4.8
111,-0.003,-0.003,-0.0015,-0.0008,-4.5
112,-0.006,-0.0008,-0.0023,0.0007,-4.7
113,-0.0015,-0.0015,-0.0046,0,-4.8
114,-0.0015,-0.0023,-0.0053,0.0007,-4.8
115,-0.003,-0.0015,-0.0053,0.0007,-4.7
116,0.0007,-0.0015,-0.0075,-0.0008,-4.8
117,-0.0015,-0.0015,-0.0083,0,-4.7
118,-0.0015,-0.0015,-0.0053,0.0015,-4.7
119,0,0,-0.003,0.0015,-4.8
120,0.0015,0.0022,-0.0008,0.003,-4.8
121,0.0007,0.0015,0.0007,0.0022,-4.6
122,0,0.0007,0.0022,0,-4.9
123,0.003,0.0015,0.003,0,-4.8
124,0.0015,-0.0008,0.0015,-0.0008,-5
125,0.0007,-0.003,0.003,-0.0015,-4.7
126,-0.003,-0.0015,0.003,-0.0015,-4.8
127,-0.0015,0.0015,0.0015,-0.0015,-4.7
128,0.0037,0.0045,0.0015,-0.0015,-4.8
129,0.0052,0.0015,0.0007,0,-4.8
130,0.009,0.0007,-0.0008,-0.0008,-4.8
131,0.0082,0.0007,-0.0008,-0.003,-4.7
132,0.0045,0,0,-0.0015,-4.7
133,-0.0015,-0.006,0.0015,-0.0023,-4.7
134,-0.003,-0.0135,0.0022,-0.003,-4.9
135,-0.0038,-0.012,-0.0015,0.0007,-4.7
136,-0.0091,-0.003,-0.0015,0.0037,-4.8
137,-0.0038,-0.0008,0.0007,0.003,-4.8
138,-0.0008,-0.0008,-0.0008,0.0022,-4.7
139,-0.0038,-0.0015,-0.0008,0,-4.7
140,-0.0046,-0.0008,-0.0015,0.0007,-4.7
141,-0.0053,0.0067,0.0015,0.0052,-4.8
142,-0.0046,0.0135,0.0007,0.0075,-4.5
143,0.0007,0.0157,-0.0046,0.0067,-4.8
144,0.006,0.0165,-0.0046,0.0067,-4.8
145,0.0082,0.0165,-0.0008,0.0045,-4.8
146,0.0067,0.009,0.003,0,-4.8
147,0.0045,0.003,0.0015,0.0007,-4.7
148,0.0045,-0.0181,-0.0008,-0.0015,-4.8
149,-0.0008,-0.0518,-0.0015,-0.0053,-4.7
150,-0.003,-0.0368,0.0007,0,-4.8
151,0.0007,-0.0053,0.003,0.0067,-4.8
152,-0.0008,-0.003,0.0007,0.006,-4.7
153,-0.0015,0.009,-0.0023,0.0067,-4.8
154,0.003,0.0052,-0.0023,0.0045,-4.6
155,0.0007,0.003,-0.0015,-0.0015,-5
156,-0.0008,0.0052,0.0007,-0.0023,-4.7
157,0.003,-0.0023,0.0007,-0.003,-4.9
158,0.003,0.0015,0,-0.0023,-4.6
159,0.0015,-0.006,-0.0008,-0.003,-4.7
160,0.0007,-0.0038,0.0015,-0.0015,-4.8
161,0.003,0.003,0.0045,0.003,-4.7
162,0.003,0.006,0.0045,0.003,-4.6
163,-0.0008,0.0067,0.0052,0.0015,-4.8
164,-0.0008,0.0022,0.006,0.0007,-4.6
165,-0.0015,0.003,0.009,0.0015,-5
166,-0.0023,0.0052,0.006,0.0052,-4.7
167,-0.0008,0.0075,-0.0015,0.0045,-4.9
168,0.0007,0.0067,-0.006,0.003,-4.7
169,-0.0008,0.0067,-0.0083,0.0037,-4.9
170,0,0.0097,-0.0068,0.0022,-4.9
171,0.0015,0.0127,-0.003,0.0052,-4.7
172,0.0045,0.0187,-0.003,0.006,-4.9
173,0.0045,0.0195,-0.0053,0.0007,-4.7
174,-0.0008,0.0045,-0.0053,-0.0053,-4.8
175,-0.003,-0.0218,-0.003,-0.0105,-4.6
176,-0.0015,-0.0323,-0.0015,-0.0091,-4.8
177,-0.0053,-0.0405,-0.0015,-0.0098,-4.9
178,-0.006,-0.054,-0.0008,-0.0083,-4.9
179,-0.003,-0.0405,0.0007,-0.003,-4.8
180,-0.0046,0.0052,0.0037,0,-4.8
181,-0.0015,0.0195,0.009,-0.0008,-4.8
182,0.0015,0.0007,0.0105,-0.0015,-4.9
183,-0.0015,-0.0008,0.0045,-0.0008,-4.8
184,-0.0023,-0.0023,0.003,0.0007,-4.9
185,0.003,0.0052,-0.0015,0.003,-4.6
186,0.0052,0.0082,-0.003,0.003,-4.9
187,0.0045,0.0037,-0.0015,0.0015,-4.6
188,0.003,0.0067,-0.003,0.0015,-5
189,0.003,0.0045,0.0007,0.0015,-4.8
190,-0.0008,0.003,-0.0008,0.003,-4.9
191,-0.0083,-0.0008,-0.0008,0.0015,-4.8
192,-0.0098,0.0007,-0.0046,0.0022,-5
193,-0.006,0.003,-0.0091,0.0052,-5
194,-0.0008,0.003,-0.006,0.0052,-4.9
195,0.0015,0.0045,-0.0015,0.0052,-4.9
196,-0.0015,0.0067,0.0015,0.0052,-5
197,-0.0046,0.0075,0,0.0067,-4.8
198,-0.0015,0.0037,-0.0008,0.0067,-4.9
199,-0.0008,0.003,-0.0015,0.0045,-4.8
200,0.0007,0.0037,-0.0046,0.003,-4.8
201,0.003,0.0045,-0.0053,0.0015,-4.8
202,0.0037,0.0052,-0.0046,0.0007,-4.9
203,0.0045,0.003,0.0007,-0.0008,-5
204,0.0052,-0.0023,0.0007,-0.0015,-4.7
205,0.0045,-0.0053,-0.0015,-0.0046,-5
206,0.0015,-0.0105,-0.0015,-0.006,-4.8
207,-0.0008,-0.0046,-0.003,-0.0015,-4.9
208,0,0.0015,-0.0038,-0.003,-4.9
209,0.0022,-0.0113,-0.0046,-0.0046,-4.9
210,0.0015,-0.0128,-0.0023,-0.003,-5
211,-0.0038,-0.0068,-0.003,-0.0015,-4.8
212,-0.0091,-0.0053,-0.003,-0.0015,-5
213,-0.0053,-0.003,-0.0008,-0.0008,-4.8
214,0.003,0.0022,0,0.0037,-5
215,0.0052,0.006,0.0015,0.0052,-4.9
216,0.003,0.0082,-0.0008,0.0067,-4.8
217,0.0007,0.0082,-0.0008,0.0052,-5
218,0.0007,0.0022,0.0045,0.0052,-4.8
219,0,0,0.0052,0.003,-5
220,0.0015,-0.0015,0.0045,0.0015,-4.8
221,0.0015,-0.0008,0.0082,0.003,-5
222,0.0015,-0.0008,0.009,0.0015,-4.8
223,0,-0.0015,0.0067,0.0015,-5
224,-0.0038,-0.0015,0.0037,-0.0008,-4.9
225,-0.006,-0.0008,0.0052,0.0015,-5
226,-0.003,0.003,0.0052,0.0007,-4.8
227,0.0007,0.003,0.0007,-0.0015,-5
228,0,0.0022,-0.0008,-0.0015,-4.8
229,0.0007,-0.0023,-0.0015,-0.0023,-4.9
230,0.0037,-0.0075,-0.0015,-0.0008,-4.9
231,0.0045,-0.0053,-0.003,0.0015,-5
232,0.0045,-0.0015,-0.003,0.003,-4.8
233,0.003,0,-0.0015,0.0015,-4.8
234,0.0015,-0.0008,-0.0023,0,-4.8
235,0.0007,-0.0008,-0.0015,0.0015,-4.9
236,0,0.0015,0.0015,0.0015,-5
237,0.0007,0.0045,0.0022,0.003,-4.9
238,-0.0008,0.0037,0.0007,0.0022,-5
239,0.003,0,-0.0008,0.0007,-4.9
240,0.0067,-0.0008,-0.0023,0,-5
241,0.003,-0.0015,0.0015,-0.0015,-5
242,-0.003,-0.003,0.0037,-0.0015,-4.9
243,-0.0053,-0.0023,0.0015,0.0022,-4.8
244,-0.0053,-0.0015,-0.0046,0.0022,-4.8
245,-0.0015,0,-0.0105,0.0007,-5.1
246,0.0067,0,-0.0068,0.0015,-4.8
247,0.006,-0.0015,-0.0053,-0.0008,-5
248,0.0015,-0.003,-0.0068,-0.0015,-5
249,-0.0015,-0.0023,-0.0053,-0.0008,-4.9
250,-0.0053,-0.0008,-0.0053,0.0007,-5.1
251,-0.0053,0.0007,-0.0023,0.0015,-4.8
252,-0.0015,0.0015,-0.0015,0.0015,-5.1
253,0.0007,0.0007,-0.0008,0.0022,-4.8
254,0.003,-0.0015,-0.0015,0.0007,-4.8
255,0.0007,-0.0015,0.0007,0.0015,-4.9
256,0,0.0022,0,0.0007,-5
257,0.0007,0.0007,0,-0.0015,-5
258,-0.0083,-0.0046,0.0015,-0.003,-4.9
259,-0.0098,-0.0015,0.0007,-0.0015,-5
260,-0.006,0.0015,-0.0015,0,-5
261,-0.0075,0.0037,-0.0046,0.0015,-5
262,-0.0015,0.003,-0.0023,0.003,-5
263,0.003,0.003,-0.0015,0.0037,-4.9
264,0.0015,0.0015,-0.0023,0.0037,-5
265,0.0015,-0.0008,-0.0015,0.0045,-4.8
266,-0.0008,-0.0068,0.0007,0.0015,-4.8
267,0.0007,-0.0053,0.0045,0.0007,-4.9
268,0.003,0.0052,0.0015,0.0007,-5
269,0.003,0.006,0.0007,0,-5.1
270,0.003,0.0052,0.0015,-0.0008,-4.8
271,0.0022,0.0067,0.0037,0,-5.1
272,0.003,0.0015,0,0.0007,-4.9
273,0.0015,-0.0008,-0.0015,0,-5
274,-0.0015,-0.0038,-0.0008,-0.0023,-5
275,-0.0091,-0.0046,-0.003,-0.0015,-5
276,-0.0075,-0.003,-0.0008,0,-5
277,0.0007,-0.0023,0.0015,0.0007,-5
278,0.003,0.0007,0.0037,-0.0008,-5.1
279,-0.0015,0.0037,0.0007,-0.003,-5
280,-0.0091,0.003,-0.0023,-0.0015,-5.1
281,-0.0075,0.003,0,-0.0015,-5.1
282,-0.003,0.003,-0.0015,0.0007,-4.9
283,-0.0038,0.0022,-0.0023,0.0015,-5
284,-0.0015,-0.0008,-0.0008,0.0007,-5
285,-0.0008,-0.0105,0.0015,-0.003,-5.1
286,0.0022,-0.021,0.0015,-0.0008,-4.9
287,0.0015,-0.0105,-0.0008,0.0045,-5
288,0.0007,0.0067,0,0.009,-5
289,0.0007,0.0082,0.0015,0.0105,-5
290,0.0007,0.0127,0.0007,0.0075,-4.9
291,0.0045,0.0112,0.0022,0.0022,-4.9
292,0.0067,0.0052,0.003,0,-5
293,0.006,0.0052,-0.0015,-0.003,-5
294,0.003,-0.0046,-0.0053,-0.0083,-5
295,0.003,-0.0098,-0.0015,-0.0098,-5
296,0.003,-0.0158,-0.0023,-0.0105,-5
297,0.0015,-0.024,-0.0023,-0.0105,-5
298,0.0007,-0.021,0.0037,-0.0068,-5
299,-0.0023,-0.0128,0.0075,-0.0046,-5
300,-0.0046,-0.021,0.0082,-0.0015,-5.1
301,-0.0053,-0.0128,0.0052,-0.0008,-5
302,-0.0053,0.003,0.0015,-0.0015,-5.1
303,-0.0038,-0.0053,0.0007,-0.0015,-5
304,0,-0.006,0.006,0.003,-5
305,0.0067,0.0052,0.0052,0.0052,-5
306,0.0067,0.0082,0.0007,0.0052,-5.1
307,0.0052,0.0075,0.0015,0.0067,-5
308,0.0022,0.0067,-0.0015,0.0045,-4.9
309,0.0007,0.0067,-0.0046,0.003,-5
310,-0.0008,0.0052,-0.0023,0.0022,-4.8
311,-0.0015,0.003,-0.0023,0.0015,-5
312,0.0015,0.0037,-0.0015,0.0015,-5
313,0.0022,0.003,-0.0046,0.0007,-5
314,0.0007,0.0015,-0.003,0.0015,-5.1
315,0.0015,0.0015,-0.0015,0.0015,-4.9
316,0,0.0015,-0.0023,0.003,-5.1
317,0.0007,0.003,-0.0023,0.0015,-4.9
318,0.0007,0.003,-0.0015,0.0007,-5.1
319,0,0.0052,-0.003,0.0015,-5
320,0.0007,0.0045,-0.0038,0.0007,-5.1
321,0.0007,0.0045,-0.0023,0,-5.1
322,0.0007,0.0052,-0.0008,0.0007,-5
323,0.0007,0.0045,-0.0015,0.003,-5
324,0.0015,0.0075,-0.0015,0.0037,-5.1
325,0.003,0.0067,-0.0008,0.003,-5
326,0.0045,0.0022,0.0015,0.0015,-5
327,0.0052,-0.0015,0.0015,0.0015,-4.8
328,0.0037,-0.0038,0.0007,0.0015,-5
329,0.0015,-0.0046,0.0015,0,-5
330,0.0007,-0.003,0.0015,-0.0008,-5.1
331,-0.0015,-0.0083,0.0015,-0.003,-4.9
332,-0.0015,-0.012,0.0007,-0.003,-5.1
333,-0.0008,-0.003,-0.0015,-0.0008,-5
334,-0.003,0.0015,-0.0023,-0.0023,-5
335,-0.003,-0.0083,-0.0015,-0.003,-5.1
336,-0.003,-0.0083,-0.0008,0.0015,-5
337,-0.0053,-0.003,-0.0008,0.0082,-5.1
338,-0.0075,-0.0015,0.0022,0.0082,-5
339,-0.003,0.006,0.0045,0.0082,-5
340,0.0007,0.0105,-0.0008,0.009,-5.2
341,0.003,0.0097,-0.003,0.0052,-5
342,0.0007,0.0037,-0.003,0.0022,-5.2
343,-0.003,0.0045,-0.0015,0,-5
344,-0.0038,-0.0015,0.0015,-0.0015,-5.2
345,-0.0015,-0.0233,0,-0.006,-5.1
346,-0.0015,-0.0368,-0.003,-0.0091,-5
347,-0.0008,-0.0195,-0.0015,-0.0083,-5
348,-0.003,-0.0046,-0.0015,-0.0068,-4.8
349,-0.0015,-0.006,-0.0046,-0.0038,-5.1
350,-0.0008,0.0045,-0.0038,-0.003,-5
351,-0.006,0.018,-0.003,-0.0023,-5.2
352,-0.003,0.0255,-0.0053,0.003,-4.8
353,0.0037,0.0142,-0.0023,0.0052,-5
354,0.0067,0.0135,0.0015,0.009,-5
355,0.003,0.009,0.0007,0.012,-5.1
356,0.0015,0.003,-0.0046,0.0052,-5
357,0,0.009,-0.0015,0.003,-5
358,-0.0023,0.0052,0.0007,0.0007,-5.1
359,-0.0015,0.0015,-0.0015,-0.0008,-5
360,-0.0015,-0.0143,0.0007,0.0015,-5
361,-0.0015,-0.0203,-0.0008,0.0015,-5.1
362,-0.0023,-0.0105,0.0007,0.0007,-5
363,-0.0015,-0.012,0,-0.0015,-5.1
364,0.0007,-0.012,-0.0015,-0.0015,-5.1
365,0.0007,-0.0091,0.0007,0,-5.2
366,0.0007,-0.0068,-0.0008,0.0007,-5.2
367,-0.0008,-0.0038,-0.0008,0.0022,-5.1
368,-0.0008,-0.0046,-0.0023,0.0015,-5.1
369,-0.0008,-0.0053,0.0007,-0.0008,-5.2
370,0,-0.0046,0.0015,0,-5
371,0.0022,0,0.0007,0.0015,-5
372,0.0007,0.0045,0.003,0.0022,-5
373,-0.0015,0.0067,0.0022,0.003,-5.4
374,-0.0015,0.012,-0.0023,0.0052,-5
375,0,0.012,-0.0015,0.0052,-5.3
376,-0.0008,0.0105,0.0015,0.0037,-4.9
377,-0.0053,0.012,-0.0008,0.0045,-5.2
378,-0.0053,0.003,-0.0008,0.0052,-5
379,-0.0023,-0.0091,-0.003,0.003,-5.1
380,-0.003,0.0007,-0.0038,0.0015,-5.1
381,-0.0008,0.0105,-0.0008,-0.0015,-5
382,0.0015,0.003,0.0007,-0.0053,-5.3
383,-0.0015,-0.0053,0.0045,-0.0105,-4.9
384,-0.0015,-0.024,0.0022,-0.0143,-5.2
385,-0.0008,-0.0233,0.0022,-0.015,-5
386,0.0007,-0.0225,0.0015,-0.0143,-5
387,0.003,-0.0233,0.0015,-0.0098,-5.1
388,0.0007,-0.0105,0.003,-0.0023,-5
389,0.0007,-0.0053,0,0.003,-5.2
390,-0.0008,0.0007,-0.0008,0.0037,-5
391,-0.0008,0.003,0.0007,0.0037,-5.1
392,0.0015,0.003,0.0015,0.003,-5.1
393,0.0007,0.0037,-0.0008,0.003,-5
394,0.003,0.0045,-0.0046,0.003,-5.2
395,0.0045,0.006,-0.0046,0.003,-5
396,0.0045,0.0052,-0.0046,0.003,-5.1
397,0.0052,0.0045,-0.0023,0.0022,-5
398,0.0067,0.0045,-0.0008,0.0015,-5
399,0.0045,0.0045,0.0007,0.003,-5
400,0.0015,0.0052,0,0.0037,-5.1
401,-0.006,0.0067,-0.0015,0.0045,-5.1
402,-0.0075,0.0052,-0.0008,0.0015,-5.2
403,-0.0023,0.0075,-0.003,0.0015,-5
404,-0.0038,0.0067,-0.0038,0.0007,-5.1
405,-0.0015,0.006,-0.0053,0.0007,-5
406,-0.0015,0.0067,-0.0046,0.003,-5.1
407,0.0052,0.0067,0.0015,0.0007,-5
408,0.0307,-0.0023,0.0075,-0.0008,-5.2
409,0.0532,-0.0113,0.009,0,-5
410,0.0495,-0.0053,0.0082,0.0015,-5.1
411,0.0427,0.0037,0.0075,0.0037,-5
412,0.0345,0.0045,0.0037,0.0022,-5
413,0.0217,-0.0023,0.0022,0.0007,-5
414,0.0157,-0.0165,0.0015,-0.0008,-5
415,0.0052,-0.0181,0,0.0015,-5.1
416,0.0007,0,0.0007,0.003,-5
417,-0.0053,0.0022,0,0.003,-5
418,-0.0091,0.0007,-0.003,0.0022,-4.9
419,-0.0098,0.0015,-0.0038,0.0045,-5.2
420,-0.0113,0.0022,-0.0015,0.003,-5.2
421,-0.0098,0.0045,-0.003,0.0007,-5
422,-0.0143,0.0045,-0.003,0.0015,-5
423,-0.0158,0.0015,-0.0038,0,-5
424,-0.0181,0,-0.0038,-0.0008,-5.1
425,-0.021,0.0007,-0.0015,-0.0015,-5.1
426,-0.021,-0.0015,-0.003,-0.0008,-5.2
427,-0.0158,-0.0008,-0.0015,0.0007,-5
428,-0.0083,-0.0068,-0.0015,0.0015,-5
429,-0.0046,-0.0105,0.0007,0.0045,-5.1
430,-0.0046,-0.0023,0.0022,0.0052,-5.1
431,-0.0091,0,0.0015,0.0037,-5
432,-0.0083,0.003,-0.0015,0.003,-5
433,-0.0091,-0.0008,-0.0023,0.0007,-5.1
434,-0.0053,-0.0038,0.0007,-0.0023,-5.2
435,0,0,0.0015,-0.0015,-5
436,-0.0008,0.0015,0,-0.0008,-5
437,-0.003,-0.0068,-0.0023,0.0007,-5
438,-0.0053,-0.012,-0.003,0.0045,-5.1
439,-0.0053,0.0022,-0.0015,0.006,-5.1
440,-0.006,0.0157,0,0.0067,-5
441,-0.0068,0.015,0.0007,0.0075,-5.2
442,-0.0083,0.0195,-0.0008,0.009,-5
443,-0.0083,0.018,-0.0008,0.0067,-5.1
444,-0.0091,0.0067,-0.0008,-0.0015,-5
445,-0.0091,-0.0135,0,-0.0113,-5.1
446,-0.0083,-0.0233,0.0007,-0.0128,-5
447,-0.006,-0.012,-0.0008,-0.0091,-5
448,-0.0038,-0.0008,-0.0015,-0.0098,-5.2
449,-0.0015,0.0022,-0.0015,-0.0083,-5.1
450,-0.0008,0.003,-0.0023,-0.003,-5.1
451,-0.0008,-0.0015,-0.003,-0.003,-5.1
452,-0.0008,-0.0128,-0.0046,0,-5.1
453,-0.0008,-0.0083,-0.0046,0.0127,-5.4
454,-0.0015,0.012,-0.0038,0.0172,-5.1
455,-0.0008,0.0112,-0.0023,0.012,-5.3
456,-0.0015,0.0082,-0.0046,0.0045,-5
457,-0.0015,0.018,-0.0038,-0.0038,-5.2
458,-0.003,0.0187,-0.0023,-0.0105,-5
459,-0.0023,0.0157,-0.0038,-0.0128,-5.2
460,-0.0023,-0.0128,-0.0046,-0.0173,-5.2
461,-0.0015,-0.0495,-0.0038,-0.0165,-5.1
462,-0.0015,-0.0555,-0.0015,-0.0046,-5.2
463,-0.003,-0.0443,-0.0015,0.0067,-5
464,-0.0068,-0.0458,-0.003,0.0112,-5.2
465,-0.0091,-0.0233,-0.003,0.0112,-5.2
466,-0.0038,0.0045,-0.003,0.0052,-5.2
467,0,0.015,-0.0008,0.003,-5.1
468,0,0.0345,0.003,0.0052,-5.1
469,0,0.0262,0.0007,0.009,-5.2
470,0.0007,0.0165,0,0.0082,-5.1
471,0.0015,0.0105,0,0.0007,-5.2
472,0.0015,-0.0105,-0.0015,-0.006,-5.1
473,0,-0.021,-0.0008,-0.003,-5.2
474,0.0022,0.0022,-0.0008,0.0007,-5.2
475,0.003,0.03,0.0007,-0.0008,-5
476,0.0022,0.03,0.003,0.0045,-5.3
477,0.0022,0.033,0.0015,0.0082,-5.1
478,0.0015,0.012,-0.0008,0.0045,-5.2
479,0.0007,-0.0195,0.0007,-0.0008,-5.2
480,0.0045,-0.0218,0.0015,-0.0015,-5.2
481,0.003,-0.003,0.0015,-0.0053,-5
482,0.0015,0.003,0.0015,-0.0068,-5
483,0.0007,-0.0068,0,-0.0023,-5.2
484,0.0022,-0.0008,0.0007,0.0052,-5.2
485,0.0015,0.0052,0,0.0105,-5.1
486,-0.0008,0.009,-0.0008,0.009,-5.2
487,-0.0015,0.0037,0.0007,0.0052,-5.1
488,-0.0015,-0.0053,0.0007,-0.0008,-5.3
489,-0.0008,-0.0083,-0.0008,-0.0068,-5
490,0,-0.0053,-0.0015,-0.0113,-5.4
491,0.0015,-0.0053,-0.0008,-0.012,-5
492,0,-0.0105,0,-0.0098,-5.2
493,-0.0015,-0.0143,0.0007,-0.0075,-5.2
494,-0.0008,-0.0195,0.0015,-0.0046,-5.2
495,0.0015,-0.0068,0.0015,-0.0008,-5.2
496,0.0015,0.0015,0.0007,0.0015,-5.1
497,0.0015,0.003,-0.0008,0.0045,-5.2
498,0.003,0.0067,0.0015,0.0045,-5.2
499,0.0007,0.0075,0.003,0.0075,-5.2
500,0.0022,0.0097,0.0007,0.0067,-5.2
501,0.0015,0.0082,0.0007,0.006,-5.2
502,0.0007,0.0052,0,0.0052,-5.3
503,0.0007,0.0007,-0.0015,0.0015,-5.2
504,-0.0008,-0.0046,-0.0015,-0.0015,-5.3
505,0,-0.0105,-0.0023,-0.0015,-5.1
506,-0.0008,-0.0083,0,0.0007,-5.4
507,0,-0.0008,0.003,0.0007,-5.2
508,0.0007,-0.003,0.0015,0.0022,-5.2
509,-0.0008,-0.0015,0.0015,0.0015,-5.3
510,-0.0015,-0.0015,0.0007,0.0007,-5.1
511,-0.0008,0.0015,-0.0015,0.0015,-5.4
