@relation aden-lower-limb

@attribute time-index integer
@attribute Recto-Femoral real
@attribute Biceps-Femoral real
@attribute Vasto-Medial real
@attribute EMG-Semitendinoso real
@attribute Flexo-Extension real

@data
198,0.0127,-0.0113,0.0112,-0.0203,-12.4
199,0.0195,-0.0181,0.0165,-0.0195,-12.5
200,0.0127,-0.0263,0.0127,-0.0218,-12.2
201,0.0105,-0.021,0.0112,-0.0308,-12.2
202,0.003,0.0022,0.0052,-0.0443,-12.3
203,0.0022,0.0232,-0.0188,-0.0585,-12.1
204,0.0262,0.0285,-0.0256,-0.0713,-12.2
205,0.0352,0.027,-0.0263,-0.0728,-11.9
206,0.036,0.0202,-0.0195,-0.0638,-12.2
207,0.0142,0.012,-0.024,-0.0518,-11.8
208,-0.0128,-0.003,-0.0458,-0.0398,-11.9
209,-0.0218,-0.0158,-0.0495,-0.0233,-11.7
210,-0.0383,-0.0181,-0.06,0.0015,-11.5
211,-0.006,-0.0098,-0.0533,0.0532,-11.7
212,0.0322,0.0052,0.0037,0.114,-11.4
213,0.006,0.0015,0.048,0.1515,-11.5
214,-0.0233,-0.0091,0.048,0.1725,-11.2
215,-0.015,-0.0135,0.048,0.1747,-11.3
216,0.0022,-0.015,0.0465,0.1635,-11.2
217,0.0217,-0.0083,0.0307,0.1522,-11
218,0.0352,-0.0023,0.015,0.1372,-11.1
219,0.0285,0.0045,-0.0046,0.1252,-11.1
220,0.0307,0.018,0.0007,0.1125,-11.1
221,0.0292,0.0165,0.0067,0.0975,-10.8
222,0.0277,0.0105,-0.0008,0.087,-11
223,0.0195,0.009,-0.0091,0.0765,-10.9
224,0.009,0.0075,-0.0263,0.0615,-10.8
225,0.0082,0.003,-0.0218,0.0547,-10.8
226,0.0015,-0.006,-0.0128,0.0502,-10.8
227,-0.0353,-0.0128,-0.0143,0.0397,-10.7
228,-0.0968,-0.0135,-0.027,0.0285,-10.7
229,-0.0975,-0.015,-0.0361,0.018,-10.5
230,-0.063,-0.0188,-0.0181,0.009,-10.4
231,-0.0353,-0.0165,-0.0188,0.0037,-10.4
232,-0.0225,-0.0128,-0.03,-0.0091,-10.5
233,-0.0293,-0.0068,-0.0165,-0.0293,-10.3
234,0.0075,0.0052,-0.0083,-0.042,-10.4
235,0.0315,0.0105,-0.0105,-0.048,-10.2
236,0.039,0.0105,-0.003,-0.0555,-10.2
237,0.0412,0.0067,-0.003,-0.0608,-10.1
238,0.0195,-0.0015,0.0105,-0.0623,-9.9
239,0.015,-0.0046,0.0262,-0.06,-10
240,0.009,-0.0091,0.0172,-0.0615,-9.9
241,-0.0015,-0.0135,0.0187,-0.0645,-9.8
242,-0.0218,-0.0075,0.0337,-0.0615,-9.9
243,-0.0353,0.0052,0.0502,-0.0518,-9.7
244,-0.0533,0.015,0.0472,-0.0413,-9.8
245,-0.0615,0.0165,0.0315,-0.033,-9.6
246,-0.0323,0.0142,0.0337,-0.0315,-9.7
247,-0.0181,0.0075,0.0217,-0.0375,-9.6
248,-0.0128,0,-0.027,-0.0488,-9.6
249,0.0045,-0.0068,-0.0593,-0.0555,-9.6
250,0,-0.0105,-0.0458,-0.0578,-9.4
251,-0.0233,-0.0128,-0.0405,-0.0555,-9.4
252,-0.048,-0.0218,-0.0458,-0.0503,-9.3
253,-0.0743,-0.0233,-0.0323,-0.0383,-9.5
254,-0.0773,-0.0158,-0.0181,-0.0233,-9.2
255,-0.0443,-0.0053,0.012,-0.0098,-9.3
256,-0.0046,0.0195,0.0397,0.0015,-9.1
257,0.0157,0.0315,0.0397,0.003,-9
258,0.039,0.0247,0.0285,0.0007,-9.1
259,0.0652,0.0232,0.0315,0.0007,-8.9
260,0.0765,0.0135,0.0345,-0.003,-9
261,0.0712,0.012,0.0105,-0.0008,-9
262,0.0585,0.0067,-0.0128,0.0067,-9
263,0.0435,-0.0008,-0.0015,0.0105,-8.8
264,0.0367,0.003,0.0105,0.003,-8.7
265,0.0412,-0.0068,-0.0068,-0.0075,-9
266,0.027,-0.0113,-0.0158,-0.0091,-8.6
267,0.009,-0.0128,-0.0098,-0.0181,-8.8
268,-0.0233,-0.0203,-0.0038,-0.0225,-8.6
269,-0.0675,-0.0256,-0.012,-0.0233,-8.6
270,-0.0871,-0.0315,-0.033,-0.0256,-8.6
271,-0.075,-0.0248,-0.0278,-0.0165,-8.5
272,-0.03,0.003,0.0105,-0.0046,-8.5
273,0.006,0.024,0.0442,0.0015,-8.5
274,0.0517,0.018,0.0427,0,-8.3
275,0.084,0.0112,0.036,-0.0008,-8.3
276,0.0712,0.0045,0.033,-0.0038,-8.2
277,0.0532,0.0037,0.0277,-0.0008,-8.3
278,0.0255,0.0142,0.015,0.0067,-8.1
279,0.0142,0.0165,0.009,0.0105,-8.2
280,0.0097,0.0082,0.0045,0.0127,-7.9
281,0.0105,0.0015,-0.0023,0.012,-8
282,0.0217,-0.0015,-0.003,0.0127,-7.8
283,0.0195,-0.0053,0.0015,0.0082,-8.1
284,0.009,-0.0075,0.0052,0.003,-7.9
285,-0.0278,-0.0143,0.0135,0.0135,-7.7
286,-0.0218,-0.0143,0.0262,0.018,-7.7
287,0.039,-0.0091,0.0075,0.0105,-7.9
288,0.0465,-0.0098,-0.0278,0.0052,-7.7
289,0.0195,-0.015,-0.0495,-0.0038,-7.7
290,-0.0203,-0.0203,-0.0436,-0.0181,-7.8
291,-0.0533,-0.0083,-0.0428,-0.0225,-7.9
292,-0.039,0.0142,-0.0578,-0.027,-7.5
293,-0.027,0.018,-0.0256,-0.0263,-7.6
294,-0.0263,0.0142,0.0127,-0.0158,-7.3
295,-0.0113,0.0105,0.0217,-0.0143,-7.7
296,0.0082,0.0045,0.024,-0.021,-7.5
297,0.0532,0.003,0.024,-0.0263,-7.3
298,0.0967,0.006,0.0225,-0.0278,-7.3
299,0.048,0.0097,0.0045,-0.0233,-7.2
300,-0.0068,0.0037,-0.0233,-0.0113,-7.3
301,-0.0323,-0.0015,-0.042,-0.0023,-7.2
302,-0.0495,-0.0023,-0.0375,0.015,-7.3
303,-0.033,-0.0038,0.0082,0.033,-7.1
304,-0.0436,-0.0128,0.0285,0.0442,-7
305,-0.0608,-0.0225,-0.0053,0.0592,-7.1
306,-0.0615,-0.0143,-0.0353,0.0727,-7
307,-0.0413,-0.0083,-0.066,0.084,-7
308,0.003,0,-0.0638,0.09,-6.9
309,0.0247,0.0015,-0.042,0.0877,-6.9
310,0.0105,-0.006,-0.039,0.0802,-7
311,0.003,-0.0128,-0.0315,0.0712,-6.8
312,0.0195,-0.0128,-0.012,0.0607,-6.8
313,0.0165,-0.0068,0.0165,0.054,-6.8
314,0,-0.0023,0.024,0.0457,-6.8
315,0.0015,0.0045,0.0405,0.0375,-6.6
316,0.0405,0.0007,0.0577,0.0367,-6.7
317,0.069,0.0157,0.057,0.0375,-6.7
318,0.0607,0.0277,0.0652,0.0315,-6.5
319,0.042,0.012,0.0615,0.0202,-6.6
320,0.0307,0.0067,0.0307,0.0112,-6.5
321,0.0262,0.0105,-0.0105,0.003,-6.6
322,0.006,0.0075,-0.0263,-0.012,-6.6
323,-0.0173,0.0007,-0.0285,-0.024,-6.3
324,-0.0398,-0.003,-0.0203,-0.0256,-6.8
325,-0.063,-0.003,-0.015,-0.021,-6.4
326,-0.0548,-0.0008,-0.0143,-0.0158,-6.7
327,-0.0293,-0.003,-0.0098,-0.012,-6.4
328,-0.0068,-0.012,-0.0218,-0.0023,-6.5
329,-0.0053,-0.0128,-0.0263,0.0112,-6.4
330,-0.0256,-0.0015,-0.027,0.018,-6.4
331,-0.0405,-0.0015,-0.0263,0.021,-6.3
332,-0.0405,-0.0113,-0.0338,0.027,-6.3
333,-0.045,-0.003,-0.0428,0.0442,-6.4
334,-0.0398,0.0015,-0.0173,0.0622,-6
335,0.0067,0.0045,0.0367,0.0727,-6.2
336,0.033,0.0052,0.054,0.0765,-6.2
337,0.0562,0.0105,0.0202,0.0765,-6.2
338,0.0795,0.0135,0.0315,0.066,-6.2
339,0.0547,-0.003,0.072,0.0465,-5.9
340,0.0097,-0.0173,0.0555,0.0255,-6.2
341,-0.0518,-0.027,0.0052,0.0052,-6
342,-0.0743,-0.027,-0.0293,0.0015,-6.2
343,-0.0383,-0.0091,-0.0346,0.0052,-6
344,-0.0068,0.0015,0.006,0.0015,-5.9
345,0.0037,-0.0053,0.024,-0.0083,-6.2
346,-0.0075,0.003,-0.006,-0.0135,-5.9
347,-0.003,0.0157,-0.0293,-0.0218,-6.1
348,-0.003,0.0075,-0.0248,-0.033,-5.9
349,0.0075,-0.003,0.009,-0.033,-6
350,-0.0015,-0.0128,0.0097,-0.0323,-5.9
351,-0.063,-0.0091,-0.0008,-0.0315,-6
352,-0.0548,0.0135,-0.012,-0.024,-5.8
353,0.0007,0.0225,-0.0293,-0.0181,-5.8
354,0.0322,0.012,-0.0691,-0.0165,-5.9
355,0.0555,0.0097,-0.0713,-0.0203,-5.9
356,0.0682,0.0067,0.0127,-0.0315,-5.9
357,0.066,0.003,0.0315,-0.042,-5.9
358,0.0472,-0.0023,0.027,-0.048,-5.8
359,0.0255,-0.0068,0.051,-0.048,-5.8
360,0.0195,-0.0023,0.042,-0.0495,-5.6
361,-0.0083,-0.003,0.0285,-0.0533,-5.8
362,-0.0525,0.0075,0.0202,-0.0443,-5.5
363,-0.0443,0.0277,0.0277,-0.0338,-5.7
364,-0.0203,0.0195,0.033,-0.033,-5.7
365,0.0165,0.0075,0.0315,-0.0308,-5.6
366,0.0442,-0.006,0.0052,-0.0323,-5.7
367,-0.0233,-0.0173,-0.0293,-0.0361,-5.6
368,-0.063,-0.0105,-0.0495,-0.0346,-5.5
369,-0.0248,-0.0091,-0.0668,-0.033,-5.6
370,-0.0038,-0.0165,-0.0593,-0.0308,-5.5
371,0.018,-0.0181,-0.0511,-0.0233,-5.5
372,0.0292,-0.0165,-0.0188,-0.0181,-5.4
373,0.012,-0.0218,0.0225,-0.0195,-5.4
374,-0.006,-0.0278,0.0405,-0.024,-5.4
375,-0.024,-0.0233,0.0637,-0.0225,-5.4
376,-0.024,0,0.0652,-0.0098,-5.4
377,0.0037,0.0277,0.0427,0.003,-5.4
378,0.0375,0.042,0.0307,0.0097,-5.4
379,0.0495,0.0345,0.0315,-0.0015,-5.3
380,0.0382,0.0135,0.033,-0.012,-5.4
381,0.0277,0.0142,0.0307,-0.0098,-5.2
382,0.0232,0.009,0.0277,-0.0091,-5.4
383,0.0052,0.0067,0.027,-0.0105,-5.1
384,-0.0346,0.006,0.0067,-0.0218,-5.2
385,-0.0668,-0.0053,-0.0256,-0.0293,-5.3
386,-0.057,-0.0105,-0.0405,-0.0315,-5.2
387,-0.0383,-0.0165,-0.054,-0.0293,-5.4
388,-0.0218,-0.0165,-0.0795,-0.021,-5.1
389,-0.0046,-0.0098,-0.0915,-0.012,-5.3
390,-0.0023,0.009,-0.0645,-0.0015,-5.2
391,0.0067,0.018,-0.0353,-0.003,-5
392,0.0015,0.006,-0.0188,-0.0135,-5.3
393,-0.0691,-0.0105,-0.0143,-0.021,-5
394,-0.1305,-0.0143,-0.0203,-0.0098,-5.3
395,-0.0953,-0.0053,-0.0256,0.0015,-5
396,-0.0158,-0.0091,-0.0105,0.003,-5.2
397,0.0367,-0.0135,0.0292,0.009,-5
398,0.0577,-0.0195,0.0352,0.012,-5.1
399,0.069,-0.0165,0.0345,0.0277,-5
400,0.0862,-0.006,0.0375,0.0435,-5
401,0.1132,-0.0015,0.0247,0.048,-4.9
402,0.1125,0.003,0.0202,0.0495,-5
403,0.063,-0.0015,0.0127,0.0457,-5
404,0.0127,0,0.0157,0.0345,-5
405,0.0015,0.0075,0.0052,0.0262,-4.9
406,0.0142,-0.0046,-0.0248,0.0165,-5.1
407,0.0045,-0.0075,-0.0533,0.0105,-5
408,-0.0173,0.003,-0.0795,0.006,-5.1
409,-0.0165,0,-0.063,-0.0046,-5
410,0.0052,-0.0105,-0.0083,-0.0143,-5
411,0.0285,-0.0195,0.0225,-0.027,-4.9
412,-0.0075,-0.0218,0.006,-0.03,-5
413,-0.0863,-0.0128,-0.0293,-0.024,-5
414,-0.12,-0.0105,-0.0518,-0.024,-4.9
415,-0.1021,0.0037,-0.006,-0.015,-5
416,-0.0683,0.0187,0.0292,-0.0158,-5
417,-0.0436,0.0217,-0.0143,-0.0128,-5
418,-0.0083,0.0442,-0.012,-0.006,-4.9
419,0.0157,0.0232,0.06,-0.0188,-4.8
420,0.024,0.0045,0.1237,-0.0203,-5
421,0.054,0.0052,0.1155,-0.0248,-4.8
422,0.0577,-0.0053,0.0802,-0.0285,-4.9
423,0.033,0.0075,0.0652,-0.027,-4.9
424,0.0097,-0.0053,0.0135,-0.039,-4.8
425,-0.0248,-0.015,-0.003,-0.0398,-5
426,-0.045,-0.0046,-0.0083,-0.033,-5
427,-0.0398,0.0037,-0.027,-0.027,-5
428,-0.0195,-0.0023,-0.03,-0.0256,-4.8
429,0.009,-0.0105,-0.0668,-0.0278,-5
430,0.0315,-0.0143,-0.0788,-0.0256,-4.8
431,0.036,-0.0143,-0.0495,-0.027,-5
432,0.0307,-0.0098,0.0037,-0.0218,-5
433,0.0262,-0.0091,0.0142,-0.0135,-5
434,0.0142,0.003,-0.0128,-0.012,-4.9
435,-0.0046,0,-0.0195,-0.0105,-5
436,-0.0158,0.006,-0.0263,-0.0015,-5
437,-0.0128,0.0277,-0.0263,0.0037,-5
438,-0.0046,0.018,-0.0383,-0.006,-4.9
439,0.0232,-0.0053,-0.003,-0.0225,-4.8
440,0.024,-0.0173,0.0367,-0.03,-4.8
441,-0.012,-0.0135,0.0105,-0.024,-5
442,-0.0353,-0.0091,-0.0015,-0.0165,-4.8
443,-0.0608,-0.0068,-0.0091,-0.0113,-5
444,-0.0743,-0.006,-0.0278,-0.012,-5
445,-0.0361,-0.0053,-0.0315,-0.0113,-5
446,0.0225,-0.003,-0.0075,-0.0083,-5
447,0.0862,-0.003,0.0285,-0.0083,-4.9
448,0.1222,0.0037,0.0382,-0.0046,-5
449,0.0885,0,0.0112,-0.0046,-5
450,0.0562,0.009,-0.0165,0,-5
451,0.018,0.0157,-0.0128,0.0022,-5.1
452,-0.0068,-0.0015,0.0067,-0.003,-4.8
453,0.009,-0.0046,0.0405,-0.0023,-5
454,0.0082,-0.0053,0.0615,-0.0113,-4.9
455,0.0067,0.0015,0.0675,-0.0128,-4.9
456,0.018,0.0007,0.045,-0.0068,-4.9
457,0.0142,-0.0008,0.0112,0.0052,-4.8
458,0.024,0.024,0.012,0.024,-5.1
459,0.0487,0.0232,-0.0188,0.0217,-5
460,0.018,0.0142,-0.0578,0.027,-5.1
461,-0.0143,0.0067,-0.0803,0.0262,-4.9
462,-0.0638,-0.0181,-0.0863,0.0105,-5
463,-0.1583,-0.0375,-0.0691,-0.003,-4.9
464,-0.1913,-0.0315,-0.039,-0.0046,-5
465,-0.1898,-0.0195,-0.0008,0.0075,-5
466,-0.1478,-0.0195,0.0037,0.018,-5
467,-0.048,-0.0015,-0.0046,0.0397,-5.1
468,0.0052,0.0225,0.024,0.0525,-4.9
469,0.0262,0.033,0.0705,0.054,-5
470,0.0315,0.021,0.1185,0.054,-5.1
471,0.0315,0.0067,0.147,0.039,-5
472,0.0832,0.0082,0.1402,0.024,-5
473,0.1117,0.0052,0.108,0.0127,-4.9
474,0.102,0.0037,0.0735,0.0105,-5.2
475,0.0825,0.0052,0.0465,0.0142,-5
476,0.0472,0.0045,0.0127,0.015,-5
477,0.0157,0.0015,-0.0323,0.0052,-5.2
478,-0.0023,-0.0046,-0.0765,0.0007,-5
479,-0.0008,-0.0143,-0.129,0,-5.2
480,-0.0218,-0.0233,-0.1613,-0.0091,-5.1
481,-0.0765,-0.0256,-0.159,-0.0068,-5.1
482,-0.0945,-0.0195,-0.1463,-0.0105,-5.2
483,-0.0525,0,-0.0856,-0.0046,-5
484,0.009,0.0165,0.0015,0.0097,-5.1
485,0.045,0.0232,0.0315,0.0075,-4.9
486,0.0547,0.015,0.0502,0.0067,-5.3
487,0.0517,0.0112,0.0825,0.0015,-4.9
488,0.033,0.018,0.0712,-0.0015,-5.2
489,0.027,0.006,0.0502,-0.006,-5
490,0.021,-0.0008,0.0315,-0.0128,-5.2
491,-0.0105,-0.0046,0.0202,-0.0113,-5.2
492,-0.0323,-0.0165,0.0105,-0.0143,-5
493,-0.0465,-0.0225,-0.0233,-0.0135,-5.3
494,-0.0593,-0.0218,-0.0495,-0.0091,-5
495,-0.0615,-0.0075,-0.06,-0.003,-5.1
496,-0.0623,0.0052,-0.0495,-0.0008,-5.3
497,-0.0323,0.0015,-0.0368,-0.0113,-5.1
498,0.0142,0.0007,-0.03,-0.0091,-5.2
