@relation EMGP—clapping-n

@attribute time-index integer
@attribute ch1 integer
@attribute ch2 integer
@attribute ch3 integer
@attribute ch4 integer
@attribute ch5 integer
@attribute ch6 integer
@attribute ch7 integer
@attribute ch8 integer

@data
356,147,55,71,-19,-88,22,-27,-211
357,220,120,55,5,-130,40,-40,-202
358,146,67,100,36,-147,5,-61,-195
359,-4,-22,98,30,-139,-3,-55,-154
360,-31,-55,52,10,-102,20,-106,-32
361,2,-74,164,-47,-99,27,-63,-19
362,-6,16,328,-6,-103,31,-65,155
363,-23,78,215,-5,-10,1,-55,329
364,-69,60,19,-15,40,-16,5,314
365,-80,40,-145,1,64,-13,-15,-21
366,-79,10,-450,23,32,-26,10,-291
367,-116,17,-579,30,61,-25,22,-294
368,-154,-43,-507,12,112,-36,59,-608
369,-116,-65,-427,16,88,-11,80,-832
370,-25,4,-242,-10,85,-8,46,-334
371,-5,-30,-70,-14,52,9,11,31
372,-1,-43,-68,4,34,23,-21,-13
373,-3,-26,81,-15,-31,28,-36,176
374,-19,6,130,-27,-32,36,-71,163
375,-18,79,150,-6,-41,46,-94,251
376,-46,73,203,-20,-30,67,-108,349
377,-67,46,134,-49,14,36,-98,340
378,-27,-30,130,-64,25,42,-86,434
379,12,-79,101,-95,79,56,-97,475
380,29,-91,98,-32,79,43,-87,632
381,11,-87,30,-30,94,26,-81,747
382,-19,-29,42,-56,103,38,-84,882
383,0,-24,89,-14,106,47,-107,927
384,27,-25,1,-4,150,58,-75,827
385,59,-44,-44,9,139,86,-66,666
386,48,-3,-16,48,135,55,-36,409
387,41,-6,11,75,146,56,14,434
388,13,5,30,81,158,61,29,426
389,-45,36,17,64,161,50,95,361
390,-82,-1,22,34,167,55,124,593
391,-148,19,24,23,112,46,89,681
392,-130,10,0,35,67,41,62,621
393,-114,-18,26,49,60,52,58,621
394,-127,-22,28,5,62,47,72,581
395,-98,8,-3,12,82,15,72,554
396,-44,-8,-42,10,68,15,114,513
397,-1,-52,-24,-1,111,15,128,475
398,-16,-28,-30,46,130,10,130,387
399,-39,-10,-28,14,112,14,172,274
400,-37,12,28,25,112,43,202,212
401,-6,18,19,2,180,19,201,206
402,-11,-1,44,6,222,8,192,140
403,4,-1,27,55,243,33,221,81
404,-5,40,-49,25,259,21,209,47
405,-10,52,-74,26,296,12,172,-35
406,-31,56,-49,16,335,-10,107,-100
407,-87,97,-66,-5,249,-13,53,-192
408,-51,87,-74,-28,259,1,36,-217
409,-39,108,-84,-34,192,12,-18,-257
410,-64,113,-27,-15,110,10,-68,-310
411,-15,63,62,-35,123,10,-109,-313
412,21,18,35,-30,71,17,-178,-271
413,-38,11,-44,-20,9,-8,-259,-366
414,-4,4,-87,-21,18,-1,-327,-421
415,30,-8,-64,-12,21,-1,-373,-409
416,-49,13,-80,6,-59,4,-331,-464
417,-18,-14,-95,-16,-60,10,-277,-362
418,19,-45,-173,-34,-43,14,-255,-341
419,20,-51,-141,-61,-56,23,-255,-386
420,15,-35,109,-15,-93,58,-277,-370
421,54,-74,543,34,-150,56,-311,-343
422,54,-71,889,-2,-143,12,-382,-350
423,-4,-20,801,-1,-180,29,-487,-366
424,4,-4,562,-16,-184,8,-613,-370
425,-36,98,11,-5,-93,9,-809,-390
426,-49,72,-182,4,-91,19,-1071,-421
427,-56,21,40,2,-144,10,-1250,-458
428,-81,60,-36,-6,-168,38,-1323,-360
429,-60,44,-368,-45,-195,42,-1323,-211
430,-16,71,-726,-85,-158,15,-1397,-246
431,1,72,-1101,-68,-148,29,-1589,-288
432,27,58,-1227,-22,-149,50,-1877,-244
433,61,-12,-1042,-28,-223,41,-2210,-370
434,40,-95,-881,0,-189,42,-2508,-440
435,24,-48,-641,28,-103,27,-2855,-307
436,-5,-42,-364,18,-223,31,-3082,-316
437,-42,-2,-141,18,-259,37,-3212,-492
438,-66,40,-64,-49,-220,28,-3171,-513
439,-87,83,178,-38,-188,49,-2781,-262
440,-68,111,275,-16,-130,45,-1974,-244
441,15,78,296,-17,-81,48,-998,-458
442,82,99,397,50,-58,52,-251,-708
443,77,140,290,41,-42,49,189,-622
444,136,160,23,51,1,42,226,-370
445,123,108,109,65,-23,43,-86,-447
446,35,21,349,25,2,32,-536,-439
447,-58,-14,256,34,96,37,-1005,-259
448,-155,-66,269,41,101,45,-1314,-297
449,-146,-106,201,27,86,27,-1397,-294
450,-150,-86,213,16,80,15,-1231,-163
451,-154,-77,301,1,43,53,-631,-145
452,-80,-48,402,-19,21,73,807,2
453,9,-51,393,-34,71,51,3075,-5
454,62,-72,272,-69,79,47,4000,34
455,100,-43,306,-85,94,38,4000,225
456,86,-88,272,-101,101,48,4000,312
457,55,-92,256,-93,7,48,4000,304
458,20,-85,162,-36,38,50,4000,302
459,-20,-92,-49,-32,51,44,4000,259
460,5,-12,-255,-14,-1,38,4000,66
461,14,11,-317,10,31,36,4000,-101
462,37,4,-383,4,11,54,4000,40
463,31,4,-155,-8,-38,45,4000,426
464,28,-5,100,-8,-91,39,4000,396
465,42,28,51,-9,-90,27,3555,361
466,-14,-2,183,-31,-127,37,2823,373
467,-40,10,715,-15,-148,44,1995,318
468,-41,24,1485,-18,-122,16,1200,473
469,-12,4,1159,-26,-110,23,506,469
470,36,14,361,-25,-98,8,-93,353
471,51,-21,-38,-54,-99,24,-549,251
472,-4,4,-625,-36,-109,13,-892,142
473,-76,42,-909,-37,-158,2,-1172,-72
474,-87,38,-1093,-71,-142,-15,-1457,-138
475,-78,16,-1158,-102,-110,-6,-1690,124
476,-45,-30,-1101,-107,-90,10,-1848,251
477,2,-71,-776,-44,-53,-22,-1877,238
478,28,-68,-373,14,-30,22,-1783,276
479,-22,-26,-221,37,14,0,-1592,322
480,-23,6,-52,49,36,-9,-1337,369
481,-58,38,243,-2,66,4,-1032,369
482,-62,56,475,-76,89,19,-745,324
483,-14,59,478,-79,101,41,-414,326
484,5,-12,490,-64,113,-11,-100,296
485,107,-91,488,-77,133,6,97,258
486,67,-66,549,-92,143,20,216,216
487,15,-13,354,-60,114,6,141,129
488,19,7,191,-41,123,8,-113,82
489,0,14,777,-36,128,16,-489,94
490,-12,-15,1442,0,188,25,-878,90
491,-17,-11,1062,27,182,34,-1266,74
492,15,29,154,34,175,40,-1635,117
493,11,10,-620,43,218,20,-1853,85
494,-19,10,-1353,32,209,32,-2056,65
495,-44,16,-1665,-65,217,25,-2143,34
496,-40,13,-1673,-141,235,36,-2127,15
497,-29,45,-1553,-98,272,24,-2042,10
498,-36,54,-1292,-36,277,14,-1962,-47
499,-25,36,-803,-13,253,20,-1817,-41
500,-3,32,-509,21,237,21,-1684,-38
501,2,37,-198,26,233,16,-1551,-56
502,13,-5,126,-26,245,2,-1377,-81
503,12,-30,337,-14,253,20,-1232,-61
504,24,-9,297,18,207,21,-1124,-71
505,28,-15,168,63,204,12,-1057,-154
506,16,23,658,50,188,1,-1058,-109
507,12,5,728,7,155,21,-1095,-2
508,10,-33,801,16,153,21,-1172,-25
509,31,11,866,-20,110,24,-1256,7
510,11,18,777,-46,118,23,-1262,121
511,0,4,931,-49,86,17,-1263,196
512,-1,15,960,-74,55,30,-1197,10
513,-18,13,622,-69,77,27,-1063,-164
514,-67,2,102,-53,49,22,-939,-66
515,-20,-20,-70,-50,28,6,-840,-124
516,-6,-8,-218,-19,30,31,-745,-109
517,-28,1,-305,-20,28,20,-657,-166
518,0,-16,-470,7,0,2,-638,-350
519,-16,12,-572,40,7,4,-590,-219
520,-30,-3,-563,-2,11,3,-530,4
521,-42,-12,-437,-15,-7,18,-519,117
522,-3,19,-162,-5,-6,17,-506,206
523,27,4,-220,25,-16,7,-501,238
524,90,-8,122,28,-2,6,-467,149
525,137,-22,914,-4,15,13,-454,16
526,97,-68,2140,-69,26,-8,-424,-334
527,26,-70,2396,-76,52,4,-420,-744
528,-76,-51,982,-18,31,31,-394,-606
529,-87,-39,23,-1,51,-3,-315,-370
530,-101,12,-967,-18,82,-7,-264,-297
531,-140,9,-1854,-34,23,5,-183,-125
532,-128,2,-2126,-24,32,-15,-120,117
533,-110,-5,-1872,20,41,29,-81,247
534,-7,5,-1476,56,13,37,-80,78
535,228,34,-1297,22,-15,23,-74,-281
536,315,47,-529,50,-37,38,-53,-545
537,159,40,205,56,-40,30,-58,-401
538,25,21,439,15,-63,31,-74,-48
539,-146,1,514,67,-64,34,-30,216
540,-272,-59,533,35,-62,41,-35,202
541,-309,-72,451,-6,-38,28,-33,-37
542,-345,-76,332,-21,-38,35,-35,-27
543,-279,-25,328,-36,-37,25,-71,235
544,-192,67,374,-34,-44,30,-85,198
545,-171,72,316,-72,-48,34,-151,105
546,-123,74,262,-40,-25,43,-153,53
547,-100,66,234,-47,-29,61,-174,-64
548,-40,65,313,-61,-56,14,-219,12
549,50,47,387,-24,-68,0,-221,199
550,55,-19,246,-30,-68,-10,-214,283
551,172,-12,242,-40,-120,4,-204,222
552,277,44,516,-42,-128,-3,-153,202
553,287,52,606,-25,-120,-15,-135,174
554,237,25,337,-1,-136,19,-159,196
555,234,-5,19,-11,-126,8,-154,191
556,212,-30,-311,-42,-135,22,-161,182
557,128,-39,-393,-5,-150,38,-139,199
558,40,-51,-515,23,-147,24,-97,195
559,-79,-32,-375,43,-129,24,-67,251
560,-132,15,-156,36,-127,32,-5,269
561,-146,-4,-376,-9,-118,9,61,373
562,-168,-2,-241,24,-99,6,109,341
563,-96,-11,-163,48,-68,10,193,230
564,-26,-16,-236,29,-69,-9,246,144
565,-2,14,-350,22,-54,4,311,-136
566,16,27,-290,9,-33,10,380,-403
567,-17,81,402,23,-38,8,469,-454
568,-43,82,742,-19,-18,16,557,-136
569,-78,75,331,-57,0,34,571,70
570,33,82,-89,4,6,34,607,31
571,399,38,-263,19,3,31,600,91
572,475,4,-458,46,5,28,600,60
573,250,-36,-595,41,6,40,571,38
574,47,-34,-507,3,5,39,600,-14
575,-245,-50,-537,24,11,21,659,-126
576,-358,-62,-687,56,38,40,663,-133
577,-453,-42,-645,34,37,19,663,-8
578,-506,-44,-115,1,48,27,639,59
579,-361,-26,166,-21,30,53,615,-5
580,-192,10,207,-72,47,45,588,70
581,11,3,467,-74,58,54,570,29
582,67,-46,439,-57,70,48,598,-80
583,100,2,410,-17,105,43,611,-175
584,79,53,164,6,78,39,571,-151
585,89,63,10,32,84,36,508,140
586,9,79,-16,63,56,10,416,137
587,41,104,-79,38,51,20,329,69
588,155,127,39,-5,53,31,246,107
589,86,72,132,-7,88,16,216,121
590,177,-1,175,34,91,34,218,44
591,85,-73,138,22,73,27,199,-319
592,-25,-122,126,-67,80,36,221,-198
593,159,-143,103,-109,81,21,246,229
594,176,-127,197,-106,110,8,221,247
595,298,-91,270,-99,87,23,183,198
596,368,-39,243,-36,101,2,154,373
597,281,-4,207,-48,105,-2,114,695
598,95,25,147,-83,101,-1,107,646
599,-87,62,178,-61,106,6,158,178
600,193,112,207,-61,110,-7,246,-52
601,183,101,88,-63,101,15,294,-230
602,-197,95,-7,-82,85,18,329,-716
603,-467,91,103,-44,103,5,337,-834
604,-606,43,77,-5,113,19,283,-234
605,-586,34,17,-28,114,26,228,35
606,-565,4,-6,-12,114,48,198,129
607,-357,-21,-141,5,121,41,146,178
608,-159,-44,-178,45,106,26,85,133
609,-136,-82,-11,90,91,8,44,327
610,-169,-100,93,37,81,26,-25,243
611,-155,-70,66,-20,59,49,-146,114
612,-85,1,-45,-45,64,29,-327,86
613,-83,91,-152,-65,44,10,-483,151
614,-125,135,-241,-79,47,18,-552,136
615,-87,63,-342,-69,48,15,-590,10
616,46,13,-221,-20,37,8,-579,66
617,204,25,-177,-71,41,-7,-552,10
618,204,18,-190,-80,29,12,-562,-210
619,192,-8,-267,-25,18,27,-586,-305
620,322,29,-285,43,24,17,-631,-39
621,315,59,-240,81,-6,44,-733,20
622,238,74,-338,53,-14,39,-774,-117
623,0,11,-178,44,7,46,-737,-95
624,-154,5,-35,-23,-2,36,-737,-129
625,-257,53,191,-29,7,24,-666,-37
