@relation ADL-comb-hair

@attribute time-index integer
@attribute x-axis integer
@attribute y-axis integer
@attribute z-axis integer

@data
447,52,41,38
448,49,40,39
449,45,35,36
450,40,34,42
451,36,31,44
452,30,35,43
453,27,34,39
454,32,40,46
455,43,34,44
456,50,39,45
457,56,31,49
458,60,26,51
459,63,24,48
460,63,26,49
461,62,28,45
462,57,30,42
463,52,31,39
464,46,33,36
465,40,26,37
466,31,33,40
467,31,37,41
468,29,31,36
469,37,27,39
470,43,33,40
471,51,16,38
472,46,21,37
473,47,19,34
474,47,15,29
475,48,04,43
476,50,24,48
477,55,15,53
478,59,21,55
479,63,18,47
480,60,23,43
481,54,24,39
482,50,33,40
483,47,31,38
484,46,33,36
485,44,38,38
486,40,43,45
487,39,46,46
488,37,43,45
489,36,42,52
490,35,42,50
491,33,40,49
492,35,29,55
493,37,43,47
494,40,37,47
495,41,31,46
496,38,37,44
497,45,23,47
498,52,23,49
499,61,13,51
500,63,16,53
501,63,21,49
502,58,29,46
503,53,32,42
504,48,29,38
505,39,30,34
506,35,29,37
507,33,24,35
508,31,28,33
509,33,24,31
510,38,24,33
511,43,23,27
512,50,16,26
513,47,12,24
514,49,01,38
515,50,34,46
516,55,14,56
517,60,22,59
518,61,17,52
519,59,22,49
520,53,30,45
521,48,31,37
522,41,25,33
523,36,27,35
524,28,25,19
525,35,26,31
526,39,29,26
527,42,09,23
528,41,21,32
529,48,18,36
530,51,20,32
531,56,21,35
532,58,28,35
533,57,35,32
534,57,41,30
535,50,51,33
536,49,58,38
537,46,60,41
538,39,63,40
539,39,63,46
540,38,63,47
541,40,62,44
542,44,58,42
543,47,57,40
544,47,52,33
545,45,45,27
546,39,45,27
547,35,43,28
548,31,39,29
549,30,38,28
550,29,38,30
551,27,33,29
552,31,56,51
553,30,52,52
554,32,45,43
555,33,55,53
556,38,51,56
557,38,58,57
558,48,51,51
559,47,59,48
560,47,56,50
561,42,53,36
562,43,58,35
563,44,46,36
564,44,45,36
565,44,45,34
566,46,39,34
567,40,03,41
568,31,41,47
569,36,49,44
570,36,52,43
571,33,47,46
572,31,44,49
573,28,29,51
574,28,52,56
575,33,53,49
576,40,55,48
577,45,61,50
578,45,62,42
579,47,56,43
580,44,51,40
581,46,47,38
582,47,45,38
583,45,41,41
584,47,39,39
585,44,24,42
586,45,46,47
587,40,38,42
588,37,45,42
589,36,43,48
590,32,41,45
591,36,43,43
592,36,43,43
593,35,48,44
594,36,48,47
595,32,36,45
596,29,38,50
597,30,43,46
598,29,41,41
599,26,45,44
600,21,55,52
601,23,54,52
602,26,60,49
603,34,62,47
604,40,59,47
605,46,58,46
606,47,58,44
607,51,52,39
608,52,46,39
609,51,40,36
610,51,37,34
611,49,30,32
612,48,28,29
613,45,22,29
614,44,18,28
615,41,21,28
616,39,19,25
617,49,05,33
618,40,16,32
619,44,19,30
620,44,20,33
621,44,10,32
622,45,39,39
623,53,18,44
624,58,25,51
625,60,23,51
626,61,23,48
627,56,27,45
628,52,30,42
629,49,27,37
630,44,31,39
631,42,31,39
632,33,20,39
633,40,20,35
634,43,23,35
635,43,24,38
636,39,25,39
637,43,36,43
638,46,29,40
639,50,35,42
640,51,40,41
641,47,44,40
642,48,44,40
643,45,47,35
644,43,48,37
645,41,53,43
646,40,46,40
647,36,44,36
648,30,53,41
649,30,49,43
650,22,49,36
651,15,62,41
652,19,52,42
653,17,43,37
654,16,42,36
655,11,47,37
656,11,48,39
657,09,41,39
658,08,41,39
659,06,41,38
660,08,41,37
661,08,40,38
662,08,34,36
663,11,35,36
664,11,38,35
665,12,38,34
666,13,40,35
667,13,37,36
668,14,37,35
669,14,38,35
670,12,38,35
671,12,37,33
672,11,36,33
673,11,37,32
674,12,37,32
675,12,36,33
676,13,36,33
677,12,38,33
678,12,37,33
679,12,37,33
680,12,39,35
681,12,38,34
682,12,38,35
683,12,35,35
684,12,36,34
685,12,38,35
686,12,36,34
687,12,38,34
688,11,37,34
689,13,37,34
690,12,37,34
691,12,37,34
692,11,37,35
693,12,37,33
694,12,39,34
695,11,37,34
696,12,37,34
697,11,37,34
698,12,37,34
699,12,36,34
700,11,37,35
701,13,38,35
702,12,36,35
703,11,37,35
704,12,37,34
705,12,37,33
706,12,36,34
707,10,38,33
708,12,37,33
709,12,37,34
710,12,37,34
711,12,36,34
712,12,37,34
713,12,37,34
714,12,37,34
715,11,36,34
716,12,36,34
717,11,38,35
718,11,38,34
719,12,37,34
720,12,38,34
721,12,37,33
722,11,38,34
723,12,37,34
724,11,37,34
725,12,37,34
726,11,37,34
727,12,37,34
728,11,36,34
729,12,37,34
730,12,37,34
731,11,38,34
732,12,37,34
733,11,37,34
734,11,37,34
735,11,37,33
736,12,38,33
737,12,37,34
738,12,37,34
739,12,37,34
740,13,37,34
741,12,36,34
742,11,37,34
743,12,36,35
744,12,36,34
745,12,37,34
746,13,37,34
747,12,38,34
748,12,37,34
749,12,36,33
750,12,36,34
751,11,37,34
752,12,37,33
753,13,37,34
754,11,37,34
755,12,37,34
756,12,37,34
757,11,37,34
758,13,37,34
759,11,37,34
760,12,38,34
761,13,36,34
762,12,37,34
763,12,38,34
764,11,37,34
765,11,38,34
766,13,36,35
767,12,36,34
768,13,37,34
769,11,37,34
770,12,37,34
771,12,36,34
772,13,37,34
773,12,36,34
774,12,35,34
775,12,37,33
776,11,38,34
777,11,37,33
778,10,37,34
779,12,37,34
780,12,36,34
781,12,36,34
782,12,37,35
783,12,36,34
784,11,37,35
785,12,37,34
786,12,36,34
787,12,37,33
788,12,38,34
789,12,37,34
790,11,38,35
791,13,37,33
792,12,36,34
793,12,37,34
794,12,36,34
795,12,37,33
796,11,38,35
797,12,37,33
798,12,37,34
799,12,37,34
800,12,37,35
801,12,36,33
802,12,36,34
803,12,37,34
804,13,36,34
805,12,37,34
806,13,37,33
807,12,37,35
808,12,37,35
809,12,37,35
810,11,36,34
811,13,38,34
812,12,37,33
813,12,36,33
814,12,37,34
815,12,37,34
816,11,38,34
817,11,37,34
818,12,37,34
819,12,37,35
820,12,37,34
821,11,36,34
822,11,36,33
823,12,37,34
824,11,36,34
825,12,38,33
826,12,36,33
827,12,37,34
828,13,36,34
829,12,37,34
830,12,36,34
831,12,36,34
832,11,36,34
833,12,36,34
