@relation amar-lower-limb

@attribute time-index integer
@attribute Recto-Femoral real
@attribute Biceps-Femoral real
@attribute Vasto-Medial real
@attribute EMG-Semitendinoso real
@attribute Flexo-Extension real

@data
170,-0.132,-0.0098,-0.042,-0.003,-12.7
171,-0.1006,-0.0046,-0.0405,0.0015,-12.5
172,-0.0765,0.0007,-0.0353,0.0045,-12.5
173,-0.078,0.0007,-0.0278,0.0045,-12.5
174,-0.0683,-0.0008,-0.027,0.003,-12.5
175,-0.0615,-0.0015,-0.0225,0.0037,-12.5
176,-0.057,-0.0015,-0.0135,0.0037,-12.5
177,-0.0436,-0.0008,-0.0113,0.003,-12.5
178,-0.0233,-0.0015,-0.0075,0.0015,-12.3
179,-0.003,-0.0046,-0.0053,-0.003,-12.4
180,0.0112,-0.006,-0.0105,-0.0038,-12.5
181,0.0195,-0.0068,-0.0165,-0.0008,-12.3
182,0.0232,-0.0053,-0.0256,-0.0015,-12.2
183,0.0292,-0.0023,-0.0346,0.0015,-12.3
184,0.024,-0.0015,-0.039,0.003,-12.2
185,0.0277,-0.0023,-0.0436,-0.0008,-12.2
186,0.027,-0.0015,-0.0465,-0.003,-12.3
187,0.021,-0.0023,-0.0473,-0.0015,-12.2
188,0.0187,-0.0023,-0.0458,-0.0083,-12
189,0.0007,-0.0038,-0.0353,-0.0128,-12.1
190,-0.0181,-0.0053,-0.0308,-0.0128,-11.9
191,-0.0308,-0.0038,-0.0368,-0.012,-12
192,-0.0158,-0.0008,-0.0398,-0.0053,-11.9
193,0.0007,0.0015,-0.0368,-0.0068,-11.9
194,0.0015,0.0022,-0.0383,0.0007,-11.8
195,0.0052,0.0015,-0.0458,0.015,-11.8
196,0,-0.0008,-0.0518,0.012,-11.8
197,-0.0053,-0.003,-0.0555,0.003,-11.7
198,-0.0098,-0.0053,-0.0525,-0.0015,-11.6
199,-0.0128,-0.0046,-0.0413,-0.0038,-11.6
200,-0.0181,-0.0053,-0.0315,-0.0046,-11.6
201,-0.0225,-0.0046,-0.0195,-0.0023,-11.5
202,-0.0203,0.0007,-0.0075,0.003,-11.4
203,-0.0203,0.0052,0.003,0.0112,-11.2
204,-0.0225,0.0075,0.0142,0.0112,-11.4
205,-0.0248,0.0052,0.0217,0.0067,-11.2
206,-0.0256,0.0007,0.0307,0.006,-10.9
207,-0.027,-0.0015,0.0405,0.0037,-11.2
208,-0.0308,-0.0008,0.0457,-0.0008,-11.1
209,-0.0346,-0.0015,0.0487,-0.0015,-11
210,-0.0346,-0.0015,0.0532,0,-10.8
211,-0.0315,0,0.057,0.006,-10.7
212,-0.0285,0,0.0577,0.009,-10.9
213,-0.0233,0.0007,0.0585,0.0112,-10.5
214,-0.024,0.0007,0.0517,0.0142,-10.7
215,-0.03,0,0.048,0.0202,-10.4
216,-0.0285,0.0015,0.0427,0.024,-10.4
217,-0.0181,0.0045,0.0405,0.018,-10.5
218,-0.0143,0.0052,0.0427,0.003,-10.4
219,-0.0135,0.0015,0.0457,-0.0218,-10.1
220,-0.0105,-0.0008,0.0547,-0.027,-10.1
221,-0.0083,0.0015,0.06,-0.0105,-9.8
222,-0.0023,0.0045,0.063,0.003,-9.9
223,0.0127,0.0015,0.0637,0.0142,-9.7
224,0.0255,-0.0008,0.0637,0.0157,-9.6
225,0.039,-0.0098,0.0645,-0.0023,-9.5
226,0.0502,-0.0293,0.0585,-0.0113,-9.5
227,0.0562,-0.0436,0.0517,-0.0128,-9.4
228,0.0675,-0.0278,0.0442,-0.0195,-9.4
229,0.0765,-0.0053,0.0382,-0.0053,-9
230,0.087,0.0082,0.0292,0.0007,-9
231,0.0892,0.027,0.0202,-0.024,-9
232,0.0855,0.039,0.0172,-0.0368,-8.7
233,0.084,0.0367,0.0082,-0.0323,-8.9
234,0.0712,0.0292,0.0015,-0.0098,-8.6
235,0.06,0.0322,-0.0068,0.0367,-8.5
236,0.0667,0.024,-0.0165,0.0502,-8.6
237,0.0765,0.0052,-0.024,0.0247,-8.2
238,0.0802,-0.0091,-0.0285,-0.0113,-8.2
239,0.0787,-0.0436,-0.0315,-0.0278,-8.2
240,0.0712,-0.0653,-0.0405,-0.021,-8.1
241,0.0562,-0.0383,-0.048,-0.0105,-8
242,0.0442,-0.0091,-0.0495,0.003,-7.9
243,0.03,-0.0113,-0.054,-0.0046,-7.7
244,0.0135,-0.003,-0.054,-0.003,-7.7
245,0.0015,0.0232,-0.0578,0.0172,-7.5
246,-0.015,0.0412,-0.0593,0.0135,-7.5
247,-0.0308,0.0262,-0.0578,0.0067,-7.2
248,-0.0308,0.0075,-0.054,0.0052,-7.2
249,-0.0158,-0.0008,-0.0465,0.0022,-7.1
250,0.0022,-0.0068,-0.042,0.009,-7
251,0.0157,0.0007,-0.0413,0.009,-7
252,0.0285,-0.0015,-0.0361,0.003,-6.7
253,0.0495,-0.0015,-0.0368,0.0015,-6.8
254,0.0705,-0.0008,-0.039,0.0007,-6.8
255,0.0855,-0.0038,-0.0375,0.0052,-6.7
256,0.0907,-0.003,-0.0375,0.0052,-6.8
257,0.0765,-0.0046,-0.0368,0.0052,-6.5
258,0.0517,-0.003,-0.0368,0.0052,-6.5
259,0.0315,-0.0038,-0.039,0.0045,-6.3
260,0.0277,0.0007,-0.0428,0.0067,-6.4
261,0.0277,0.0015,-0.0398,0.0052,-6.1
262,0.0202,0.0015,-0.0308,0.0052,-6.3
263,0.0105,0.0015,-0.0285,0.0037,-6
264,-0.0053,-0.003,-0.0383,0.0007,-6.2
265,-0.0195,-0.0038,-0.045,-0.0015,-6
266,-0.0248,-0.0083,-0.048,-0.0046,-6.1
267,-0.0263,-0.0083,-0.0488,-0.0038,-5.9
268,-0.027,-0.0075,-0.0473,-0.003,-6
269,-0.0225,-0.0075,-0.048,-0.0008,-5.8
270,-0.0158,-0.0038,-0.0383,0.0022,-5.8
271,-0.0038,-0.0008,-0.033,0.0022,-5.6
272,0.0015,-0.0008,-0.033,0.0007,-5.8
273,-0.0008,-0.0015,-0.0181,-0.0008,-5.6
274,-0.0053,-0.003,-0.012,-0.003,-5.8
275,-0.0053,-0.0053,-0.0098,-0.0023,-5.7
276,-0.0008,-0.0046,-0.0015,-0.0008,-5.5
277,-0.0008,0.0045,0.0105,0.003,-5.5
278,0.0045,0.0112,0.0202,0.0045,-5.7
279,-0.0008,0.0052,0.018,0.0007,-5.4
280,-0.0173,0.0015,0.0217,-0.0008,-5.4
281,-0.0278,0.0015,0.0255,-0.0008,-5.4
282,-0.0398,0.0007,0.0285,0,-5.4
283,-0.0436,0.0007,0.0345,-0.0008,-5.3
284,-0.0473,-0.003,0.0352,-0.0015,-5.3
285,-0.0533,-0.0046,0.036,-0.0015,-5.4
286,-0.0548,-0.003,0.036,-0.0023,-5.1
287,-0.057,-0.003,0.0382,-0.0008,-5
288,-0.0578,-0.0053,0.0427,-0.0008,-5
289,-0.0533,-0.0075,0.0465,-0.0023,-5
290,-0.0495,-0.0053,0.048,0.0007,-5
291,-0.0436,-0.003,0.0495,0.0022,-5
292,-0.0293,0,0.054,0.0037,-4.9
293,-0.0195,0.0007,0.0555,0.003,-5
294,-0.0143,0.0015,0.054,0.0015,-4.8
295,-0.015,0.0007,0.0547,0.003,-4.7
296,-0.0203,0.0022,0.0562,0.0015,-4.8
297,-0.0233,0.003,0.054,0.0007,-4.5
298,-0.024,0,0.0517,0.0015,-4.8
299,-0.0233,0,0.0517,0,-4.5
300,-0.0165,-0.0015,0.0532,-0.0015,-4.4
301,-0.015,-0.0046,0.048,-0.0038,-4.5
302,-0.0128,-0.0053,0.0382,-0.0053,-4.4
303,0.0007,-0.0046,0.0382,-0.0038,-4.2
304,0.0045,-0.0038,0.0435,-0.0015,-4.2
305,0.009,-0.0038,0.0427,0.0015,-4.1
306,0.0255,-0.003,0.036,0.0052,-4.1
307,0.0517,-0.0015,0.03,0.0067,-4
308,0.057,0.003,0.0285,0.0067,-3.9
309,0.012,0.0052,0.0345,0.0052,-4.1
310,-0.024,0.0067,0.0427,0.006,-3.9
311,-0.0248,0.0075,0.0397,0.0067,-3.8
312,-0.0181,0.0045,0.0337,0.0015,-3.7
313,-0.0158,0.0007,0.03,-0.0068,-3.6
314,-0.0143,-0.003,0.0255,-0.0128,-3.7
315,-0.0068,-0.0046,0.0232,-0.0075,-3.4
316,-0.0008,-0.0015,0.018,0.0052,-3.5
317,0.0105,-0.0008,0.0157,0.0045,-3.5
318,0.0217,-0.0015,0.012,-0.0008,-3.4
319,0.027,-0.0008,0.0082,-0.0023,-3.4
320,0.0232,0.0007,0.0045,-0.0105,-3.1
321,0.0195,0.0015,0.0015,-0.0128,-3.1
322,0.0187,0.009,-0.0008,0.0045,-3.1
323,0.0135,0.0075,0.0015,0.0135,-3.1
324,0.0105,0.003,0.0022,0.0097,-3
325,0.0142,0.0045,0.0007,0.0067,-3.1
326,0.0532,0.0007,-0.0023,-0.0046,-2.8
327,0.087,-0.0008,-0.006,-0.0046,-2.9
328,0.0517,-0.0015,-0.0128,-0.0015,-3
329,0.0037,-0.003,-0.021,-0.0008,-2.9
330,-0.0091,-0.0023,-0.0308,0.0015,-3
331,-0.0113,-0.0038,-0.0383,0.0022,-2.6
332,-0.021,-0.0015,-0.0428,0.0052,-2.7
333,-0.033,0,-0.045,0.0022,-2.6
334,-0.0353,0,-0.0465,-0.0008,-2.7
335,-0.0413,-0.0008,-0.048,-0.003,-2.4
336,-0.042,-0.0008,-0.0495,-0.003,-2.5
337,-0.033,-0.0008,-0.0511,0.0007,-2.5
338,-0.0181,-0.0015,-0.0525,0.003,-2.4
339,-0.0053,0.0007,-0.0525,0.0052,-2.4
340,-0.0015,0.0015,-0.0518,0.009,-2.3
341,0.0015,0.009,-0.0495,0.015,-2.3
342,0.003,0.0232,-0.0495,0.018,-2.1
343,0.0067,0.0367,-0.0488,0.0157,-2.3
344,0.0082,0.039,-0.0443,0.0105,-2.1
345,0.0045,0.0337,-0.0413,0.0022,-2
346,0.0082,0.0307,-0.0405,-0.003,-2
347,0.0127,0.0202,-0.0383,-0.0091,-1.9
348,0.0142,0.012,-0.0375,-0.0091,-2
349,0.0157,-0.0256,-0.0361,-0.015,-1.8
350,0.012,-0.093,-0.0346,-0.0256,-2
351,0.009,-0.111,-0.033,-0.0165,-1.8
352,0.0052,-0.0721,-0.0315,-0.0015,-1.8
353,-0.0008,-0.0368,-0.0278,-0.0015,-1.7
354,-0.003,-0.024,-0.0256,-0.0008,-1.6
355,-0.003,-0.0083,-0.0225,0.0067,-1.7
356,-0.0053,-0.0038,-0.0181,0.009,-1.7
357,-0.0053,0.006,-0.0165,0.0135,-1.7
358,-0.0068,0.0082,-0.0165,0.0127,-1.6
359,-0.015,0.012,-0.0128,0.0082,-1.6
360,-0.0158,0.0225,-0.0158,-0.003,-1.5
361,-0.0173,0.0172,-0.0143,-0.006,-1.6
362,-0.0308,0.0225,-0.0098,0.003,-1.4
363,-0.039,0.0165,-0.006,0.0037,-1.4
364,-0.0353,0.0142,0.0045,0.0007,-1.4
365,-0.0315,0.003,0.0127,-0.0053,-1.2
366,-0.0346,-0.0105,0.0142,-0.012,-1.4
367,-0.0346,0.0022,0.0172,-0.0053,-1.2
368,-0.0293,0.0105,0.0165,-0.003,-1.2
369,-0.0263,0.0007,0.0127,-0.0046,-1.2
370,-0.021,-0.0165,0.0127,-0.0015,-1
371,-0.0165,-0.0195,0.0105,0.003,-1
372,-0.0128,-0.0075,0.0105,0.0112,-1
373,-0.0083,0.003,0.012,0.0112,-0.8
374,-0.0015,0.0052,0.0112,0.009,-0.9
375,0.0015,0.006,0.0127,0.0082,-0.9
376,0.003,0.0045,0.0135,0.0082,-0.8
377,0.0067,0.0082,0.0165,0.009,-0.8
378,0.009,0.0052,0.0187,0.0052,-0.8
379,0.0105,0.0015,0.018,-0.0008,-0.6
380,0.0135,0.0015,0.0165,-0.0068,-0.7
381,0.0165,0.0007,0.018,-0.0091,-0.5
382,0.0202,0.003,0.0157,-0.0105,-0.7
383,0.024,0.0015,0.0105,-0.0105,-0.3
384,0.0255,0.0022,0.0105,-0.0023,-0.5
385,0.03,0.0037,0.009,0.0067,-0.4
386,0.0345,0.0007,0.0067,0.0075,-0.4
387,0.0375,-0.0008,0.0082,0.0067,-0.3
388,0.0367,-0.003,0.0067,0.003,-0.3
389,0.0397,-0.0023,0.0045,-0.0015,-0.3
390,0.0412,-0.003,0.0037,-0.0015,-0.2
391,0.0412,-0.003,0.0045,-0.0068,-0.3
392,0.039,-0.0046,0.0052,-0.012,-0.1
393,0.0382,-0.003,0.0067,-0.0113,0
394,0.0397,-0.0008,0.0045,-0.0091,0.1
395,0.039,0.0007,0.0037,-0.0015,-0.1
396,0.0367,0.0015,0.0045,0.0045,0.1
397,0.033,0.0022,0.0052,0.0075,0.1
398,0.03,0.0022,0.0045,0.0105,0
399,0.0277,0.0045,0.0045,0.0105,0.3
400,0.0225,0.0052,0.0052,0.012,0.2
401,0.018,0.003,0.0052,0.0105,0.2
402,0.0142,-0.0015,0.0067,0.0075,0.3
403,0.0105,-0.003,0.0075,0.003,0.3
404,0.009,-0.0038,0.0045,0.0007,0.4
405,0.006,-0.0038,0.0052,-0.0015,0.4
406,0.003,-0.0046,0.0045,-0.0053,0.6
407,-0.0008,-0.003,0.003,-0.0083,0.6
408,-0.0015,-0.0015,0.003,-0.0075,0.5
409,-0.0053,-0.0015,0.003,-0.0053,0.7
410,-0.0068,0.0007,0.0007,-0.0023,0.6
411,-0.0075,0.0007,0.0007,-0.0015,0.6
412,-0.0091,0,0.0007,0.0007,0.8
413,-0.0105,0,-0.0015,0.003,0.7
414,-0.0098,-0.0008,-0.0015,0.003,0.7
415,-0.012,0.0007,0.0015,0.0045,0.7
416,-0.0158,0.0022,0.0015,0.0105,0.7
417,-0.0165,0.0052,0,0.018,0.9
418,-0.0181,0.0067,0,0.0157,0.9
419,-0.0225,0.0052,-0.0015,0.0052,0.9
420,-0.0278,0.003,-0.0046,-0.0053,0.9
421,-0.033,-0.0015,-0.006,-0.0165,1
422,-0.033,-0.0143,-0.0068,-0.0233,1
423,-0.0346,-0.0165,-0.0098,-0.0135,1
424,-0.0346,-0.0105,-0.0091,-0.0068,0.9
425,-0.033,-0.0165,-0.0083,-0.015,1
426,-0.0315,-0.0225,-0.0091,-0.0113,0.9
427,-0.03,-0.0083,-0.0068,0,1.1
428,-0.027,0.006,-0.0091,0.0082,1.2
429,-0.0263,0.0112,-0.0083,0.015,1
430,-0.027,0.0105,-0.0083,0.0142,1.3
431,-0.0256,0.0082,-0.0105,0.0112,1.2
432,-0.021,0.0067,-0.0113,0.0067,1.3
433,-0.0181,0.0015,-0.0143,-0.0023,1.3
434,-0.0158,-0.006,-0.0158,-0.0083,1.2
435,-0.012,-0.0181,-0.0165,-0.012,1.3
436,-0.0068,-0.0165,-0.0135,-0.0053,1.4
437,-0.0008,0,-0.012,0.0045,1.3
438,0.0045,0.0037,-0.0128,0.0067,1.5
439,0.0105,0.0052,-0.012,0.0082,1.3
440,0.0127,0.009,-0.0128,0.009,1.5
441,0.015,0.0045,-0.0128,0.0082,1.5
442,0.018,0.006,-0.012,0.0082,1.5
443,0.0202,0.0052,-0.0083,0.0082,1.6
444,0.021,0.0045,-0.0075,0.009,1.6
445,0.0217,0.003,-0.0053,0.0075,1.5
446,0.024,0.003,-0.0023,0.0045,1.8
447,0.024,0.0067,-0.0023,-0.0008,1.5
448,0.0217,0.0052,0.0007,-0.0046,1.8
449,0.0195,-0.0008,0.0022,-0.0053,1.8
450,0.0187,-0.0053,0.003,-0.0053,1.8
451,0.0157,-0.0038,0.0082,-0.0038,1.9
452,0.0135,0,0.0105,-0.0008,1.9
453,0.0135,-0.0008,0.0105,-0.0023,1.8
454,0.012,-0.0038,0.0127,-0.0023,2
455,0.012,-0.0008,0.0127,-0.0015,1.8
456,0.012,0.0007,0.0127,-0.0023,2
457,0.009,0.0022,0.0105,-0.003,2
458,0.009,0.006,0.009,-0.0008,2
459,0.0075,0.003,0.0105,0,2.1
460,0.006,0.0007,0.0105,-0.0015,1.8
461,0.0052,-0.0023,0.009,-0.0046,2.1
462,0.0037,-0.003,0.0082,-0.0046,2
463,0.0037,-0.0046,0.0067,-0.003,1.9
464,0.0067,-0.0046,0.0052,-0.0008,2.1
465,0.0082,-0.0015,0.0075,-0.0008,2
466,0.0067,-0.0023,0.0052,0.0007,2.1
467,0.0045,-0.003,0.0007,0.0037,2.1
468,0.003,-0.0046,0,0.003,2.2
469,-0.0008,-0.0046,-0.0008,0.0015,2.1
470,-0.0015,-0.003,-0.0015,-0.0015,2.1
471,-0.0008,-0.0015,-0.0046,-0.0015,2
472,-0.0008,-0.003,-0.0046,0.003,2.4
473,-0.0008,-0.0038,-0.0008,0.0045,2.1
474,-0.0023,-0.0053,-0.0008,0.0097,2.2
475,-0.0046,-0.0053,-0.0008,0.0142,2.1
476,-0.006,-0.0038,-0.0008,0.0075,2.2
477,-0.0083,-0.0046,0.0015,0,2.2
478,-0.0091,-0.0008,0.0015,0.003,2.2
479,-0.0091,0.0015,-0.0008,-0.0038,2.2
480,-0.0098,-0.0015,-0.003,-0.0188,2.2
481,-0.0128,-0.0008,-0.0053,-0.0195,2.1
482,-0.0143,0.003,-0.0053,-0.0068,2.2
483,-0.0143,0.0045,-0.0038,0.009,2.1
484,-0.015,0.003,-0.0038,0.009,2.2
485,-0.0165,0.0015,-0.0038,0.0007,2.2
486,-0.0203,-0.0015,-0.0008,-0.006,2.2
487,-0.0203,-0.0046,0.0037,-0.0158,2.1
488,-0.0173,-0.0046,0.0052,-0.0203,2.2
489,-0.0135,-0.003,0.0037,-0.015,2.1
490,-0.012,-0.0008,0.0015,-0.0083,2.2
491,-0.0091,0.003,0.0015,-0.0113,2.1
492,-0.0105,0.0015,0.0015,-0.012,2.2
493,-0.0128,0.0007,-0.0008,-0.0008,2.2
494,-0.012,0.0022,-0.0015,0.0112,2
495,-0.0105,0.0045,-0.0008,0.0172,2.1
496,-0.0105,0.006,-0.0023,0.024,2.1
497,-0.0083,0.0105,-0.0023,0.0345,2.3
498,-0.0068,0.0142,0.0015,0.036,2.1
499,-0.006,0.0135,0.0007,0.0232,2.1
500,-0.0068,0.0052,-0.0015,0.006,2
501,-0.0083,-0.003,0.0007,-0.0008,2.2
