@relation EMGP—hugging-n

@attribute time-index integer
@attribute ch1 integer
@attribute ch2 integer
@attribute ch3 integer
@attribute ch4 integer
@attribute ch5 integer
@attribute ch6 integer
@attribute ch7 integer
@attribute ch8 integer

@data
106,-172,72,451,-84,-4,45,10,78
107,95,19,-152,-103,3,79,32,0
108,168,-40,-959,-72,-15,119,13,28
109,226,-110,-776,-111,-14,161,19,47
110,155,-176,-269,-88,1,233,32,23
111,21,-122,104,-38,5,326,16,36
112,-250,-72,567,-41,10,209,14,-3
113,-535,17,557,33,3,46,39,18
114,-559,116,318,47,11,-226,-3,6
115,-639,106,84,-3,13,-445,-7,18
116,-1140,8,-161,-11,-1,-318,16,-10
117,-1265,-34,-411,-2,0,-284,-9,-19
118,-623,-1,-306,10,5,-89,4,-51
119,188,-76,-253,6,9,124,0,-84
120,929,-85,-207,-8,5,19,-32,-23
121,1311,-81,-111,-9,8,40,8,62
122,1299,-39,-204,27,3,77,8,18
123,1376,19,-86,48,19,209,-12,1
124,1441,10,-66,10,29,228,1,55
125,1311,54,-118,-61,15,185,-4,13
126,1124,103,-204,-92,25,241,3,80
127,831,133,-389,-76,42,224,13,193
128,389,171,-620,-40,62,180,23,334
129,-224,177,-514,-6,64,72,16,273
130,-1045,83,-257,31,58,-293,13,193
131,-1345,42,-64,19,82,-379,2,78
132,-753,99,246,-10,87,119,-10,-280
133,-417,68,449,-24,70,87,-3,-506
134,-219,21,606,-67,84,14,-34,-435
135,10,-31,717,-86,81,97,0,-144
136,79,-69,671,-49,74,-187,19,34
137,8,-29,514,31,81,-140,-11,21
138,-258,-57,324,37,83,37,7,-31
139,-296,-83,213,46,94,31,9,-5
140,-518,-78,59,55,96,75,6,88
141,-760,-93,-94,60,73,52,16,160
142,-925,-85,-112,16,63,36,46,208
143,-832,-26,-104,-9,64,37,56,174
144,-277,37,-97,33,52,-77,18,54
145,74,47,-111,-33,42,89,19,137
146,294,56,-68,-71,62,8,39,340
147,435,30,40,-76,64,-77,46,216
148,465,7,101,-90,36,130,47,-151
149,460,3,137,-114,56,172,31,-354
150,301,3,145,-141,29,267,29,-223
151,72,31,-80,-105,39,260,21,-440
152,-42,32,-499,-50,58,311,31,-350
153,-119,-27,-420,-28,19,228,27,165
154,-123,-50,-56,-31,14,38,24,-50
155,-118,-82,131,-7,10,-297,21,-192
156,-93,-53,250,48,33,-468,19,-117
157,90,-2,66,30,8,-68,31,-31
158,110,2,-90,16,-13,31,47,-18
159,-16,55,-95,85,16,10,37,-2
160,-166,26,-401,99,-9,115,16,127
161,-178,-11,-829,77,9,65,46,235
162,-76,-42,-637,42,22,-6,37,352
163,-110,-49,-31,11,19,-108,61,286
164,-77,-46,297,3,34,-13,77,290
165,56,-56,439,-9,18,93,62,199
166,226,2,236,18,18,76,75,26
167,334,58,187,18,13,95,59,-198
168,359,37,-579,-4,14,44,71,-230
169,322,-10,-1732,1,13,42,86,-15
170,269,-12,-1101,-19,1,2,72,23
171,277,-31,-25,-21,11,-16,62,51
172,192,-27,793,-34,-5,31,54,49
173,130,13,1387,-65,-7,40,67,61
174,129,85,1507,-81,0,64,54,62
175,90,93,1485,-107,-12,42,47,34
176,33,30,996,-53,3,1,79,53
177,-352,-60,533,-46,2,26,73,51
178,-760,-130,-92,-14,12,32,61,58
179,-518,-113,-209,29,13,39,66,43
180,-245,-60,7,15,-9,41,50,68
181,-59,-52,-83,44,1,37,75,33
182,168,-63,-113,43,26,24,87,32
183,208,-46,-617,69,18,11,61,62
184,281,-60,-776,42,1,1,87,42
185,12,-38,-768,80,11,5,68,65
186,-298,22,-547,113,19,46,63,14
187,-671,130,-284,26,2,68,75,12
188,-1194,181,-93,-2,6,138,59,21
189,-1129,168,207,-21,-4,160,53,-6
190,-646,146,148,-7,-3,105,41,-8
191,-288,95,-91,11,9,165,33,3
192,35,68,-515,22,23,86,36,-1
193,408,44,-448,-8,11,-52,54,-10
194,711,78,10,-61,15,-92,25,10
195,967,115,349,-53,44,-264,14,-8
196,1181,86,598,-75,30,-235,36,18
197,1032,57,457,-99,36,-39,45,29
198,619,78,-24,-126,20,-109,34,13
199,528,26,-312,-104,7,-191,45,34
200,268,-50,-403,-72,9,-28,38,36
201,-55,-74,-281,-87,11,54,47,65
202,-20,-40,158,-108,-33,-35,29,68
203,-47,-42,269,-63,-2,15,0,28
204,-16,-70,248,-23,46,206,32,34
205,113,-92,299,-28,16,272,21,-39
206,200,-81,284,-14,22,83,12,-189
207,149,-16,252,-18,-3,102,10,-132
208,-201,4,92,17,13,115,10,27
209,-559,75,-86,31,27,4,11,-7
210,-693,136,-190,3,44,141,20,17
211,-613,168,-221,-10,47,189,9,-55
212,-504,164,-355,-12,35,-25,9,-120
213,-392,114,-487,12,30,-327,26,97
214,-159,127,-556,-10,26,-407,34,6
215,-18,94,-479,-42,26,-5,7,-29
216,21,-18,-237,-2,33,135,-3,63
217,-31,-143,-77,-7,40,22,12,-58
218,-192,-292,128,-32,31,56,1,0
219,-216,-301,295,-20,58,-131,16,134
220,-94,-179,328,-24,41,-167,21,143
221,-108,-135,237,38,41,6,29,96
222,-46,-109,-7,81,29,52,26,38
223,31,-41,-373,93,14,188,17,-142
224,55,-26,-597,121,34,336,16,-316
225,199,6,-976,88,18,429,27,-135
226,253,34,-1664,63,28,547,38,174
227,220,38,-1280,-2,28,315,35,266
228,146,36,-156,-56,42,8,21,361
229,34,18,337,-64,52,-93,30,385
230,38,63,717,-84,42,-54,27,486
231,97,125,1322,-67,44,-271,16,308
232,52,171,1692,-50,17,-721,24,-313
233,34,178,1741,-18,19,-790,30,-639
234,-1,151,1674,-20,12,-34,15,-370
235,-35,99,1509,5,1,26,21,-135
236,-56,39,663,33,20,-404,17,-327
237,-79,-28,-711,-5,12,-114,-13,-116
238,-32,-109,-756,-18,39,16,-4,-41
239,-48,-116,-68,-42,35,172,-24,-1
240,-21,-114,280,-17,16,119,-32,62
241,53,-87,622,41,34,183,-29,100
242,86,-80,476,3,35,235,-33,258
243,128,-76,451,-71,40,216,-28,191
244,70,-39,110,-93,22,134,-2,206
245,-9,-41,-240,-112,28,13,18,123
246,-35,-31,-495,-120,36,153,-13,2
247,-62,-3,-963,-101,31,155,-18,-244
248,-47,54,-922,-19,28,91,-15,-327
249,-40,40,-734,15,32,63,-3,-256
250,-69,45,-580,46,11,80,13,-8
251,-136,36,-812,81,4,40,2,174
252,-197,30,-1231,55,46,-44,11,171
253,-142,9,-927,59,31,-80,23,275
254,-45,-5,-341,38,33,85,-3,186
255,27,72,-88,9,31,63,15,176
256,59,40,242,-57,22,33,17,159
257,74,-29,713,-45,41,105,-3,41
258,63,-46,858,9,46,44,13,-168
259,20,-42,622,-42,46,106,13,-227
260,60,-35,622,-30,29,45,24,-17
261,187,-17,439,8,32,45,-1,39
262,277,-35,189,-38,27,58,4,20
263,224,-64,-7,-49,48,68,6,26
264,94,-96,-269,-71,55,93,-7,26
265,-69,-94,-250,-126,42,97,-30,34
266,-278,-56,-210,-126,52,153,-35,35
267,-258,-11,-86,-96,52,143,-43,34
268,-238,20,150,-57,45,49,-48,59
269,-584,-28,100,12,16,28,5,46
270,-651,-31,-51,91,9,26,-13,28
271,-234,-26,-89,92,24,-226,-16,37
272,-134,13,-40,81,19,-112,-16,39
273,208,71,-36,72,-8,81,-14,46
274,587,69,-197,56,-27,61,-14,24
275,591,76,-122,4,-11,138,-20,22
276,634,92,-212,-31,24,113,1,40
277,408,99,-295,-35,30,123,2,58
278,277,122,-210,-22,9,59,4,66
279,15,152,-232,-59,17,-14,21,42
280,-258,162,-87,-118,16,-136,16,62
281,-385,142,-64,-105,9,-142,2,40
282,-468,102,3,-86,-3,36,14,23
283,-416,98,65,-33,-9,104,-8,44
284,-392,124,50,-46,16,97,10,49
285,-236,80,77,-14,31,49,7,51
286,-164,-6,30,37,3,24,2,22
287,-226,-31,56,-54,14,-163,15,33
288,-151,-84,83,-110,6,-257,12,22
289,-47,-68,113,-86,1,-132,28,25
290,55,-36,172,-37,29,-238,15,42
291,159,-97,158,-4,37,-91,6,37
292,181,-112,100,12,23,61,4,34
293,250,-74,46,20,5,37,33,21
294,281,-82,-10,2,27,137,43,46
295,78,-26,-133,-13,18,119,33,28
296,-256,-10,-190,0,4,283,37,20
297,-320,-29,-104,23,20,374,38,39
298,-39,-57,-92,17,27,343,41,46
299,-87,-90,-25,-25,5,43,47,45
300,-82,-35,48,-22,-22,-144,34,16
301,168,-55,103,-28,11,-264,29,14
302,538,-105,219,-48,5,-706,50,8
303,838,-100,170,-44,1,-401,61,35
304,798,-34,101,0,14,-54,66,20
305,725,23,57,77,20,38,27,2
306,382,44,50,107,40,250,32,30
307,-104,111,47,105,32,185,54,125
308,-445,124,-17,61,7,260,45,185
309,-504,94,-16,40,3,282,50,117
310,-510,106,-33,28,34,311,20,228
311,-453,144,-63,4,17,220,24,434
312,-266,158,-151,25,6,47,41,241
313,-49,119,-385,16,-11,54,50,-143
314,110,33,-1020,26,-24,-167,48,-99
315,204,-40,-1081,6,-23,-407,49,-84
316,247,-68,-252,-25,-36,-346,25,-484
317,81,-85,-450,-52,-10,-98,28,-726
318,77,-141,-1100,-88,3,47,44,-464
319,62,-137,-413,-71,-9,64,44,15
320,25,-66,677,-76,8,148,72,46
321,72,-43,717,-82,48,332,45,-79
322,-10,-21,638,-111,22,384,28,105
323,110,9,803,-160,-1,402,44,145
324,342,-23,988,-175,31,394,49,147
325,275,-73,775,-202,3,284,62,251
326,82,-149,46,-157,-16,-74,68,207
327,7,-188,434,-79,-8,-348,46,193
328,-148,-100,590,18,3,-280,17,264
329,-382,-15,39,75,-7,-470,33,202
330,-677,-21,138,33,-5,-244,24,-117
331,-779,-39,186,64,4,91,47,-253
332,-684,16,337,100,-3,10,33,-101
333,-610,75,585,129,33,35,3,-353
334,-598,152,648,73,28,32,33,-157
335,-384,228,736,-13,16,83,40,345
336,13,182,898,3,14,65,26,100
337,39,154,841,7,31,164,27,-56
338,47,62,458,23,44,138,12,-101
339,131,-39,-97,71,38,105,18,69
340,171,-57,-753,118,43,67,36,161
341,208,-54,-1106,95,31,-50,24,108
342,240,20,-1319,93,48,113,61,117
343,277,15,-1231,62,36,131,19,76
344,240,-18,-969,4,24,105,27,47
345,269,-27,-687,23,39,189,43,-19
346,260,-35,-450,-3,20,127,14,26
347,187,11,-479,-36,29,80,18,66
348,135,27,-452,-19,58,98,37,13
349,168,18,-437,-36,36,43,24,-120
350,183,20,-171,-63,38,58,-14,-37
351,163,20,137,-38,44,150,12,132
352,214,20,56,-42,69,110,7,221
353,159,9,4,-49,92,32,10,125
354,85,-19,23,-55,55,114,4,68
355,90,0,69,-22,75,115,10,-82
356,43,11,103,-22,81,-55,-10,-396
357,-227,-34,184,-45,76,-56,18,-254
358,-361,-49,175,-31,88,82,42,-33
359,-110,-67,-156,-54,81,-41,24,-35
360,113,-91,-450,-37,75,-238,53,3
361,325,-83,-454,-14,58,-94,20,23
362,294,-56,-213,-15,83,-223,21,-8
363,86,-27,103,0,86,-176,50,8
364,-191,28,280,60,48,152,59,5
365,-482,110,488,55,51,32,66,-1
366,-371,143,663,-15,39,44,58,12
367,-266,129,628,-81,45,-76,42,13
368,-274,146,609,-141,55,-176,38,-3
369,-388,195,410,-69,28,-29,53,32
370,-479,225,120,-23,53,40,25,51
371,-396,233,16,-60,53,27,52,-17
372,-295,140,-111,-55,31,45,63,1
373,-321,16,-82,-46,46,92,67,5
374,-352,-107,20,-19,46,64,55,-4
375,-274,-198,-54,-1,28,111,46,12
376,-285,-213,-642,-20,23,124,53,-7
377,-17,-351,-1517,30,27,124,41,-6
378,389,-411,-2192,48,30,180,56,-24
379,768,-310,-2281,-27,21,311,50,-6
380,1022,-188,-1106,-25,25,469,50,11
381,973,-55,698,-47,32,476,49,15
382,977,6,1833,-134,21,248,43,29
383,790,108,2158,-120,29,16,26,2
384,511,119,2160,-41,5,-558,18,5
385,249,103,1692,-35,21,-1228,23,-6
386,-149,102,506,-19,35,-997,39,-1
387,-176,162,110,20,21,-362,30,-13
388,-123,233,150,38,12,20,-6,-15
389,-358,118,-1016,95,9,81,20,0
390,-388,37,-1518,144,23,110,43,-5
391,-101,13,-610,131,5,93,42,1
392,-71,36,-151,139,7,87,62,4
393,10,87,103,125,0,131,37,10
394,25,56,622,31,-6,65,5,-4
395,-86,25,801,-36,4,141,26,-17
396,-201,-3,692,-137,5,136,39,9
397,-481,3,936,-137,5,127,50,14
398,-614,55,1019,-115,-21,118,32,11
399,-697,90,801,-103,-7,105,-2,10
400,-649,89,787,-26,-2,160,16,15
401,-527,43,478,-7,-16,221,5,62
402,-428,64,-303,36,-41,303,18,94
403,-109,5,-977,31,-27,219,10,56
404,210,-80,-833,69,-21,157,43,5
405,325,-32,-529,68,-29,180,41,40
406,374,-23,-324,4,-18,49,47,-1
407,277,-20,-60,-55,-26,-135,52,-138
408,196,-42,50,-102,-10,-81,31,33
409,184,-70,-120,-100,-14,-7,22,349
410,137,-76,-450,-121,-22,-144,31,322
411,52,-49,-739,-82,-50,-112,37,373
412,-79,-46,-871,-78,-24,-43,-15,304
413,-100,10,-801,-30,-24,-138,1,-73
414,-5,71,-729,7,-40,-59,1,-294
415,41,26,-515,32,-56,-93,13,-104
416,29,36,-342,63,-50,-51,-4,-253
417,37,27,-254,56,-34,50,0,-579
418,43,20,50,83,-46,29,21,-59
419,81,-3,280,18,-32,111,13,88
420,82,-3,390,-10,-50,99,5,151
421,76,16,379,-63,-12,180,8,82
422,113,-17,268,-109,1,138,4,-265
423,194,16,97,-102,18,-14,-28,5
424,281,53,-63,-111,5,-94,21,202
425,177,90,-127,-79,-37,-186,14,195
426,-165,74,-98,-34,5,-87,-7,168
427,-575,13,-81,-30,17,107,-1,24
428,-392,-120,-178,-46,15,178,8,-109
429,-71,-233,-309,-17,38,123,4,-158
430,98,-222,-470,20,62,171,-3,-147
431,445,-114,-355,37,74,168,19,86
432,446,-39,-87,11,65,-5,19,-73
433,368,-97,-52,18,46,-109,23,-138
434,130,-53,38,2,55,-25,25,250
435,50,-64,65,-21,52,57,53,357
436,-8,-53,-3,-8,45,-107,21,348
437,-426,-2,112,-34,74,0,-22,286
438,-779,16,280,-11,61,221,-1,283
439,-870,115,557,-21,49,14,-3,65
440,-485,181,713,-53,44,-191,-5,-271
441,-175,203,749,-49,44,-151,18,-158
442,-20,130,728,-50,53,14,27,156
443,64,87,596,-26,47,-154,35,226
444,90,40,467,52,52,-244,36,281
445,111,-2,223,90,49,45,6,276
446,35,13,24,73,47,79,5,206
447,61,37,-198,32,44,114,-6,176
448,52,41,-514,-28,38,112,-2,47
449,15,38,-1008,-32,46,115,3,-133
450,-45,78,-1720,-54,61,209,-24,-268
451,-106,59,-2192,-68,45,130,4,-60
452,-104,69,-1720,-50,41,141,15,25
453,1,58,-317,-25,72,154,6,-53
454,-152,-32,598,2,43,124,0,46
455,-779,-42,787,1,37,26,8,112
456,-623,-93,1088,2,48,-3,34,-18
457,52,-126,1517,-47,47,115,45,-1
458,144,-135,1770,-82,53,-12,59,92
459,240,-197,1703,-78,41,-106,61,37
460,136,-193,1314,-50,34,-206,39,82
461,439,-146,803,2,35,-120,53,41
462,863,-114,263,-9,48,93,45,76
463,952,-78,-529,14,45,99,52,42
464,1059,23,-1321,41,51,128,74,14
465,908,103,-1526,3,42,141,72,21
466,759,150,-1166,-12,48,183,70,-17
467,439,186,-505,15,59,179,40,4
468,293,168,-147,56,44,146,42,-24
469,-11,150,276,88,65,237,50,-2
470,-477,122,892,116,51,319,54,-5
471,-639,40,988,93,55,209,43,-16
472,-619,77,911,55,65,114,22,-12
473,-500,111,556,-8,29,-107,19,-32
474,-479,75,27,23,36,-506,35,-29
475,-321,67,-373,64,40,-611,53,-35
476,-331,-25,-906,1,31,-433,33,-61
477,-318,-49,-1345,-44,45,-236,21,-93
478,-258,-18,-1023,-101,35,-238,31,-66
479,-253,-17,-572,-154,14,-151,39,-48
480,-175,18,-306,-192,39,149,50,-46
481,-153,45,59,-212,55,127,35,49
482,-71,43,303,-170,45,88,32,105
483,46,20,307,-115,24,89,47,35
484,139,-20,229,-86,40,16,54,-11
485,134,-49,410,-30,75,88,34,2
486,116,-65,541,-19,61,133,12,-19
487,129,-82,598,-35,42,130,5,13
488,82,-79,515,-12,38,102,16,37
489,-90,-75,174,-5,31,144,20,49
490,-114,-66,-110,2,27,112,3,-8
491,-73,-26,-277,20,19,95,7,-26
492,-118,-10,-320,65,19,79,24,11
493,-51,-59,-422,91,31,65,20,-34
494,9,-54,-527,54,28,69,3,-1
495,45,14,-429,34,41,26,21,-17
496,-126,27,-269,8,39,42,33,-2
497,-488,45,-103,6,35,10,61,24
498,-535,71,-136,47,38,36,28,13
499,-345,92,-182,46,48,67,15,-2
500,-77,117,-103,32,47,172,42,-16
501,172,63,-50,11,47,233,25,-33
502,294,43,-4,-17,14,64,34,-74
503,448,16,-8,-39,-1,-56,8,-21
504,420,-11,7,-66,36,-11,-8,70
505,334,-31,-14,-40,17,40,1,139
506,273,-99,-5,-21,8,86,7,154
507,-56,-50,11,10,-5,53,-24,128
508,-566,-16,59,50,-1,-82,-32,82
509,-488,-36,65,69,-16,-38,-24,-62
510,-92,-66,66,16,-4,66,-34,-327
511,-224,-68,77,4,13,107,-20,-193
512,-165,-66,42,16,13,124,-33,-61
513,31,-53,77,-70,25,145,-22,-201
514,245,-32,79,-57,0,131,-6,10
515,465,11,46,-22,28,-3,-22,97
516,721,66,-10,-3,28,-159,-26,162
517,920,82,-114,-1,18,-269,-14,188
518,786,113,-88,-50,15,-116,-25,247
519,554,103,-28,-60,-5,23,8,202
520,55,94,4,-72,-29,42,5,-208
521,-258,91,47,-31,-34,96,-17,-317
522,-342,29,40,-9,-24,86,1,-105
523,-512,-18,53,-48,-26,68,-1,124
524,-550,45,64,-19,-15,58,25,-90
525,-320,73,68,-64,-37,36,6,-334
526,-113,2,22,-81,-18,20,5,-154
527,-13,-71,-18,-62,-17,1,21,23
528,51,-113,-44,-59,-32,-12,16,6
529,-42,-71,-165,-28,10,31,53,-54
530,-100,-45,-11,-37,-7,65,23,-65
531,-93,-37,219,2,3,101,16,30
532,-48,-27,280,31,18,115,54,64
533,-98,-1,442,16,19,79,28,-14
534,-215,6,514,2,31,101,2,60
535,-274,-41,402,9,37,81,6,54
536,-248,4,186,22,58,21,17,81
537,-241,14,-247,11,22,6,20,82
538,-111,7,-1345,-5,7,-125,37,94
539,82,11,-2432,6,35,-167,41,92
540,108,3,-1407,10,23,-26,38,22
541,175,23,331,-26,21,-10,31,-21
542,125,13,1249,-29,39,40,24,-158
543,33,22,2093,-20,44,-41,45,-142
544,35,24,2225,-30,60,-175,53,33
545,-21,13,1900,-55,47,26,47,98
546,-26,30,1032,-26,27,53,16,22
547,-12,64,166,16,31,0,29,24
548,-27,72,-371,43,61,-81,30,36
549,35,20,-816,111,78,-199,15,32
550,67,-39,-869,166,61,-10,36,-34
551,72,-65,-881,207,63,29,40,95
552,77,-41,-735,142,51,16,47,220
553,19,-39,-441,77,56,40,49,124
554,14,-43,-257,22,41,23,36,91
555,-10,-60,-230,-10,33,64,24,-101
556,-36,-53,-202,-12,29,50,38,-128
557,-62,-49,-182,-50,22,85,22,-219
558,-88,-21,-112,-22,32,68,32,-163
559,-66,36,-105,-6,23,24,40,68
560,-48,32,-66,-22,12,38,29,40
561,-3,26,-34,-56,-4,30,49,176
562,21,-30,-70,-65,-8,36,27,8
563,37,-44,-29,-22,-37,54,46,-97
564,40,-12,-13,-45,-2,33,30,37
565,43,18,-11,-61,-3,35,31,-56
566,67,40,-89,-68,-20,80,18,-222
567,100,40,-172,-113,-1,139,16,-100
568,113,55,-259,-126,-33,229,14,86
569,42,14,-491,-98,-12,225,0,50
570,-3,-8,-829,-136,-15,172,21,108
571,-27,-4,-556,-101,-16,35,24,112
572,-42,12,92,-69,-13,-216,32,120
573,-102,-24,410,-81,-6,-362,40,124
574,-117,-111,761,-51,-9,-207,42,105
575,-81,-84,815,-52,-9,-28,39,100
576,-47,-44,714,6,-1,-56,35,88
577,16,-1,516,47,-11,12,10,114
578,113,28,263,76,-21,67,27,100
579,135,16,89,27,-8,-55,39,120
580,109,-10,-4,-3,-3,-62,29,82
581,174,-22,-17,7,-9,-6,16,36
582,214,5,-133,-22,21,-39,36,18
583,93,9,-139,-22,-14,28,45,-22
584,-100,-13,-152,-50,-27,134,27,-15
585,-154,-13,-118,-23,6,172,24,40
586,-214,-22,-94,-28,-13,132,29,47
587,-461,-14,-84,-59,-8,180,36,32
588,-612,-20,-24,-83,6,295,13,51
589,-378,-41,-2,-65,31,361,18,69
590,-139,-22,7,-14,17,365,21,47
591,204,16,-37,20,18,361,21,36
592,625,75,-61,66,35,309,4,63
593,566,109,-72,99,21,21,-16,43
594,106,92,-46,142,7,-345,6,34
595,-365,103,-63,134,-1,-665,10,30
596,-233,136,-42,71,11,-1005,6,23
597,-427,81,9,11,24,-680,1,53
598,-592,78,-14,-1,33,17,13,66
599,-224,73,-12,-27,49,-98,21,76
600,49,45,-32,-34,50,110,19,92
601,422,98,-80,-13,52,135,17,165
602,525,95,-59,-64,47,57,18,260
603,501,83,-30,-21,43,183,24,273
604,296,59,-23,-25,65,54,15,247
605,86,62,5,-60,49,134,30,156
606,-51,40,17,-52,51,61,5,-15
607,-14,4,-2,-59,60,154,12,-232
608,28,-8,-33,-97,58,140,6,-268
609,-151,-37,-94,-93,79,168,15,-87
610,-302,-28,-80,-29,88,168,46,62
611,-239,-44,-11,-27,77,142,18,171
612,106,-31,-10,-25,102,161,25,155
613,239,-58,16,-5,112,134,-14,44
614,390,-84,-95,-15,111,178,-39,-571
615,340,-50,-362,-8,123,66,-22,-944
616,224,-127,-271,-5,108,33,0,-133
617,-26,-143,14,-14,88,42,-7,167
618,-388,-78,186,-22,73,30,-16,-24
619,-424,-36,218,0,65,-27,-14,165
620,-533,-1,-202,26,82,97,-3,130
621,-584,28,-976,12,87,135,31,98
622,-553,54,-1007,3,71,138,26,136
623,-368,56,-267,-33,72,161,16,131
624,-11,17,-147,-78,82,-55,15,159
625,296,10,-354,-78,62,-210,34,124
626,465,12,-633,-73,49,-117,24,94
627,408,43,-617,-51,35,84,25,83
628,442,56,698,-72,16,-56,16,62
629,392,24,1574,-95,19,-61,24,43
630,117,62,2213,-85,27,29,43,43
631,-87,78,2842,-89,17,33,23,51
632,-152,63,2289,-98,20,8,27,46
633,-128,-13,1517,-12,34,-31,28,40
634,-188,-75,736,92,17,22,47,47
635,-166,-65,288,174,12,14,45,39
636,-83,-38,-202,264,3,47,40,37
637,-34,-21,-822,276,27,62,42,54
638,127,-31,-1106,245,13,36,26,31
639,269,-67,-1227,199,9,33,30,25
640,330,-64,-1106,134,34,45,36,39
641,361,-56,-976,96,4,61,20,33
642,361,-59,-710,41,38,76,37,35
643,268,-16,-496,4,28,44,51,31
644,147,-30,-434,-20,25,46,44,8
645,36,-31,-373,-65,65,39,34,17
646,-93,-19,-338,-71,36,20,48,29
647,-80,-12,-299,-74,39,22,45,35
648,-101,15,-165,-87,21,27,38,20
